AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Pressure,Altitude,Q,I,J,K,Timestamp
0.05,-0.1,-0.99,-1.04,-0.06,-0.24,166656,104590,149244,982.53,258.92,0.98,0.06,0.02,-0.18,485627
0.03,-0.11,-0.99,-1.1,0,-0.24,166630,104536,149189,982.53,258.92,0.98,0.06,0.01,-0.18,485652
0.04,-0.11,-0.99,-2.32,0.91,-0.61,166653,104549,149213,982.53,258.92,0.98,0.06,0.01,-0.18,485677
0.04,-0.11,-1,-3.66,1.71,-0.61,166650,104522,149214,982.57,258.58,0.98,0.06,0.01,-0.18,485702
0.05,-0.1,-1,-4.33,2.5,-0.61,166620,104568,149216,982.41,259.94,0.98,0.06,0.02,-0.18,485727
0.05,-0.1,-0.99,-4.45,2.44,-0.73,166637,104531,149220,982.45,259.6,0.98,0.05,0.02,-0.18,485752
0.05,-0.1,-0.99,-4.27,2.13,-0.49,166654,104497,149178,982.45,259.6,0.98,0.05,0.02,-0.18,485777
0.05,-0.09,-0.99,-2.32,1.65,-0.67,166616,104501,149175,982.45,259.6,0.98,0.05,0.02,-0.18,485802
0.06,-0.1,-0.98,-0.61,1.22,-0.06,166590,104487,149220,982.45,259.6,0.98,0.05,0.02,-0.18,485827
0.05,-0.1,-1,0.55,-1.04,-0.3,166631,104451,149145,982.45,259.6,0.98,0.05,0.02,-0.18,485852
0.05,-0.11,-0.98,0,0.12,-0.24,166621,104503,149218,982.45,259.6,0.98,0.05,0.02,-0.18,485877
0.06,-0.1,-1.01,-0.55,0.24,0.06,166597,104512,149198,982.45,259.6,0.98,0.05,0.02,-0.18,485902
0.07,-0.09,-0.99,0.43,-0.73,0.06,166628,104490,149222,982.45,259.6,0.98,0.05,0.02,-0.18,485927
0.05,-0.11,-0.99,0.79,-1.22,-0.3,166633,104527,149180,982.45,259.6,0.98,0.05,0.02,-0.18,485952
0.04,-0.11,-0.99,-0.24,-0.37,0,166621,104505,149170,982.57,258.58,0.98,0.06,0.02,-0.18,485977
0.05,-0.1,-1,-1.16,0.55,-0.06,166647,104505,149198,982.57,258.58,0.98,0.06,0.02,-0.18,486002
0.05,-0.11,-1,-1.22,0.98,-0.12,166616,104470,149151,982.49,259.26,0.98,0.06,0.02,-0.18,486027
0.05,-0.1,-0.99,-1.4,1.1,-0.18,166596,104528,149168,982.45,259.6,0.98,0.05,0.02,-0.18,486052
0.06,-0.1,-0.99,-0.24,0.18,-0.43,166606,104510,149206,982.49,259.26,0.98,0.05,0.02,-0.18,486077
0.05,-0.1,-0.99,0.37,-0.55,-0.37,166618,104502,149221,982.45,259.6,0.98,0.05,0.02,-0.18,486102
0.05,-0.1,-1,0.49,-0.37,-0.24,166623,104483,149185,982.45,259.6,0.98,0.05,0.02,-0.18,486127
0.03,-0.11,-0.93,0.12,-0.79,-0.06,166599,104487,149162,982.49,259.26,0.98,0.05,0.01,-0.18,486152
0.07,-0.12,-1.01,-0.06,1.04,0.24,166594,104516,149236,982.61,258.23,0.98,0.06,0.02,-0.18,486177
0.05,-0.11,-0.98,-2.32,1.59,-0.12,166621,104495,149140,982.49,259.26,0.98,0.06,0.02,-0.18,486202
0.06,-0.1,-1,-2.93,2.07,0,166625,104511,149208,982.57,258.58,0.98,0.06,0.02,-0.18,486227
0.05,-0.1,-0.99,-2.62,2.01,-0.06,166609,104486,149161,982.49,259.26,0.98,0.05,0.02,-0.18,486252
0.06,-0.1,-1,-2.01,1.22,-0.06,166610,104487,149175,982.49,259.26,0.98,0.05,0.02,-0.18,486277
0.06,-0.1,-0.99,-0.91,0.43,-0.37,166607,104488,149206,982.57,258.58,0.98,0.05,0.02,-0.18,486302
0.06,-0.1,-0.99,-0.91,-0.3,-0.55,166584,104513,149200,982.57,258.58,0.98,0.05,0.02,-0.18,486327
0.05,-0.1,-0.99,-1.22,0,-0.37,166586,104494,149206,982.57,258.58,0.98,0.05,0.02,-0.18,486352
0.06,-0.1,-1,-0.85,-0.06,-0.49,166607,104478,149184,982.57,258.58,0.98,0.05,0.02,-0.18,486377
0.05,-0.1,-0.99,-0.79,-0.06,-0.37,166581,104503,149177,982.57,258.58,0.98,0.05,0.02,-0.18,486402
0.05,-0.1,-0.99,-1.59,0.49,-0.24,166594,104503,149167,982.45,259.6,0.98,0.05,0.02,-0.18,486427
0.05,-0.1,-0.99,-1.83,0.55,-0.3,166599,104471,149165,982.45,259.6,0.98,0.05,0.02,-0.18,486452
0.06,-0.1,-0.99,-2.13,1.22,-0.12,166583,104507,149192,982.57,258.58,0.98,0.05,0.02,-0.18,486477
0.06,-0.09,-0.99,-1.65,0.61,-0.3,166608,104496,149143,982.45,259.6,0.98,0.05,0.02,-0.18,486502
0.05,-0.1,-1,-1.22,0,-0.24,166594,104458,149168,982.53,258.92,0.98,0.05,0.02,-0.18,486527
0.06,-0.09,-1,-0.06,-0.43,-0.37,166585,104453,149170,982.57,258.58,0.98,0.05,0.02,-0.18,486552
0.05,-0.1,-0.99,0.67,-1.04,-0.12,166577,104499,149162,982.53,258.92,0.98,0.05,0.02,-0.18,486577
0.05,-0.1,-0.99,0.55,-0.67,0.06,166586,104484,149171,982.53,258.92,0.98,0.05,0.02,-0.18,486602
0.05,-0.1,-0.99,-0.3,0.3,0.24,166603,104484,149219,982.53,258.92,0.98,0.05,0.02,-0.18,486627
0.05,-0.1,-1,-1.16,1.04,0.12,166603,104477,149155,982.53,258.92,0.98,0.05,0.02,-0.18,486652
0.06,-0.1,-1,-1.1,1.46,0.18,166593,104496,149146,982.53,258.92,0.98,0.05,0.02,-0.18,486677
0.07,-0.1,-1,-1.46,1.34,-0.3,166597,104479,149155,982.53,258.92,0.98,0.05,0.02,-0.18,486702
0.05,-0.1,-0.99,-1.65,0.79,-0.06,166603,104480,149194,982.53,258.92,0.98,0.05,0.02,-0.18,486727
0.06,-0.1,-0.99,-1.59,0.98,0.06,166572,104461,149179,982.53,258.92,0.98,0.05,0.02,-0.18,486752
0.06,-0.1,-1,-1.34,0.3,-0.3,166586,104425,149185,982.65,257.89,0.98,0.05,0.02,-0.18,486777
0.06,-0.1,-0.99,-0.67,0.24,-0.12,166568,104432,149138,982.65,257.89,0.98,0.05,0.02,-0.18,486802
0.06,-0.1,-0.99,-0.37,-0.43,-0.3,166592,104476,149161,982.53,258.92,0.98,0.05,0.02,-0.18,486827
0.07,-0.1,-0.99,-0.79,-0.43,-0.43,166578,104499,149197,982.57,258.58,0.98,0.05,0.02,-0.18,486852
0.06,-0.1,-0.98,-0.79,0,-0.55,166575,104489,149159,982.53,258.92,0.98,0.05,0.02,-0.18,486877
0.05,-0.1,-1,-0.67,-0.43,-0.12,166567,104430,149158,982.65,257.89,0.98,0.05,0.02,-0.18,486902
0.06,-0.1,-0.99,-0.67,-0.06,-0.18,166604,104455,149165,982.53,258.92,0.98,0.05,0.02,-0.18,486927
0.05,-0.1,-0.99,-0.85,0,-0.3,166593,104449,149137,982.41,259.94,0.98,0.05,0.02,-0.18,486952
0.08,-0.09,-1,-0.79,0.24,0.06,166548,104493,149114,982.53,258.92,0.98,0.05,0.02,-0.18,486977
0.06,-0.1,-1,-0.06,-0.12,-0.91,166573,104449,149157,982.53,258.92,0.98,0.05,0.02,-0.18,487002
0.05,-0.1,-1,-0.24,-0.55,-0.3,166572,104455,149182,982.53,258.92,0.98,0.05,0.02,-0.18,487027
0.06,-0.1,-0.99,-1.1,0.49,-0.18,166575,104434,149178,982.65,257.89,0.98,0.05,0.02,-0.18,487052
0.06,-0.1,-1,-1.1,0.73,-0.37,166576,104468,149183,982.41,259.94,0.98,0.05,0.02,-0.18,487077
0.06,-0.1,-0.99,-0.85,0.43,-0.24,166572,104454,149188,982.57,258.58,0.98,0.05,0.02,-0.18,487102
0.06,-0.09,-0.99,-0.85,0.24,-0.61,166577,104482,149128,982.53,258.92,0.98,0.05,0.02,-0.18,487127
0.05,-0.09,-0.99,-0.55,0.06,-0.24,166575,104473,149152,982.57,258.58,0.98,0.05,0.02,-0.18,487152
0.06,-0.1,-1,-0.49,0.55,-0.06,166575,104467,149157,982.53,258.92,0.98,0.05,0.02,-0.18,487177
0.06,-0.11,-0.99,-1.4,0.18,-0.43,166585,104449,149144,982.53,258.92,0.98,0.05,0.02,-0.18,487202
0.06,-0.09,-1,-1.04,0.49,-0.24,166577,104475,149132,982.65,257.89,0.98,0.05,0.02,-0.18,487227
0.05,-0.09,-0.98,-0.91,0,-0.43,166573,104462,149173,982.45,259.6,0.98,0.05,0.02,-0.18,487252
0.06,-0.09,-1.01,-0.55,0.18,-0.3,166570,104446,149161,982.57,258.58,0.98,0.05,0.02,-0.18,487277
0.06,-0.1,-0.99,-0.43,0,-0.24,166580,104414,149171,982.45,259.6,0.98,0.05,0.02,-0.18,487302
0.06,-0.1,-1,-0.85,0.18,-0.3,166582,104431,149152,982.57,258.58,0.98,0.05,0.02,-0.18,487327
0.07,-0.1,-1,-1.65,0.61,-0.43,166578,104473,149179,982.57,258.58,0.98,0.05,0.02,-0.18,487352
0.05,-0.09,-0.99,-1.59,0.61,-0.18,166574,104456,149173,982.45,259.6,0.98,0.05,0.02,-0.18,487377
0.09,-0.17,-0.99,-2.68,-0.24,-0.91,166571,104413,149210,982.57,258.58,0.98,0.06,0.02,-0.18,487402
0.06,-0.05,-1.09,-2.2,0.06,-1.34,166566,104466,149183,982.45,259.6,0.98,0.05,0.02,-0.18,487427
0.08,-0.12,-1,0.06,-0.24,0.24,166574,104414,149151,982.45,259.6,0.98,0.05,0.02,-0.18,487452
0.05,-0.12,-0.97,-2.87,0,-0.55,166559,104413,149149,982.45,259.6,0.98,0.06,0.02,-0.18,487477
0.06,-0.07,-1,-1.4,1.4,-0.37,166568,104420,149206,982.57,258.58,0.98,0.05,0.02,-0.18,487502
0.06,-0.1,-1,-0.85,0.06,-0.37,166553,104448,149143,982.45,259.6,0.98,0.05,0.02,-0.18,487527
0.06,-0.1,-0.97,-2.26,0.12,-0.67,166538,104374,149135,982.61,258.23,0.98,0.05,0.02,-0.18,487552
0.06,-0.08,-1.02,-0.73,0.67,-0.37,166581,104415,149132,982.57,258.58,0.98,0.05,0.02,-0.18,487577
0.06,-0.1,-0.99,-0.49,-0.24,-0.3,166574,104429,149159,982.49,259.26,0.98,0.05,0.02,-0.18,487602
0.06,-0.09,-0.99,-0.67,0.24,-0.24,166580,104416,149168,982.49,259.26,0.98,0.05,0.02,-0.18,487627
0.05,-0.1,-0.99,-1.77,0.79,-0.06,166557,104450,149160,982.49,259.26,0.98,0.05,0.02,-0.18,487652
0.05,-0.1,-0.99,-3.72,1.52,-0.06,166553,104407,149099,982.49,259.26,0.98,0.05,0.02,-0.18,487677
0.05,-0.1,-0.99,-5.85,2.74,-0.06,166537,104417,149154,982.53,258.92,0.98,0.05,0.02,-0.18,487702
0.07,-0.07,-0.99,-5.43,2.56,0.24,166534,104371,149094,982.49,259.26,0.98,0.05,0.02,-0.18,487727
0.07,-0.07,-0.99,-2.5,0.61,-0.18,166535,104373,149094,982.61,258.23,0.98,0.05,0.02,-0.18,487752
0.06,-0.08,-1,-1.04,-0.18,-0.49,166523,104359,149084,982.49,259.26,0.98,0.05,0.02,-0.18,487777
0.06,-0.09,-1,-1.22,0,-0.37,166518,104360,149113,982.49,259.26,0.98,0.05,0.02,-0.18,487802
0.06,-0.09,-0.99,-1.34,-0.06,-0.49,166516,104375,149141,982.53,258.92,0.98,0.05,0.02,-0.18,487827
0.06,-0.08,-0.99,-1.22,-0.06,-0.43,166516,104375,149106,982.53,258.92,0.98,0.05,0.02,-0.18,487852
0.06,-0.08,-0.99,-0.91,0.06,-0.43,166534,104394,149098,982.53,258.92,0.98,0.05,0.02,-0.18,487877
0.06,-0.08,-0.99,-0.98,-0.24,-0.37,166500,104325,149099,982.53,258.92,0.98,0.05,0.02,-0.18,487902
0.06,-0.08,-0.99,-0.79,0,-0.24,166502,104339,149104,982.53,258.92,0.98,0.05,0.02,-0.18,487927
0.06,-0.08,-0.99,-0.73,0.06,-0.18,166512,104340,149095,982.53,258.92,0.98,0.05,0.02,-0.18,487952
0.06,-0.09,-1,-0.67,-0.06,-0.3,166535,104352,149085,982.53,258.92,0.98,0.05,0.02,-0.18,487977
0.06,-0.08,-1,-1.22,0.12,-0.24,166532,104351,149056,982.53,258.92,0.98,0.05,0.02,-0.18,488002
0.06,-0.09,-0.99,-1.95,-0.12,-0.24,166522,104391,149104,982.53,258.92,0.98,0.05,0.02,-0.18,488027
0.06,-0.08,-1,-2.32,0.37,0.12,166517,104362,149105,982.53,258.92,0.98,0.05,0.02,-0.18,488052
0.06,-0.08,-1,-1.89,0.18,0,166513,104323,149106,982.41,259.94,0.98,0.05,0.02,-0.18,488077
0.06,-0.07,-0.99,-1.22,0,-0.12,166520,104340,149088,982.53,258.92,0.98,0.04,0.02,-0.18,488102
0.06,-0.08,-0.99,-0.06,-0.37,-0.49,166525,104349,149101,982.53,258.92,0.98,0.04,0.02,-0.18,488127
0.06,-0.09,-1,-0.3,0,-0.3,166524,104305,149124,982.41,259.94,0.98,0.04,0.02,-0.18,488152
0.07,-0.08,-1,-0.55,0.18,-0.18,166516,104350,149130,982.46,259.52,0.98,0.04,0.02,-0.18,488177
0.07,-0.08,-0.99,-0.55,0.12,-0.24,166535,104338,149133,982.58,258.49,0.98,0.05,0.02,-0.18,488202
0.06,-0.08,-0.99,-0.73,0.12,-0.24,166537,104330,149128,982.58,258.49,0.98,0.05,0.02,-0.18,488227
0.06,-0.08,-1,-0.55,-0.12,-0.37,166530,104358,149080,982.46,259.52,0.98,0.05,0.02,-0.18,488252
0.06,-0.08,-0.99,-0.73,0.24,-0.3,166512,104333,149109,982.46,259.52,0.98,0.05,0.02,-0.18,488277
0.07,-0.08,-0.99,-0.73,0.12,-0.49,166527,104369,149084,982.58,258.49,0.98,0.05,0.02,-0.18,488302
0.06,-0.08,-0.99,-0.85,0,-0.3,166512,104310,149138,982.46,259.52,0.98,0.05,0.02,-0.18,488327
0.06,-0.08,-0.99,-0.79,-0.06,-0.3,166530,104320,149108,982.58,258.49,0.98,0.05,0.02,-0.18,488352
0.06,-0.08,-0.99,-0.49,-0.12,-0.18,166510,104319,149131,982.46,259.52,0.98,0.05,0.02,-0.18,488377
0.06,-0.08,-0.99,-0.79,0.18,-0.24,166544,104345,149092,982.46,259.52,0.98,0.05,0.02,-0.18,488402
0.06,-0.08,-0.99,-0.98,0.24,-0.37,166513,104333,149084,982.5,259.17,0.98,0.05,0.02,-0.18,488427
0.06,-0.08,-0.99,-0.98,0.24,-0.37,166523,104342,149095,982.5,259.17,0.98,0.04,0.02,-0.18,488452
0.06,-0.08,-1,-0.49,0.18,-0.24,166515,104330,149108,982.46,259.52,0.98,0.04,0.02,-0.18,488477
0.06,-0.08,-0.99,-0.37,-0.06,-0.24,166520,104330,149100,982.5,259.17,0.98,0.04,0.02,-0.18,488502
0.06,-0.08,-0.99,-0.61,0,-0.3,166509,104315,149089,982.46,259.52,0.98,0.05,0.02,-0.18,488527
0.07,-0.08,-0.99,-0.37,-0.18,-0.24,166522,104348,149103,982.5,259.17,0.98,0.05,0.02,-0.18,488552
0.06,-0.08,-0.99,-0.37,-0.3,-0.3,166512,104339,149111,982.5,259.17,0.98,0.05,0.02,-0.18,488577
0.07,-0.08,-0.99,-0.37,0,-0.24,166524,104361,149089,982.5,259.17,0.98,0.04,0.02,-0.18,488602
0.06,-0.08,-1,-0.43,-0.06,-0.24,166543,104319,149087,982.5,259.17,0.98,0.05,0.02,-0.18,488627
0.06,-0.08,-0.99,-0.73,0.3,-0.06,166533,104332,149085,982.38,260.2,0.98,0.05,0.02,-0.18,488652
0.06,-0.08,-0.99,-0.18,0,-0.12,166525,104387,149131,982.5,259.17,0.98,0.05,0.02,-0.18,488677
0.07,-0.09,-0.99,-0.12,-0.06,-0.18,166530,104329,149117,982.38,260.2,0.98,0.05,0.02,-0.18,488702
0.06,-0.07,-0.99,-0.61,-0.18,-0.3,166525,104378,149075,982.5,259.17,0.98,0.04,0.02,-0.18,488727
0.06,-0.09,-0.99,-0.49,-0.06,-0.18,166530,104365,149119,982.54,258.83,0.98,0.05,0.02,-0.18,488752
0.06,-0.08,-0.99,-0.98,0.43,-0.18,166509,104352,149138,982.54,258.83,0.98,0.05,0.02,-0.18,488777
0.06,-0.08,-0.99,-0.67,0.18,-0.24,166529,104336,149115,982.5,259.17,0.98,0.05,0.02,-0.18,488802
0.07,-0.08,-0.99,-0.61,0.06,-0.49,166527,104366,149113,982.54,258.83,0.98,0.05,0.02,-0.18,488827
0.06,-0.08,-0.99,-0.73,-0.12,-0.37,166537,104350,149118,982.5,259.17,0.98,0.05,0.02,-0.18,488852
0.06,-0.08,-0.99,-0.43,-0.12,-0.43,166546,104338,149105,982.5,259.17,0.98,0.05,0.02,-0.18,488877
0.06,-0.09,-0.99,-0.79,-0.24,-0.37,166499,104341,149066,982.5,259.17,0.98,0.05,0.02,-0.18,488902
0.06,-0.08,-0.99,-1.28,0.24,-0.49,166534,104320,149105,982.54,258.83,0.98,0.05,0.02,-0.18,488927
0.06,-0.09,-0.99,-1.52,0.24,-0.49,166524,104310,149105,982.54,258.83,0.98,0.05,0.02,-0.18,488952
0.06,-0.08,-0.99,-1.34,0.12,-0.37,166527,104330,149085,982.62,258.15,0.98,0.05,0.02,-0.18,488977
0.06,-0.08,-0.99,-0.61,0,-0.18,166530,104371,149081,982.54,258.83,0.98,0.04,0.02,-0.18,489002
0.06,-0.08,-0.99,-0.12,-0.18,-0.06,166520,104289,149114,982.5,259.17,0.98,0.04,0.02,-0.18,489027
0.06,-0.08,-0.99,-0.37,-0.18,-0.24,166517,104310,149138,982.54,258.83,0.98,0.05,0.02,-0.18,489052
0.06,-0.08,-0.99,-0.61,-0.12,-0.18,166518,104330,149072,982.5,259.17,0.98,0.04,0.02,-0.18,489077
0.06,-0.08,-1,-0.55,0.12,-0.24,166510,104343,149079,982.5,259.17,0.98,0.04,0.02,-0.18,489102
0.06,-0.08,-0.99,-0.24,0.06,-0.12,166525,104303,149091,982.5,259.17,0.98,0.04,0.02,-0.18,489127
0.06,-0.08,-0.99,-0.06,-0.18,-0.18,166555,104322,149113,982.5,259.17,0.98,0.05,0.02,-0.18,489152
0.06,-0.08,-1,-0.37,-0.06,-0.3,166528,104388,149100,982.5,259.17,0.98,0.04,0.02,-0.18,489177
0.07,-0.08,-1,-0.73,0.24,-0.3,166524,104317,149089,982.54,258.83,0.98,0.05,0.02,-0.18,489202
0.06,-0.08,-0.99,-0.61,0.06,-0.3,166527,104370,149095,982.5,259.17,0.98,0.05,0.02,-0.18,489227
0.06,-0.08,-0.99,-0.61,0,-0.37,166498,104345,149119,982.5,259.17,0.98,0.05,0.02,-0.18,489252
0.06,-0.08,-1,-0.49,0,-0.37,166522,104378,149100,982.62,258.15,0.98,0.04,0.02,-0.18,489277
0.07,-0.08,-0.99,-0.37,-0.24,-0.37,166505,104342,149107,982.5,259.17,0.98,0.05,0.02,-0.18,489302
0.06,-0.08,-0.99,-0.61,-0.18,-0.18,166519,104341,149114,982.58,258.49,0.98,0.05,0.02,-0.18,489327
0.06,-0.08,-0.99,-1.04,-0.12,-0.3,166525,104362,149098,982.5,259.17,0.98,0.05,0.02,-0.18,489352
0.06,-0.08,-0.99,-1.22,-0.18,-0.37,166531,104291,149089,982.62,258.15,0.98,0.04,0.02,-0.18,489377
0.06,-0.07,-0.99,-1.04,-0.18,-0.3,166513,104315,149081,982.5,259.17,0.98,0.04,0.02,-0.18,489402
0.06,-0.08,-0.99,-0.91,-0.12,-0.43,166523,104375,149094,982.62,258.15,0.98,0.04,0.02,-0.18,489427
0.06,-0.08,-0.99,-1.22,-0.3,-0.55,166528,104332,149108,982.58,258.49,0.98,0.04,0.02,-0.18,489452
0.06,-0.08,-0.99,-0.3,-0.18,-0.37,166517,104351,149071,982.58,258.49,0.98,0.04,0.02,-0.18,489477
0.06,-0.09,-1,-0.91,-0.3,-0.55,166530,104376,149093,982.58,258.49,0.98,0.04,0.02,-0.18,489502
0.06,-0.07,-0.99,-0.67,-0.18,-0.43,166522,104307,149096,982.46,259.52,0.98,0.04,0.02,-0.18,489527
0.06,-0.08,-0.99,-0.37,-0.49,-0.49,166522,104328,149105,982.58,258.49,0.98,0.04,0.02,-0.18,489552
0.06,-0.08,-0.98,-0.06,-0.49,-0.61,166532,104295,149069,982.46,259.52,0.98,0.04,0.02,-0.18,489577
0.06,-0.08,-1,0.18,-0.43,-0.37,166546,104340,149098,982.58,258.49,0.98,0.04,0.02,-0.18,489602
0.08,-0.08,-0.98,0.24,-0.12,-0.37,166512,104344,149075,982.41,259.94,0.98,0.05,0.02,-0.18,489627
0.06,-0.08,-0.99,0.06,-0.24,-0.55,166523,104313,149127,982.46,259.52,0.98,0.05,0.02,-0.18,489652
0.06,-0.09,-1,-0.85,-0.24,-0.43,166535,104323,149132,982.46,259.52,0.98,0.05,0.02,-0.18,489677
0.06,-0.09,-0.99,-1.28,-0.49,-0.43,166537,104351,149101,982.34,260.54,0.98,0.05,0.02,-0.18,489702
0.06,-0.08,-1,-0.55,0.06,0,166550,104339,149094,982.58,258.49,0.98,0.05,0.02,-0.18,489727
0.06,-0.08,-0.99,0.06,-0.55,-0.06,166511,104351,149058,982.58,258.49,0.98,0.05,0.02,-0.18,489752
0.06,-0.08,-0.98,0.3,-0.3,-0.12,166537,104339,149061,982.58,258.49,0.98,0.05,0.02,-0.18,489777
0.06,-0.08,-0.99,-0.18,-0.18,-0.49,166541,104325,149132,982.58,258.49,0.98,0.05,0.02,-0.18,489802
0.06,-0.08,-0.99,0.55,0.24,0,166527,104351,149116,982.58,258.49,0.98,0.05,0.02,-0.18,489827
0.06,-0.08,-1,0.98,0.37,0.3,166524,104369,149111,982.58,258.49,0.98,0.05,0.02,-0.18,489852
0.06,-0.09,-0.99,0.06,0.24,0.3,166562,104373,149119,982.58,258.49,0.98,0.05,0.02,-0.18,489877
0.05,-0.07,-1,-0.49,-0.12,-0.18,166528,104341,149122,982.46,259.52,0.98,0.05,0.02,-0.18,489902
0.07,-0.09,-0.99,-0.67,0.06,-0.06,166545,104373,149109,982.46,259.52,0.98,0.05,0.02,-0.18,489927
0.06,-0.09,-0.99,-0.85,-0.18,-0.24,166513,104321,149096,982.46,259.52,0.98,0.05,0.02,-0.18,489952
0.06,-0.09,-0.99,-1.04,0.06,-0.18,166519,104390,149095,982.58,258.49,0.98,0.05,0.02,-0.18,489977
0.06,-0.09,-0.99,-1.65,0.3,-0.37,166542,104373,149079,982.58,258.49,0.98,0.05,0.02,-0.18,490002
0.06,-0.09,-0.99,-1.4,0.18,-0.43,166524,104365,149096,982.46,259.52,0.98,0.05,0.02,-0.18,490027
0.06,-0.08,-0.99,-0.73,-0.12,-0.37,166518,104332,149103,982.58,258.49,0.98,0.05,0.02,-0.18,490052
0.06,-0.08,-0.99,-0.49,-0.24,-0.3,166528,104355,149129,982.58,258.49,0.98,0.05,0.02,-0.18,490077
0.06,-0.08,-1,-0.18,-0.3,-0.43,166517,104352,149095,982.46,259.52,0.98,0.05,0.02,-0.18,490102
0.06,-0.08,-0.99,0.06,-0.43,-0.49,166540,104354,149103,982.58,258.49,0.98,0.05,0.02,-0.18,490127
0.06,-0.08,-0.99,-0.37,-0.12,-0.37,166534,104409,149144,982.58,258.49,0.98,0.05,0.02,-0.18,490152
0.06,-0.08,-0.99,-0.85,0.18,0,166564,104341,149094,982.46,259.52,0.98,0.05,0.02,-0.18,490177
0.06,-0.08,-0.99,-0.55,0.18,0.06,166549,104392,149108,982.58,258.49,0.98,0.05,0.02,-0.18,490202
0.06,-0.08,-0.99,0,0,-0.06,166562,104359,149139,982.5,259.17,0.98,0.05,0.02,-0.18,490227
0.06,-0.09,-0.99,-0.24,0.24,-0.12,166561,104372,149093,982.62,258.15,0.98,0.05,0.02,-0.18,490252
0.06,-0.09,-0.99,-0.85,0.55,0,166535,104358,149145,982.62,258.15,0.98,0.05,0.02,-0.18,490277
0.07,-0.08,-1,-0.85,0.24,-0.24,166577,104345,149054,982.5,259.17,0.98,0.05,0.02,-0.18,490302
0.06,-0.09,-0.99,-1.16,0.55,-0.43,166544,104376,149133,982.5,259.17,0.98,0.05,0.02,-0.18,490327
0.06,-0.08,-1,-1.83,0.91,-0.49,166549,104344,149141,982.5,259.17,0.98,0.05,0.02,-0.18,490352
0.06,-0.08,-0.99,-1.52,0.79,-0.55,166539,104367,149071,982.5,259.17,0.98,0.05,0.02,-0.18,490377
0.07,-0.09,-1,-1.28,0.98,-0.24,166553,104348,149161,982.5,259.17,0.98,0.05,0.02,-0.18,490402
0.07,-0.08,-0.99,-0.91,0.18,-0.37,166540,104341,149084,982.62,258.15,0.98,0.05,0.02,-0.18,490427
0.06,-0.09,-1,0.61,0,0,166525,104350,149085,982.5,259.17,0.98,0.05,0.02,-0.18,490452
0.06,-0.08,-0.99,-0.79,-0.06,-0.49,166532,104342,149105,982.38,260.2,0.98,0.05,0.02,-0.18,490477
0.07,-0.08,-1.01,-0.24,-0.06,-0.18,166544,104372,149100,982.5,259.17,0.98,0.05,0.02,-0.18,490502
0.06,-0.08,-0.99,-0.43,0.06,-0.12,166523,104317,149127,982.54,258.83,0.98,0.05,0.02,-0.18,490527
0.06,-0.09,-0.98,-0.49,0.43,0.06,166528,104319,149152,982.5,259.17,0.98,0.05,0.02,-0.18,490552
0.06,-0.09,-0.99,-1.46,0.61,0.06,166536,104351,149142,982.54,258.83,0.98,0.05,0.02,-0.18,490577
0.06,-0.08,-1,-1.77,0.43,-0.12,166518,104346,149090,982.54,258.83,0.98,0.05,0.02,-0.18,490602
0.07,-0.07,-0.99,-1.04,-0.18,-0.24,166535,104348,149100,982.5,259.17,0.98,0.04,0.02,-0.18,490627
0.06,-0.08,-0.99,-0.85,-0.24,-0.3,166503,104333,149099,982.42,259.86,0.98,0.04,0.02,-0.18,490652
0.06,-0.08,-0.99,-0.67,-0.43,-0.55,166538,104326,149110,982.54,258.83,0.98,0.04,0.02,-0.18,490677
0.06,-0.08,-0.99,-0.55,-0.43,-0.49,166514,104340,149077,982.54,258.83,0.98,0.04,0.02,-0.18,490702
0.06,-0.09,-0.99,-0.55,-0.49,-0.55,166517,104352,149115,982.54,258.83,0.98,0.05,0.02,-0.18,490727
0.07,-0.08,-1,-0.06,-0.49,-0.24,166530,104336,149075,982.54,258.83,0.98,0.05,0.02,-0.18,490752
0.06,-0.08,-0.99,0.06,-0.61,-0.18,166551,104360,149090,982.42,259.86,0.98,0.05,0.02,-0.18,490777
0.06,-0.09,-1.01,-0.3,-0.43,-0.06,166515,104355,149046,982.54,258.83,0.98,0.05,0.02,-0.18,490802
0.06,-0.08,-0.99,-0.91,0.24,-0.12,166506,104315,149101,982.46,259.52,0.98,0.05,0.02,-0.18,490827
0.06,-0.08,-0.99,-0.43,0.3,-0.12,166516,104345,149114,982.58,258.49,0.98,0.05,0.02,-0.18,490852
0.06,-0.08,-0.99,-0.37,0.06,0,166510,104369,149099,982.46,259.52,0.98,0.04,0.02,-0.18,490877
0.06,-0.08,-0.99,-0.24,-0.06,-0.12,166541,104337,149114,982.58,258.49,0.98,0.04,0.02,-0.18,490902
0.06,-0.08,-0.99,-0.06,-0.12,-0.12,166526,104342,149138,982.58,258.49,0.98,0.05,0.02,-0.18,490927
0.06,-0.09,-0.99,-0.24,-0.18,-0.18,166515,104342,149113,982.58,258.49,0.98,0.05,0.02,-0.18,490952
0.06,-0.09,-0.99,-0.61,0.12,-0.24,166511,104361,149104,982.58,258.49,0.98,0.05,0.02,-0.18,490977
0.06,-0.08,-0.99,-0.73,0.06,-0.3,166504,104377,149119,982.46,259.52,0.98,0.05,0.02,-0.18,491002
