W,I,J,K,LAT,LON,ALT_MSL,ACCELX,ACCELY,ACCELZ,GYROX,GYROY,GYROZ,MAGX,MAGY,MAGZ,Time,,LAT_DEG,LON_DEG
-0.8,0.22,-0.37,0.42,0,0,0,0.6,0.92,-1.05,42.69,-50.84,-5.37,-0.11,-38304,-0.06,17:06:31,,0,0
-0.8,0.22,-0.37,0.42,0,0,0,0.63,0.94,-0.79,-21.35,-3.39,-19.15,-0.11,-38272,-0.07,17:06:31,,0,0
-0.78,0.24,-0.4,0.42,0,0,0,0.53,0.86,-0.41,-70.14,17.85,-21.91,-0.11,-37696,-0.09,17:06:31,,0,0
-0.77,0.26,-0.42,0.41,0,0,0,0.48,0.78,-0.33,-44.03,20.04,-16.33,-0.11,-37720,-0.1,17:06:31,,0,0
-0.77,0.26,-0.42,0.42,0,0,0,0.3,0.57,-0.42,2.73,-3.76,6.9,-0.11,-37456,-0.09,17:06:31,,0,0
-0.77,0.25,-0.41,0.42,0,0,0,0.22,0.51,-0.39,22.42,6.52,27.88,-0.11,-37336,-0.09,17:06:31,,0,0
-0.77,0.25,-0.41,0.42,0,0,0,0.27,0.52,-0.4,13.5,11.36,25.58,-0.11,-36976,-0.08,17:06:31,,0,0
-0.77,0.25,-0.41,0.42,0,0,0,0.27,0.62,-0.42,12.97,11.59,18,-0.11,-36872,-0.08,17:06:31,,0,0
-0.77,0.25,-0.4,0.43,0,0,0,0.27,0.63,-0.45,9.88,6.98,14.38,-0.11,-36736,-0.08,17:06:31,,0,0
-0.77,0.25,-0.4,0.43,0,0,0,0.29,0.71,-0.59,-3.46,-5.14,19.56,-0.12,-36728,-0.08,17:06:31,,0,0
-0.77,0.26,-0.4,0.42,0,0,0,0.42,0.85,-0.57,-20.97,-21.8,21.71,-0.11,-37256,-0.08,17:06:31,,0,0
-0.77,0.27,-0.41,0.4,0,0,0,0.65,0.88,-0.62,-67.31,-25.76,32.09,-0.11,-37928,-0.09,17:06:31,,0,0
-0.78,0.26,-0.41,0.39,0,0,0,0.71,0.85,-0.74,-41.83,-35.43,26.1,-0.11,-38896,-0.09,17:06:31,,0,0
-0.8,0.23,-0.4,0.39,0,0,0,0.8,0.82,-0.69,124.24,-39.41,5.71,-0.11,-38712,-0.07,17:06:31,,0,0
-0.8,0.23,-0.41,0.37,0,0,0,0.74,0.76,-0.64,-21.46,-48.1,17.59,-0.1,-39296,-0.08,17:06:31,,0,0
-0.78,0.24,-0.44,0.37,0,0,0,0.63,0.72,-0.2,-37.65,9.61,8.14,-0.11,-39384,-0.09,17:06:31,,0,0
-0.78,0.24,-0.45,0.36,0,0,0,0.57,0.71,-0.41,-35.88,6.27,8.09,-0.11,-39504,-0.09,17:06:31,,0,0
-0.79,0.24,-0.43,0.35,0,0,0,0.35,0.43,-0.5,-14.06,-13.38,9.72,-0.11,-39752,-0.09,17:06:31,,0,0
-0.82,0.24,-0.41,0.33,0,0,0,0.32,0.37,-0.52,-2.45,-20.59,8.12,-0.11,-40000,-0.09,17:06:31,,0,0
-0.84,0.23,-0.35,0.35,0,0,0,0.13,0.62,-0.84,178.85,-48.98,-31.26,-0.11,-40280,-0.08,17:06:31,,0,0
-0.84,0.23,-0.36,0.34,0,0,0,0.42,0.58,-0.5,2.4,-18.02,24.27,-0.11,-41512,-0.08,17:06:31,,0,0
-0.84,0.22,-0.34,0.35,0,0,0,0.38,0.56,-0.64,54.41,-23.93,6.22,-0.11,-42608,-0.07,17:06:31,,0,0
-0.85,0.2,-0.34,0.34,0,0,0,0.52,0.51,-0.92,0.95,-16.37,13.89,-0.1,-42944,-0.07,17:06:31,,0,0
-0.85,0.21,-0.34,0.34,0,0,0,0.45,0.74,-0.67,16.93,-18.9,-1.62,-0.1,-43368,-0.07,17:06:31,,0,0
-0.85,0.22,-0.33,0.34,0,0,0,0.53,1,-0.85,26.68,-50.6,7.74,-0.1,-44792,-0.06,17:06:31,,0,0
-0.87,0.2,-0.31,0.34,0,0,0,0.47,0.58,-1.04,59.3,-64.69,34.35,-0.09,-48192,-0.03,17:06:32,,0,0
-0.88,0.19,-0.28,0.34,0,0,0,0.41,0.48,-1.09,15.54,-58.06,4.79,-0.08,-49536,-0.02,17:06:32,,0,0
-0.87,0.21,-0.31,0.34,0,0,0,0.61,0.84,-0.7,-42.77,-7.96,17.66,-0.08,-50272,-0.03,17:06:32,,0,0
-0.85,0.23,-0.34,0.34,0,0,0,0.48,0.71,-0.44,-55.92,44.03,-2.41,-0.08,-49144,-0.06,17:06:32,,0,0
-0.83,0.25,-0.36,0.34,0,0,0,0.28,0.61,-0.25,-19.13,26.15,12.77,-0.08,-48992,-0.06,17:06:32,,0,0
-0.83,0.24,-0.36,0.34,0,0,0,0.26,0.38,-0.38,43.71,-10.99,20.01,-0.08,-50008,-0.05,17:06:32,,0,0
-0.84,0.22,-0.34,0.35,0,0,0,0.2,0.34,-0.5,31.94,-0.74,16.9,-0.08,-50912,-0.03,17:06:32,,0,0
-0.84,0.22,-0.33,0.36,0,0,0,0.24,0.4,-0.53,24.57,6.67,8.36,-0.08,-50872,-0.03,17:06:32,,0,0
-0.84,0.21,-0.33,0.37,0,0,0,0.26,0.53,-0.64,12.27,9.9,8.62,-0.08,-50792,-0.03,17:06:32,,0,0
-0.85,0.21,-0.33,0.36,0,0,0,0.34,0.48,-0.57,-1.28,7.21,12.98,-0.08,-50752,-0.04,17:06:32,,0,0
-0.84,0.23,-0.33,0.36,0,0,0,0.37,0.85,-0.72,-11.01,-3.8,21.38,-0.08,-51432,-0.04,17:06:32,,0,0
-0.85,0.23,-0.34,0.34,0,0,0,0.55,0.78,-0.82,-41.38,-6.94,36.37,-0.08,-52544,-0.06,17:06:32,,0,0
-0.85,0.23,-0.34,0.34,0,0,0,0.65,0.72,-0.82,-13.66,1.27,13.4,-0.08,-52984,-0.07,17:06:32,,0,0
-0.85,0.22,-0.35,0.33,0,0,0,0.68,0.75,-1.03,-34.33,20.09,-3.93,-0.08,-52552,-0.08,17:06:32,,0,0
-0.83,0.24,-0.37,0.33,0,0,0,0.57,0.87,-0.25,47.85,12.98,-0.51,-0.08,-52736,-0.07,17:06:32,,0,0
-0.84,0.23,-0.38,0.3,0,0,0,0.77,0.73,-0.57,28.95,-40.21,53.88,-0.07,-56032,-0.06,17:06:32,,0,0
-0.85,0.22,-0.38,0.28,0,0,0,0.62,0.5,-0.72,6.01,21.89,33.38,-0.06,-57768,-0.06,17:06:32,,0,0
-0.85,0.21,-0.4,0.27,0,0,0,0.49,0.42,-0.45,2.05,52.05,18.29,-0.06,-58368,-0.07,17:06:32,,0,0
-0.85,0.2,-0.41,0.27,0,0,0,0.46,0.36,-0.38,25.31,46.24,17.76,-0.06,-59792,-0.06,17:06:32,,0,0
-0.86,0.18,-0.41,0.26,0,0,0,0.33,0.23,-0.34,77.51,8.15,33.52,-0.06,-63560,-0.03,17:06:32,,0,0
-0.88,0.17,-0.37,0.23,0,0,0,0.42,0.23,-0.77,1.34,-48.65,34.93,-0.04,-67336,-0.03,17:06:32,,0,0
-0.89,0.16,-0.36,0.22,0,0,0,0.45,0.42,-0.64,13.66,-42.47,50.94,-0.02,-70480,-0.04,17:06:32,,0,0
-0.9,0.14,-0.36,0.21,0,0,0,0.56,0.31,-0.51,58.29,-36.63,70.01,0,-74256,-0.01,17:06:32,,0,0
-0.91,0.13,-0.35,0.2,0,0,0,0.6,0.3,-0.96,10.85,-24.43,44.16,0.02,-76952,-0.02,17:06:32,,0,0
-0.92,0.12,-0.33,0.19,0,0,0,0.64,0.35,-1.09,23.78,-6.14,19.86,0.04,-78808,-0.04,17:06:32,,0,0
-0.92,0.11,-0.33,0.18,0,0,0,0.7,0.24,-1.31,-11.34,54.42,14.62,0.03,-77256,-0.06,17:06:32,,0,0
-0.9,0.08,-0.37,0.21,0,0,0,0.78,0.38,-0.41,62.39,47.92,50.95,0.03,-76088,-0.06,17:06:33,,0,0
-0.9,0.06,-0.37,0.2,0,0,0,0.89,0.41,-0.86,81.83,-36.62,119.72,0.08,-79224,-0.06,17:06:33,,0,0
-0.9,0.04,-0.38,0.18,0,0,0,0.84,0.09,-0.76,-10.37,26.75,69.37,0.1,-79680,-0.09,17:06:33,,0,0
-0.9,0.04,-0.4,0.17,0,0,0,0.8,0.18,-0.74,-6.13,44.26,34.39,0.09,-78024,-0.1,17:06:33,,0,0
-0.89,0.04,-0.41,0.18,0,0,0,0.56,0.23,-0.47,1.07,34.03,9.47,0.09,-77336,-0.11,17:06:33,,0,0
-0.9,0.03,-0.4,0.18,0,0,0,0.38,0.14,-0.37,30.29,-17.56,24.68,0.11,-78632,-0.12,17:06:33,,0,0
-0.9,0.02,-0.39,0.18,0,0,0,0.46,0.11,-0.43,50.19,-56.37,28.75,0.16,-81544,-0.13,17:06:33,,0,0
-0.91,0.02,-0.36,0.17,0,0,0,0.4,0.11,-0.63,48.04,-50.81,23.95,0.2,-83000,-0.14,17:06:33,,0,0
-0.92,0.01,-0.34,0.17,0,0,0,0.5,0.03,-0.95,17.06,-5.98,0.74,0.19,-82296,-0.15,17:06:33,,0,0
-0.93,0,-0.33,0.17,0,0,0,0.77,-0.08,-1.22,8.32,9.25,-20.53,0.17,-81224,-0.14,17:06:33,,0,0
-0.93,-0.01,-0.33,0.18,0,0,0,0.62,0.02,-0.95,-17.23,35.51,-43.36,0.13,-80048,-0.11,17:06:33,,0,0
-0.93,-0.02,-0.33,0.18,0,0,0,0.7,0.04,-0.86,38.4,18.48,-6.99,0.13,-81152,-0.08,17:06:33,,0,0
-0.88,-0.04,-0.4,0.23,0,0,0,1.45,0.16,-0.39,-24.96,132.31,-60.82,0.08,-91072,-0.03,17:06:33,,0,0
-0.92,-0.03,-0.36,0.15,0,0,0,0.08,-0.45,-1.01,-21.6,49.09,-15.84,0.04,-93368,-0.03,17:06:33,,0,0
-0.92,-0.05,-0.35,0.18,0,0,0,0.57,-0.04,-0.54,63.9,-64.21,-60.11,0.06,-80048,0.05,17:06:33,,0,0
-0.88,-0.09,-0.39,0.26,0,0,0,0.63,-0.12,-0.14,-109.23,-42.05,-27.95,0.08,-80224,0.05,17:06:33,,0,0
-0.89,-0.09,-0.38,0.24,0,0,0,0.55,-0.1,-0.58,-18.62,-24.9,-2.27,0.1,-81888,0.06,17:06:33,,0,0
-0.89,-0.09,-0.37,0.26,0,0,0,0.5,0.11,-0.53,57.52,-10.23,-50.33,0.1,-82968,0.13,17:06:33,,0,0
-0.91,-0.09,-0.34,0.23,0,0,0,0.37,-0.14,-0.62,45.03,-43.7,-18.02,0.11,-91664,0.22,17:06:33,,0,0
-0.92,-0.1,-0.32,0.22,0,0,0,0.39,-0.21,-0.61,51.51,-48.24,-64.64,0.1,-90536,0.32,17:06:33,,0,0
-0.92,-0.07,-0.31,0.22,0,0,0,0.51,0.24,-0.72,3.88,-54.13,-20.55,0.1,-88360,0.38,17:06:33,,0,0
-0.93,-0.07,-0.29,0.22,0,0,0,0.49,-0.13,-0.97,11.05,-40,-46.09,0.09,-82752,0.4,17:06:33,,0,0
-0.93,-0.06,-0.28,0.22,0,0,0,0.65,0.08,-1.19,20.21,-20.69,-56.24,0.07,-72088,0.39,17:06:33,,0,0
-0.93,-0.06,-0.27,0.22,0,0,0,0.69,0.04,-1.09,24.09,-3.48,2.23,0.07,-72824,0.39,17:06:33,,0,0
-0.93,-0.07,-0.27,0.22,0,0,0,0.64,-0.01,-1.01,25.96,-2.31,12.23,0.05,-91720,0.47,17:06:33,,0,0
-0.93,-0.07,-0.27,0.23,0,0,0,0.7,0.02,-1.05,27.54,-7.94,4.85,-0.02,-108424,0.56,17:06:33,,0,0
-0.93,-0.08,-0.27,0.24,0,0,0,0.68,-0.02,-1.14,57.78,-0.28,-68.41,-0.06,-103104,0.65,17:06:34,,0,0
-0.92,-0.06,-0.27,0.26,0,0,0,0.66,0.24,-0.84,18.23,-35.32,-51.01,-0.06,-95680,0.7,17:06:34,,0,0
-0.92,-0.05,-0.28,0.27,0,0,0,0.45,0.1,-0.71,-15.91,3.77,-42.6,-0.04,-88056,0.67,17:06:34,,0,0
-0.91,-0.05,-0.3,0.28,0,0,0,0.42,0.11,-0.47,7.06,28.81,-39.24,-0.04,-81480,0.64,17:06:34,,0,0
-0.91,-0.05,-0.29,0.29,0,0,0,0.31,0,-0.64,11.94,52.66,-59.14,-0.06,-75864,0.6,17:06:34,,0,0
-0.9,-0.08,-0.3,0.3,0,0,0,0.36,-0.11,-0.46,9.19,25.18,-37.38,-0.08,-69064,0.57,17:06:34,,0,0
-0.91,-0.08,-0.28,0.31,0,0,0,0.34,-0.05,-0.64,16.34,-7.65,-54.56,-0.09,-60576,0.54,17:06:34,,0,0
-0.92,-0.06,-0.25,0.3,0,0,0,0.12,0.01,-0.66,-36.64,-38.71,-42.3,-0.08,-57136,0.48,17:06:34,,0,0
-0.92,-0.05,-0.23,0.32,0,0,0,0.39,-0.03,-0.71,-51.42,-97.5,-45.87,-0.07,-50592,0.42,17:06:34,,0,0
-0.92,-0.01,-0.23,0.33,0,0,0,0.53,0.35,-0.88,-31.65,-119.84,-64.56,-0.06,-46416,0.36,17:06:34,,0,0
-0.92,0.03,-0.23,0.33,0,0,0,0.65,0.55,-1.05,-101.8,-97.34,-4.94,-0.07,-46400,0.31,17:06:34,,0,0
-0.92,0.04,-0.21,0.33,0,0,0,0.37,0.31,-1.31,-28.57,-62.17,7.71,-0.09,-48576,0.3,17:06:34,,0,0
-0.92,0.05,-0.19,0.33,0,0,0,0.22,0.32,-1.41,-13.98,-43.61,-18.03,-0.11,-48184,0.34,17:06:34,,0,0
-0.92,0.06,-0.2,0.33,0,0,0,0.6,0.51,-0.89,38.7,-47.33,-20.23,-0.1,-45184,0.32,17:06:34,,0,0
-0.92,0.08,-0.2,0.32,0,0,0,0.35,0.32,-0.7,-19.2,-64.64,1.04,-0.08,-42624,0.29,17:06:34,,0,0
-0.92,0.1,-0.19,0.32,0,0,0,0.2,0.39,-0.87,-38.47,-54.53,14.57,-0.06,-37240,0.24,17:06:34,,0,0
-0.92,0.12,-0.18,0.33,0,0,0,0.11,0.31,-0.75,-27.48,-27.94,-2.02,-0.05,-33232,0.19,17:06:34,,0,0
-0.92,0.12,-0.17,0.33,0,0,0,0.16,0.31,-0.62,34.45,-33.38,6.83,-0.04,-31304,0.18,17:06:34,,0,0
-0.92,0.11,-0.15,0.34,0,0,0,0.09,0.14,-0.7,35.92,-31.72,12.11,-0.04,-29576,0.19,17:06:34,,0,0
-0.92,0.1,-0.13,0.35,0,0,0,0.07,0.16,-0.83,7.17,-30.3,9.03,-0.04,-28048,0.2,17:06:34,,0,0
-0.92,0.1,-0.12,0.36,0,0,0,0.09,0.22,-0.96,2.92,-39.57,0.66,-0.04,-28832,0.19,17:06:34,,0,0
-0.92,0.1,-0.11,0.36,0,0,0,0.12,0.19,-0.85,10.63,-29.93,-4.92,-0.03,-28880,0.17,17:06:34,,0,0
-0.92,0.1,-0.09,0.37,0,0,0,-0.01,0.16,-0.97,0.2,-56.63,-19.46,-0.03,-26768,0.16,17:06:34,,0,0
-0.92,0.11,-0.08,0.37,0,0,0,0.01,0.49,-1.46,-1.25,-27.57,-17.34,-0.04,-25448,0.17,17:06:34,,0,0
-0.92,0.1,-0.07,0.38,0,0,0,0.03,0.25,-1.13,15.98,-14.44,-19.62,-0.05,-21760,0.23,17:06:34,,0,0
-0.92,0.11,-0.07,0.36,0,0,0,0.08,0.52,-1.17,53.6,-13.59,-3.96,-0.07,-15472,0.31,17:06:34,,0,0
-0.92,0.1,-0.04,0.38,0,0,0,-0.19,0.23,-1.17,99.63,-14.65,-22.5,-0.07,-9256,0.33,17:06:34,,0,0
-0.92,0.1,-0.03,0.38,0,0,0,-0.08,0.33,-1.05,29.08,-29.82,-24.13,-0.07,-6008,0.3,17:06:35,,0,0
-0.92,0.09,-0.02,0.38,0,0,0,-0.08,0.26,-0.88,102.97,2.09,-20.92,-0.06,-2992,0.29,17:06:35,,0,0
-0.92,0.07,-0.01,0.39,0,0,0,-0.06,0.05,-0.76,84.82,11.03,-23.06,-0.06,1792,0.32,17:06:35,,0,0
-0.91,0.03,0.01,0.41,0,0,0,-0.01,-0.1,-0.57,82.57,-3.82,-17.68,-0.06,7368,0.33,17:06:35,,0,0
-0.91,0.01,0.02,0.42,0,0,0,-0.02,-0.06,-0.79,95.51,-14.65,-3.61,-0.06,10432,0.31,17:06:35,,0,0
-0.9,-0.01,0.06,0.42,0,0,0,-0.36,-0.21,-0.84,85.81,-5.3,-2.95,-0.05,9416,0.28,17:06:35,,0,0
-0.9,-0.03,0.07,0.42,0,0,0,-0.15,-0.11,-0.84,120.85,17.39,-22.88,-0.05,7720,0.26,17:06:35,,0,0
-0.9,-0.04,0.08,0.42,0,0,0,-0.14,-0.18,-1.02,20.95,3.09,-4.34,-0.05,6760,0.26,17:06:35,,0,0
-0.9,-0.05,0.07,0.43,0,0,0,-0.07,-0.2,-1.33,12.67,44.1,-4.53,-0.05,6512,0.27,17:06:35,,0,0
-0.9,-0.06,0.06,0.43,0,0,0,-0.05,-0.26,-1.23,6.07,39.84,7.95,-0.06,10704,0.32,17:06:35,,0,0
-0.9,-0.06,0.05,0.43,0,0,0,0.04,-0.33,-1.42,-43.69,18.95,14.44,-0.07,13040,0.38,17:06:35,,0,0
-0.9,-0.06,0.02,0.44,0,0,0,0.41,0.06,-1.11,6.32,1.04,21.13,-0.07,10696,0.37,17:06:35,,0,0
-0.9,-0.06,0,0.43,0,0,0,0.22,0.01,-0.93,6.71,-8.66,33.37,-0.06,6584,0.32,17:06:35,,0,0
-0.9,-0.05,0.01,0.43,0,0,0,-0.11,-0.11,-0.94,-29.94,-19.74,25.74,-0.05,2680,0.27,17:06:35,,0,0
-0.9,-0.04,0.02,0.42,0,0,0,-0.13,-0.1,-0.97,-24.28,14.47,7.6,-0.04,1072,0.25,17:06:35,,0,0
-0.91,-0.05,0,0.42,0,0,0,0.14,-0.04,-0.85,13.25,42.22,17.28,-0.05,5128,0.29,17:06:35,,0,0
-0.91,-0.08,0.01,0.41,0,0,0,0.05,-0.21,-0.56,32.65,0.01,8.49,-0.06,10704,0.34,17:06:35,,0,0
-0.91,-0.09,0.02,0.41,0,0,0,0.05,-0.23,-0.68,31.04,-13.16,15.24,-0.06,15472,0.38,17:06:35,,0,0
-0.91,-0.12,0.03,0.4,0,0,0,0.02,-0.4,-0.82,27.47,-16.76,8.9,-0.06,16432,0.39,17:06:35,,0,0
-0.91,-0.13,0.04,0.4,0,0,0,0.07,-0.22,-0.73,39.05,-10.51,12.72,-0.06,16520,0.37,17:06:35,,0,0
-0.91,-0.13,0.05,0.4,0,0,0,-0.01,-0.29,-0.97,41.63,-34.1,21.49,-0.06,16448,0.34,17:06:35,,0,0
-0.92,-0.13,0.08,0.37,0,0,0,-0.35,-0.74,-1.28,-68.18,-52.34,11.09,-0.06,13216,0.31,17:06:35,,0,0
-0.91,-0.12,0.07,0.38,0,0,0,0.06,-0.26,-1.28,8.07,-2.67,-9.06,-0.06,16784,0.34,17:06:35,,0,0
-0.91,-0.13,0.08,0.38,0,0,0,-0.1,-0.42,-1.14,9.74,-27.75,11.27,-0.09,24568,0.43,17:06:35,,0,0
-0.92,-0.11,0.09,0.37,0,0,0,-0.27,-0.22,-1.33,-7.18,-21.57,-19.85,-0.1,26640,0.45,17:06:35,,0,0
-0.92,-0.09,0.07,0.37,0,0,0,0.04,0.07,-1.16,19.18,10.89,-23.17,-0.09,22520,0.41,17:06:35,,0,0
-0.92,-0.09,0.06,0.37,0,0,0,0.01,-0.03,-0.97,29.59,16.71,-16.47,-0.08,19104,0.38,17:06:35,,0,0
-0.92,-0.11,0.05,0.38,0,0,0,0.05,-0.25,-0.5,-7.71,18.24,-9.9,-0.07,18184,0.36,17:06:36,,0,0
-0.92,-0.11,0.04,0.38,0,0,0,0,-0.17,-0.72,-10.89,20.06,-14.4,-0.07,19352,0.36,17:06:36,,0,0
-0.91,-0.13,0.05,0.38,0,0,0,0.01,-0.24,-0.51,18.56,26.07,-19.91,-0.08,20312,0.36,17:06:36,,0,0
-0.91,-0.14,0.06,0.38,0,0,0,-0.05,-0.29,-0.76,11.28,-10.19,-10.28,-0.07,18712,0.34,17:06:36,,0,0
-0.91,-0.15,0.07,0.37,0,0,0,-0.11,-0.34,-0.77,32.68,-11.67,-4.1,-0.07,15664,0.31,17:06:36,,0,0
-0.92,-0.15,0.09,0.36,0,0,0,-0.18,-0.38,-1.02,22.67,-14.03,4.62,-0.07,14184,0.3,17:06:36,,0,0
-0.92,-0.14,0.08,0.36,0,0,0,-0.02,-0.37,-1.3,1.63,12.59,5.74,-0.07,12400,0.29,17:06:36,,0,0
-0.92,-0.15,0.08,0.36,0,0,0,-0.06,-0.43,-1.1,-13.85,21.02,29.4,-0.08,13592,0.32,17:06:36,,0,0
-0.92,-0.15,0.09,0.35,0,0,0,-0.24,-0.65,-1.14,-16.31,14.43,39.12,-0.09,16824,0.35,17:06:36,,0,0
-0.92,-0.15,0.06,0.36,0,0,0,0.38,-0.2,-1.29,-24.33,34.36,15.54,-0.08,14600,0.34,17:06:36,,0,0
-0.92,-0.13,0.04,0.37,0,0,0,0.24,-0.01,-1.06,25.41,-19.04,44.31,-0.08,11952,0.31,17:06:36,,0,0
-0.92,-0.12,0.04,0.36,0,0,0,-0.09,-0.2,-0.96,-22.29,3,38.74,-0.07,9264,0.29,17:06:36,,0,0
-0.93,-0.11,0.04,0.36,0,0,0,-0.06,-0.26,-0.98,-21.55,27.5,24.31,-0.07,9048,0.29,17:06:36,,0,0
-0.93,-0.11,0.02,0.35,0,0,0,0.14,-0.12,-0.69,-9.88,22.7,30.73,-0.07,12016,0.31,17:06:36,,0,0
-0.93,-0.13,0.02,0.34,0,0,0,0.03,-0.21,-0.52,7.17,1.92,35.12,-0.08,16224,0.35,17:06:36,,0,0
-0.93,-0.14,0.04,0.32,0,0,0,-0.07,-0.33,-0.66,20.22,-5.81,30.02,-0.09,17544,0.36,17:06:36,,0,0
-0.93,-0.15,0.05,0.32,0,0,0,0.03,-0.32,-0.79,22.02,-9.48,16.31,-0.08,15600,0.33,17:06:36,,0,0
-0.93,-0.16,0.05,0.32,0,0,0,0.04,-0.37,-0.87,14.21,-23.19,20.41,-0.07,11808,0.3,17:06:36,,0,0
-0.93,-0.17,0.06,0.31,0,0,0,-0.03,-0.41,-0.89,0.13,-28.41,16.39,-0.06,7776,0.26,17:06:36,,0,0
-0.94,-0.16,0.07,0.31,0,0,0,-0.11,-0.45,-1.26,-31.08,-29.77,8.19,-0.05,4520,0.23,17:06:36,,0,0
-0.94,-0.15,0.07,0.31,0,0,0,-0.06,-0.39,-1.27,-4.44,-10.23,11.94,-0.06,6392,0.25,17:06:36,,0,0
-0.94,-0.15,0.07,0.3,0,0,0,-0.07,-0.42,-1.2,-11.86,-12.77,8.31,-0.07,12096,0.31,17:06:36,,0,0
-0.94,-0.13,0.07,0.31,0,0,0,-0.13,-0.13,-1.27,4.46,-5.02,-5.52,-0.08,14192,0.33,17:06:36,,0,0
-0.94,-0.1,0.06,0.31,0,0,0,-0.01,0.09,-1.06,15.24,14.15,-15.91,-0.07,11392,0.31,17:06:36,,0,0
-0.94,-0.1,0.05,0.31,0,0,0,-0.08,-0.13,-0.85,-0.4,35.87,-6.47,-0.06,8000,0.29,17:06:36,,0,0
-0.95,-0.1,0.04,0.31,0,0,0,0.05,-0.15,-0.73,-8.03,31.18,-5.4,-0.06,7496,0.28,17:06:36,,0,0
-0.94,-0.12,0.04,0.31,0,0,0,-0.04,-0.28,-0.65,1.01,19.42,-0.89,-0.06,9696,0.29,17:06:37,,0,0
-0.94,-0.13,0.05,0.31,0,0,0,0,-0.27,-0.58,14.26,16.13,-3.64,-0.07,10720,0.3,17:06:37,,0,0
-0.94,-0.14,0.05,0.31,0,0,0,-0.05,-0.22,-0.63,14.73,-7.73,-2.49,-0.06,8912,0.28,17:06:37,,0,0
-0.94,-0.15,0.07,0.31,0,0,0,-0.13,-0.3,-0.74,28.66,-10.58,5.25,-0.06,6632,0.26,17:06:37,,0,0
-0.94,-0.15,0.08,0.3,0,0,0,-0.12,-0.36,-0.98,9.35,-19.55,7.27,-0.06,4000,0.24,17:06:37,,0,0
-0.94,-0.14,0.08,0.3,0,0,0,-0.12,-0.32,-1.18,8.78,5.08,9.91,-0.06,2016,0.23,17:06:37,,0,0
-0.94,-0.14,0.07,0.29,0,0,0,-0.04,-0.36,-1.19,-11.34,20.81,21.16,-0.06,2960,0.25,17:06:37,,0,0
-0.94,-0.15,0.08,0.29,0,0,0,-0.14,-0.63,-1.32,-19.94,18.13,21.19,-0.07,5280,0.28,17:06:37,,0,0
-0.94,-0.14,0.05,0.3,0,0,0,0.22,-0.3,-1.22,-13.17,19.12,14.36,-0.07,4792,0.27,17:06:37,,0,0
-0.95,-0.13,0.03,0.3,0,0,0,0.29,-0.11,-1.26,-22.32,-29.05,38.63,-0.07,3408,0.26,17:06:37,,0,0
-0.95,-0.12,0.04,0.29,0,0,0,-0.06,-0.26,-0.99,-6.48,2.53,36.25,-0.06,2008,0.24,17:06:37,,0,0
-0.95,-0.12,0.04,0.29,0,0,0,-0.02,-0.21,-0.84,-28.73,21.1,15.24,-0.06,880,0.24,17:06:37,,0,0
-0.95,-0.12,0.03,0.28,0,0,0,0.01,-0.19,-0.64,-11.15,19.57,16.17,-0.06,2496,0.26,17:06:37,,0,0
-0.95,-0.13,0.03,0.28,0,0,0,0.03,-0.18,-0.58,10.66,9.86,23.82,-0.07,5440,0.29,17:06:37,,0,0
-0.95,-0.15,0.04,0.26,0,0,0,-0.02,-0.34,-0.61,16.36,-2.15,18.33,-0.07,7016,0.3,17:06:37,,0,0
-0.95,-0.15,0.04,0.26,0,0,0,0.02,-0.25,-0.89,27.14,-2.37,8.68,-0.07,6144,0.28,17:06:37,,0,0
-0.95,-0.16,0.04,0.26,0,0,0,0.04,-0.28,-0.79,34.65,3.66,12.24,-0.07,5408,0.27,17:06:37,,0,0
-0.95,-0.16,0.05,0.26,0,0,0,-0.07,-0.38,-1.01,7.85,-13.67,2.46,-0.06,4488,0.26,17:06:37,,0,0
-0.95,-0.15,0.05,0.26,0,0,0,-0.08,-0.39,-1.28,-35.58,-14.02,-8.79,-0.06,2760,0.24,17:06:37,,0,0
-0.95,-0.14,0.05,0.26,0,0,0,-0.07,-0.4,-1.36,-26.86,-9.37,-9.83,-0.06,2904,0.25,17:06:37,,0,0
-0.95,-0.14,0.05,0.27,0,0,0,0.03,-0.39,-1.15,-3.42,-20.41,-22.43,-0.07,5792,0.29,17:06:37,,0,0
-0.95,-0.13,0.06,0.27,0,0,0,-0.08,-0.16,-1.14,8.86,-20.75,-20.24,-0.07,7640,0.3,17:06:37,,0,0
-0.95,-0.11,0.05,0.28,0,0,0,-0.06,-0.09,-1.2,8.39,-8.63,-38.88,-0.07,6952,0.3,17:06:37,,0,0
-0.95,-0.1,0.05,0.29,0,0,0,-0.1,-0.08,-1.03,2.81,1.87,-30.61,-0.06,6200,0.29,17:06:37,,0,0
-0.95,-0.1,0.06,0.3,0,0,0,-0.05,-0.22,-0.81,7.9,6.99,-35.95,-0.06,6744,0.3,17:06:37,,0,0
-0.94,-0.11,0.05,0.31,0,0,0,0.03,-0.23,-0.71,5.75,0.08,-38.33,-0.06,7400,0.3,17:06:37,,0,0
-0.94,-0.13,0.05,0.31,0,0,0,0.03,-0.22,-0.64,12.13,-7.48,-38.13,-0.07,8080,0.3,17:06:37,,0,0
-0.94,-0.14,0.06,0.32,0,0,0,-0.03,-0.31,-0.62,21.78,-12.85,-32.09,-0.06,8032,0.29,17:06:38,,0,0
