magX, magY, magZ
136396.00000,132515.00000,139012.00000
136396.00000,132515.00000,139012.00000
136369.00000,133068.00000,139768.00000
136369.00000,133068.00000,139768.00000
136309.00000,133685.00000,140288.00000
136309.00000,133685.00000,140288.00000
136207.00000,134254.00000,140606.00000
136207.00000,134254.00000,140606.00000
135976.00000,134805.00000,140869.00000
135976.00000,134805.00000,140869.00000
135672.00000,135343.00000,140959.00000
135672.00000,135343.00000,140959.00000
135352.00000,135637.00000,140906.00000
135352.00000,135637.00000,140906.00000
135028.00000,135798.00000,140793.00000
135028.00000,135798.00000,140793.00000
134857.00000,135772.00000,140759.00000
134857.00000,135772.00000,140759.00000
134686.00000,135650.00000,140841.00000
134686.00000,135650.00000,140841.00000
134533.00000,135478.00000,140907.00000
134533.00000,135478.00000,140907.00000
134459.00000,135262.00000,140977.00000
134459.00000,135262.00000,140977.00000
134397.00000,134712.00000,141057.00000
134397.00000,134712.00000,141057.00000
134410.00000,133872.00000,140890.00000
134410.00000,133872.00000,140890.00000
134422.00000,133118.00000,140476.00000
134422.00000,133118.00000,140476.00000
134487.00000,132397.00000,139842.00000
134487.00000,132397.00000,139842.00000
134550.00000,131893.00000,139179.00000
134550.00000,131893.00000,139179.00000
134572.00000,131648.00000,138662.00000
134572.00000,131648.00000,138662.00000
134583.00000,131544.00000,138269.00000
134583.00000,131544.00000,138269.00000
134620.00000,131492.00000,137877.00000
134620.00000,131492.00000,137877.00000
134675.00000,131523.00000,137515.00000
134675.00000,131523.00000,137515.00000
134721.00000,131590.00000,137247.00000
134721.00000,131590.00000,137247.00000
134777.00000,131669.00000,137081.00000
134777.00000,131669.00000,137081.00000
134818.00000,131912.00000,136836.00000
134818.00000,131912.00000,136836.00000
134859.00000,132240.00000,136688.00000
134859.00000,132240.00000,136688.00000
134874.00000,132981.00000,136677.00000
134874.00000,132981.00000,136677.00000
134894.00000,134041.00000,137103.00000
134894.00000,134041.00000,137103.00000
134921.00000,135028.00000,137940.00000
134921.00000,135028.00000,137940.00000
134943.00000,135768.00000,139129.00000
134943.00000,135768.00000,139129.00000
134962.00000,135947.00000,140220.00000
134962.00000,135947.00000,140220.00000
134936.00000,135736.00000,140841.00000
134936.00000,135736.00000,140841.00000
134871.00000,135384.00000,141115.00000
134871.00000,135384.00000,141115.00000
134808.00000,135124.00000,141185.00000
134808.00000,135124.00000,141185.00000
134733.00000,135124.00000,141183.00000
134733.00000,135124.00000,141183.00000
134732.00000,135153.00000,141140.00000
134732.00000,135153.00000,141140.00000
134763.00000,135241.00000,141140.00000
134763.00000,135241.00000,141140.00000
134783.00000,135543.00000,140952.00000
134783.00000,135543.00000,140952.00000
134807.00000,135829.00000,140550.00000
134807.00000,135829.00000,140550.00000
134820.00000,135918.00000,139764.00000
134820.00000,135918.00000,139764.00000
134777.00000,135531.00000,138719.00000
134777.00000,135531.00000,138719.00000
134688.00000,134890.00000,137850.00000
134688.00000,134890.00000,137850.00000
134642.00000,134124.00000,137245.00000
134642.00000,134124.00000,137245.00000
134630.00000,133263.00000,136830.00000
134630.00000,133263.00000,136830.00000
134602.00000,132383.00000,136764.00000
134602.00000,132383.00000,136764.00000
134631.00000,131726.00000,137163.00000
134631.00000,131726.00000,137163.00000
134627.00000,131512.00000,138143.00000
134627.00000,131512.00000,138143.00000
134627.00000,132242.00000,139722.00000
134627.00000,132242.00000,139722.00000
134623.00000,134193.00000,141094.00000
134623.00000,134193.00000,141094.00000
134542.00000,135122.00000,141076.00000
134542.00000,135122.00000,141076.00000
134505.00000,135506.00000,140788.00000
134505.00000,135506.00000,140788.00000
134470.00000,135734.00000,140350.00000
134470.00000,135734.00000,140350.00000
134451.00000,135759.00000,139775.00000
134451.00000,135759.00000,139775.00000
134417.00000,135654.00000,139340.00000
134417.00000,135654.00000,139340.00000
134442.00000,135615.00000,139191.00000
134442.00000,135615.00000,139191.00000
134477.00000,135665.00000,139283.00000
134477.00000,135665.00000,139283.00000
134480.00000,135700.00000,139374.00000
134480.00000,135700.00000,139374.00000
134491.00000,135743.00000,139549.00000
134491.00000,135743.00000,139549.00000
134432.00000,135747.00000,140196.00000
134432.00000,135747.00000,140196.00000
134446.00000,135415.00000,140813.00000
134446.00000,135415.00000,140813.00000
134550.00000,134731.00000,141116.00000
134550.00000,134731.00000,141116.00000
134703.00000,133464.00000,140817.00000
134703.00000,133464.00000,140817.00000
134898.00000,132425.00000,140046.00000
134898.00000,132425.00000,140046.00000
134991.00000,131736.00000,139122.00000
134991.00000,131736.00000,139122.00000
135047.00000,131420.00000,138199.00000
135047.00000,131420.00000,138199.00000
135072.00000,131479.00000,137343.00000
135072.00000,131479.00000,137343.00000
135093.00000,131990.00000,136763.00000
135093.00000,131990.00000,136763.00000
135101.00000,133329.00000,136769.00000
135101.00000,133329.00000,136769.00000
134996.00000,134872.00000,137790.00000
134996.00000,134872.00000,137790.00000
134928.00000,135866.00000,139466.00000
134928.00000,135866.00000,139466.00000
134956.00000,135863.00000,140552.00000
134956.00000,135863.00000,140552.00000
135004.00000,135625.00000,140954.00000
135004.00000,135625.00000,140954.00000
134988.00000,135381.00000,141123.00000
134988.00000,135381.00000,141123.00000
135001.00000,135157.00000,141203.00000
135001.00000,135157.00000,141203.00000
134997.00000,135079.00000,141240.00000
134997.00000,135079.00000,141240.00000
135006.00000,135158.00000,141202.00000
135006.00000,135158.00000,141202.00000
135033.00000,135451.00000,141087.00000
135033.00000,135451.00000,141087.00000
135059.00000,135758.00000,140766.00000
135059.00000,135758.00000,140766.00000
135054.00000,135949.00000,140092.00000
135054.00000,135949.00000,140092.00000
135033.00000,135685.00000,138937.00000
135033.00000,135685.00000,138937.00000
134996.00000,134998.00000,137935.00000
134996.00000,134998.00000,137935.00000
134981.00000,134108.00000,137146.00000
134981.00000,134108.00000,137146.00000
134999.00000,133082.00000,136710.00000
134999.00000,133082.00000,136710.00000
135014.00000,132021.00000,136745.00000
135014.00000,132021.00000,136745.00000
135025.00000,131404.00000,137698.00000
135025.00000,131404.00000,137698.00000
135017.00000,131785.00000,139215.00000
135017.00000,131785.00000,139215.00000
134967.00000,133354.00000,140832.00000
134967.00000,133354.00000,140832.00000
134842.00000,134774.00000,141251.00000
134842.00000,134774.00000,141251.00000
134738.00000,135267.00000,141104.00000
134738.00000,135267.00000,141104.00000
134769.00000,135453.00000,141012.00000
134769.00000,135453.00000,141012.00000
134873.00000,135602.00000,140945.00000
134873.00000,135602.00000,140945.00000
135014.00000,135651.00000,140896.00000
135014.00000,135651.00000,140896.00000
135156.00000,135687.00000,140872.00000
135156.00000,135687.00000,140872.00000
135300.00000,135692.00000,140827.00000
135300.00000,135692.00000,140827.00000
135444.00000,135680.00000,140759.00000
135444.00000,135680.00000,140759.00000
135564.00000,135653.00000,140690.00000
135564.00000,135653.00000,140690.00000
135672.00000,135586.00000,140652.00000
135672.00000,135586.00000,140652.00000
135771.00000,135478.00000,140648.00000
135771.00000,135478.00000,140648.00000
135861.00000,135361.00000,140646.00000
135861.00000,135361.00000,140646.00000
135964.00000,135220.00000,140662.00000
135964.00000,135220.00000,140662.00000
136051.00000,135076.00000,140609.00000
136051.00000,135076.00000,140609.00000
136114.00000,134912.00000,140568.00000
136114.00000,134912.00000,140568.00000
136198.00000,134737.00000,140525.00000
136198.00000,134737.00000,140525.00000
136257.00000,134556.00000,140451.00000
136257.00000,134556.00000,140451.00000
136321.00000,134422.00000,140367.00000
136321.00000,134422.00000,140367.00000
136362.00000,134285.00000,140302.00000
136362.00000,134285.00000,140302.00000
136387.00000,134127.00000,140242.00000
136387.00000,134127.00000,140242.00000
136392.00000,134018.00000,140212.00000
136392.00000,134018.00000,140212.00000
136399.00000,133853.00000,140145.00000
136399.00000,133853.00000,140145.00000
136397.00000,133481.00000,139971.00000
136397.00000,133481.00000,139971.00000
136424.00000,133096.00000,139638.00000
136424.00000,133096.00000,139638.00000
136445.00000,132842.00000,139284.00000
136445.00000,132842.00000,139284.00000
136478.00000,132622.00000,138855.00000
136478.00000,132622.00000,138855.00000
136468.00000,132565.00000,138363.00000
136468.00000,132565.00000,138363.00000
136466.00000,132696.00000,138027.00000
136466.00000,132696.00000,138027.00000
136455.00000,133033.00000,137789.00000
136455.00000,133033.00000,137789.00000
136418.00000,133431.00000,137786.00000
136418.00000,133431.00000,137786.00000
136372.00000,133935.00000,137958.00000
136372.00000,133935.00000,137958.00000
136327.00000,134516.00000,138386.00000
136327.00000,134516.00000,138386.00000
136288.00000,134906.00000,138884.00000
136288.00000,134906.00000,138884.00000
136291.00000,135095.00000,139457.00000
136291.00000,135095.00000,139457.00000
136295.00000,135083.00000,139842.00000
136295.00000,135083.00000,139842.00000
136316.00000,134878.00000,140144.00000
136316.00000,134878.00000,140144.00000
136358.00000,134617.00000,140249.00000
136358.00000,134617.00000,140249.00000
136410.00000,134266.00000,140219.00000
136410.00000,134266.00000,140219.00000
136435.00000,133910.00000,140093.00000
136435.00000,133910.00000,140093.00000
136458.00000,133671.00000,139976.00000
136458.00000,133671.00000,139976.00000
136471.00000,133417.00000,139799.00000
136471.00000,133417.00000,139799.00000
136487.00000,133245.00000,139620.00000
136487.00000,133245.00000,139620.00000
136496.00000,133166.00000,139507.00000
136496.00000,133166.00000,139507.00000
136508.00000,133128.00000,139432.00000
136508.00000,133128.00000,139432.00000
136519.00000,133178.00000,139485.00000
136519.00000,133178.00000,139485.00000
136510.00000,133345.00000,139624.00000
136510.00000,133345.00000,139624.00000
136504.00000,133696.00000,139868.00000
136504.00000,133696.00000,139868.00000
136476.00000,134141.00000,140031.00000
136476.00000,134141.00000,140031.00000
136438.00000,134509.00000,140075.00000
136438.00000,134509.00000,140075.00000
136412.00000,134750.00000,139907.00000
136412.00000,134750.00000,139907.00000
136392.00000,134924.00000,139592.00000
136392.00000,134924.00000,139592.00000
136370.00000,134915.00000,139276.00000
136370.00000,134915.00000,139276.00000
136376.00000,134781.00000,138963.00000
136376.00000,134781.00000,138963.00000
136401.00000,134552.00000,138608.00000
136401.00000,134552.00000,138608.00000
136420.00000,134294.00000,138337.00000
136420.00000,134294.00000,138337.00000
136443.00000,134060.00000,138172.00000
136443.00000,134060.00000,138172.00000
136482.00000,133745.00000,138026.00000
136482.00000,133745.00000,138026.00000
136484.00000,133463.00000,137958.00000
136484.00000,133463.00000,137958.00000
136509.00000,133263.00000,137946.00000
136509.00000,133263.00000,137946.00000
136518.00000,133048.00000,137991.00000
136518.00000,133048.00000,137991.00000
136517.00000,132848.00000,138117.00000
136517.00000,132848.00000,138117.00000
136523.00000,132751.00000,138317.00000
136523.00000,132751.00000,138317.00000
136533.00000,132773.00000,138690.00000
136533.00000,132773.00000,138690.00000
136533.00000,132989.00000,139196.00000
136533.00000,132989.00000,139196.00000
136516.00000,133322.00000,139582.00000
136516.00000,133322.00000,139582.00000
136506.00000,133717.00000,139862.00000
136506.00000,133717.00000,139862.00000
136475.00000,134062.00000,140008.00000
136475.00000,134062.00000,140008.00000
136455.00000,134431.00000,140007.00000
136455.00000,134431.00000,140007.00000
136429.00000,134741.00000,139867.00000
136429.00000,134741.00000,139867.00000
136412.00000,134860.00000,139601.00000
136412.00000,134860.00000,139601.00000
136398.00000,134905.00000,139324.00000
136398.00000,134905.00000,139324.00000
136392.00000,134830.00000,139122.00000
136392.00000,134830.00000,139122.00000
136400.00000,134793.00000,139031.00000
136400.00000,134793.00000,139031.00000
136400.00000,134757.00000,138980.00000
136400.00000,134757.00000,138980.00000
136417.00000,134762.00000,139078.00000
136417.00000,134762.00000,139078.00000
136435.00000,134789.00000,139300.00000
136435.00000,134789.00000,139300.00000
136456.00000,134744.00000,139565.00000
136456.00000,134744.00000,139565.00000
136484.00000,134550.00000,139829.00000
136484.00000,134550.00000,139829.00000
136529.00000,134070.00000,139860.00000
136529.00000,134070.00000,139860.00000
136584.00000,133545.00000,139494.00000
136584.00000,133545.00000,139494.00000
136622.00000,133278.00000,139071.00000
136622.00000,133278.00000,139071.00000
136635.00000,133236.00000,138635.00000
136635.00000,133236.00000,138635.00000
136631.00000,133469.00000,138469.00000
136631.00000,133469.00000,138469.00000
136597.00000,133894.00000,138512.00000
136597.00000,133894.00000,138512.00000
136556.00000,134371.00000,138934.00000
136556.00000,134371.00000,138934.00000
136500.00000,134688.00000,139500.00000
136500.00000,134688.00000,139500.00000
136433.00000,134703.00000,139983.00000
136433.00000,134703.00000,139983.00000
136363.00000,134477.00000,140358.00000
136363.00000,134477.00000,140358.00000
136285.00000,134121.00000,140477.00000
136285.00000,134121.00000,140477.00000
136229.00000,133766.00000,140473.00000
136229.00000,133766.00000,140473.00000
136159.00000,133468.00000,140386.00000
136159.00000,133468.00000,140386.00000
136138.00000,133113.00000,140210.00000
136138.00000,133113.00000,140210.00000
136111.00000,132778.00000,139957.00000
136111.00000,132778.00000,139957.00000
136073.00000,132531.00000,139738.00000
136073.00000,132531.00000,139738.00000
136046.00000,132433.00000,139663.00000
136046.00000,132433.00000,139663.00000
135999.00000,132430.00000,139710.00000
135999.00000,132430.00000,139710.00000
135952.00000,132825.00000,140174.00000
135952.00000,132825.00000,140174.00000
135929.00000,133252.00000,140524.00000
135929.00000,133252.00000,140524.00000
135847.00000,133710.00000,140822.00000
135847.00000,133710.00000,140822.00000
135750.00000,134153.00000,141041.00000
135750.00000,134153.00000,141041.00000
135641.00000,134557.00000,141177.00000
135641.00000,134557.00000,141177.00000
135613.00000,134777.00000,141211.00000
135613.00000,134777.00000,141211.00000
135712.00000,134850.00000,141137.00000
135712.00000,134850.00000,141137.00000
135893.00000,134886.00000,140982.00000
135893.00000,134886.00000,140982.00000
136051.00000,134909.00000,140780.00000
136051.00000,134909.00000,140780.00000
136172.00000,134960.00000,140565.00000
136172.00000,134960.00000,140565.00000
136248.00000,135011.00000,140346.00000
136248.00000,135011.00000,140346.00000
136306.00000,135006.00000,140175.00000
136306.00000,135006.00000,140175.00000
136329.00000,135027.00000,140043.00000
136329.00000,135027.00000,140043.00000
136388.00000,134962.00000,139831.00000
136388.00000,134962.00000,139831.00000
136437.00000,134853.00000,139697.00000
136437.00000,134853.00000,139697.00000
136486.00000,134762.00000,139597.00000
136486.00000,134762.00000,139597.00000
136504.00000,134690.00000,139485.00000
136504.00000,134690.00000,139485.00000
136525.00000,134634.00000,139410.00000
136525.00000,134634.00000,139410.00000
136547.00000,134573.00000,139266.00000
136547.00000,134573.00000,139266.00000
136539.00000,134548.00000,139093.00000
136539.00000,134548.00000,139093.00000
136538.00000,134477.00000,138891.00000
136538.00000,134477.00000,138891.00000
136547.00000,134241.00000,138648.00000
136547.00000,134241.00000,138648.00000
136575.00000,133994.00000,138398.00000
136575.00000,133994.00000,138398.00000
136558.00000,133642.00000,138119.00000
136558.00000,133642.00000,138119.00000
136545.00000,133259.00000,138016.00000
136545.00000,133259.00000,138016.00000
136563.00000,132995.00000,138084.00000
136563.00000,132995.00000,138084.00000
136568.00000,132836.00000,138250.00000
136568.00000,132836.00000,138250.00000
136576.00000,132787.00000,138508.00000
136576.00000,132787.00000,138508.00000
136568.00000,132802.00000,138715.00000
136568.00000,132802.00000,138715.00000
136558.00000,132852.00000,138945.00000
136558.00000,132852.00000,138945.00000
136563.00000,132951.00000,139162.00000
136563.00000,132951.00000,139162.00000
136529.00000,133087.00000,139423.00000
136529.00000,133087.00000,139423.00000
136469.00000,133260.00000,139754.00000
136469.00000,133260.00000,139754.00000
136429.00000,133385.00000,139951.00000
136429.00000,133385.00000,139951.00000
136403.00000,133444.00000,140035.00000
136403.00000,133444.00000,140035.00000
136409.00000,133438.00000,140018.00000
136409.00000,133438.00000,140018.00000
136420.00000,133372.00000,139928.00000
136420.00000,133372.00000,139928.00000
136459.00000,133260.00000,139790.00000
136459.00000,133260.00000,139790.00000
136511.00000,133145.00000,139566.00000
136511.00000,133145.00000,139566.00000
136541.00000,133099.00000,139382.00000
136541.00000,133099.00000,139382.00000
136585.00000,133110.00000,139214.00000
136585.00000,133110.00000,139214.00000
136608.00000,133198.00000,139182.00000
136608.00000,133198.00000,139182.00000
136640.00000,133348.00000,139180.00000
136640.00000,133348.00000,139180.00000
136648.00000,133498.00000,139199.00000
136648.00000,133498.00000,139199.00000
136660.00000,133648.00000,139238.00000
136660.00000,133648.00000,139238.00000
136659.00000,133789.00000,139305.00000
136659.00000,133789.00000,139305.00000
136628.00000,133944.00000,139427.00000
136628.00000,133944.00000,139427.00000
136619.00000,134039.00000,139554.00000
136619.00000,134039.00000,139554.00000
136591.00000,134033.00000,139661.00000
136591.00000,134033.00000,139661.00000
136566.00000,133992.00000,139783.00000
136566.00000,133992.00000,139783.00000
136534.00000,133921.00000,139891.00000
136534.00000,133921.00000,139891.00000
136511.00000,133821.00000,139930.00000
136511.00000,133821.00000,139930.00000
136488.00000,133687.00000,139946.00000
136488.00000,133687.00000,139946.00000
136461.00000,133529.00000,139908.00000
136461.00000,133529.00000,139908.00000
136448.00000,133276.00000,139795.00000
136448.00000,133276.00000,139795.00000
136439.00000,133029.00000,139588.00000
136439.00000,133029.00000,139588.00000
136436.00000,132729.00000,139266.00000
136436.00000,132729.00000,139266.00000
136426.00000,132534.00000,138875.00000
136426.00000,132534.00000,138875.00000
136432.00000,132436.00000,138446.00000
136432.00000,132436.00000,138446.00000
136430.00000,132424.00000,138209.00000
136430.00000,132424.00000,138209.00000
136430.00000,132494.00000,138049.00000
136430.00000,132494.00000,138049.00000
136437.00000,132566.00000,137945.00000
136437.00000,132566.00000,137945.00000
136427.00000,132779.00000,137764.00000
136427.00000,132779.00000,137764.00000
136410.00000,133308.00000,137705.00000
136410.00000,133308.00000,137705.00000
136359.00000,133991.00000,137939.00000
136359.00000,133991.00000,137939.00000
136308.00000,134684.00000,138558.00000
136308.00000,134684.00000,138558.00000
136260.00000,135097.00000,139217.00000
136260.00000,135097.00000,139217.00000
136204.00000,135247.00000,139745.00000
136204.00000,135247.00000,139745.00000
136178.00000,135268.00000,139965.00000
136178.00000,135268.00000,139965.00000
136181.00000,135211.00000,140080.00000
136181.00000,135211.00000,140080.00000
136140.00000,135272.00000,140168.00000
136140.00000,135272.00000,140168.00000
136030.00000,135375.00000,140283.00000
136030.00000,135375.00000,140283.00000
135951.00000,135434.00000,140425.00000
135951.00000,135434.00000,140425.00000
135916.00000,135391.00000,140506.00000
135916.00000,135391.00000,140506.00000
135926.00000,135333.00000,140605.00000
135926.00000,135333.00000,140605.00000
135968.00000,135189.00000,140625.00000
135968.00000,135189.00000,140625.00000
135998.00000,135090.00000,140677.00000
135998.00000,135090.00000,140677.00000
135993.00000,135095.00000,140671.00000
135993.00000,135095.00000,140671.00000
135930.00000,135217.00000,140688.00000
135930.00000,135217.00000,140688.00000
135843.00000,135413.00000,140605.00000
135843.00000,135413.00000,140605.00000
135741.00000,135596.00000,140524.00000
135741.00000,135596.00000,140524.00000
135633.00000,135752.00000,140250.00000
135633.00000,135752.00000,140250.00000
135533.00000,135832.00000,139885.00000
135533.00000,135832.00000,139885.00000
135460.00000,135766.00000,139386.00000
135460.00000,135766.00000,139386.00000
135411.00000,135582.00000,138853.00000
135411.00000,135582.00000,138853.00000
135471.00000,135232.00000,138306.00000
135471.00000,135232.00000,138306.00000
135630.00000,134799.00000,137864.00000
135630.00000,134799.00000,137864.00000
135779.00000,134277.00000,137503.00000
135779.00000,134277.00000,137503.00000
135977.00000,133798.00000,137332.00000
135977.00000,133798.00000,137332.00000
136130.00000,133417.00000,137314.00000
136130.00000,133417.00000,137314.00000
136264.00000,133164.00000,137431.00000
136264.00000,133164.00000,137431.00000
136373.00000,133022.00000,137601.00000
136373.00000,133022.00000,137601.00000
136456.00000,132932.00000,137807.00000
136456.00000,132932.00000,137807.00000
136528.00000,132928.00000,138088.00000
136528.00000,132928.00000,138088.00000
136594.00000,133024.00000,138407.00000
136594.00000,133024.00000,138407.00000
136630.00000,133211.00000,138673.00000
136630.00000,133211.00000,138673.00000
136654.00000,133472.00000,138875.00000
136654.00000,133472.00000,138875.00000
136648.00000,133691.00000,138932.00000
136648.00000,133691.00000,138932.00000
136646.00000,133815.00000,138939.00000
136646.00000,133815.00000,138939.00000
136640.00000,133850.00000,138807.00000
136640.00000,133850.00000,138807.00000
136626.00000,133844.00000,138642.00000
136626.00000,133844.00000,138642.00000
136604.00000,133736.00000,138439.00000
136604.00000,133736.00000,138439.00000
136578.00000,133483.00000,138225.00000
136578.00000,133483.00000,138225.00000
136550.00000,133223.00000,138050.00000
136550.00000,133223.00000,138050.00000
136528.00000,132912.00000,138068.00000
136528.00000,132912.00000,138068.00000
136525.00000,132710.00000,138209.00000
136525.00000,132710.00000,138209.00000
136511.00000,132619.00000,138564.00000
136511.00000,132619.00000,138564.00000
136510.00000,132748.00000,138974.00000
136510.00000,132748.00000,138974.00000
136511.00000,132957.00000,139278.00000
136511.00000,132957.00000,139278.00000
136497.00000,133208.00000,139621.00000
136497.00000,133208.00000,139621.00000
136459.00000,133558.00000,139950.00000
136459.00000,133558.00000,139950.00000
136400.00000,134329.00000,140264.00000
136400.00000,134329.00000,140264.00000
136261.00000,134973.00000,140319.00000
136261.00000,134973.00000,140319.00000
136080.00000,135389.00000,140324.00000
136080.00000,135389.00000,140324.00000
135952.00000,135595.00000,140169.00000
135952.00000,135595.00000,140169.00000
135867.00000,135698.00000,140037.00000
135867.00000,135698.00000,140037.00000
135706.00000,135815.00000,139976.00000
135706.00000,135815.00000,139976.00000
135648.00000,135857.00000,139891.00000
135648.00000,135857.00000,139891.00000
135659.00000,135841.00000,139942.00000
135659.00000,135841.00000,139942.00000
135742.00000,135793.00000,140169.00000
135742.00000,135793.00000,140169.00000
135841.00000,135620.00000,140432.00000
135841.00000,135620.00000,140432.00000
135983.00000,135241.00000,140717.00000
135983.00000,135241.00000,140717.00000
136086.00000,134711.00000,140784.00000
136086.00000,134711.00000,140784.00000
136245.00000,134110.00000,140573.00000
136245.00000,134110.00000,140573.00000
136392.00000,133677.00000,140157.00000
136392.00000,133677.00000,140157.00000
136502.00000,133406.00000,139819.00000
136502.00000,133406.00000,139819.00000
136586.00000,133217.00000,139365.00000
136586.00000,133217.00000,139365.00000
136636.00000,133180.00000,138998.00000
136636.00000,133180.00000,138998.00000
136657.00000,133309.00000,138782.00000
136657.00000,133309.00000,138782.00000
136656.00000,133525.00000,138617.00000
136656.00000,133525.00000,138617.00000
136656.00000,133743.00000,138723.00000
136656.00000,133743.00000,138723.00000
136651.00000,134014.00000,138967.00000
136651.00000,134014.00000,138967.00000
136629.00000,134142.00000,139265.00000
136629.00000,134142.00000,139265.00000
136625.00000,134063.00000,139452.00000
136625.00000,134063.00000,139452.00000
136592.00000,133886.00000,139580.00000
136592.00000,133886.00000,139580.00000
136575.00000,133644.00000,139647.00000
136575.00000,133644.00000,139647.00000
136541.00000,133273.00000,139489.00000
136541.00000,133273.00000,139489.00000
136522.00000,132913.00000,139147.00000
136522.00000,132913.00000,139147.00000
136499.00000,132739.00000,138907.00000
136499.00000,132739.00000,138907.00000
136474.00000,132536.00000,138618.00000
136474.00000,132536.00000,138618.00000
136431.00000,132481.00000,138319.00000
136431.00000,132481.00000,138319.00000
136386.00000,132415.00000,138014.00000
136386.00000,132415.00000,138014.00000
136335.00000,132426.00000,137770.00000
136335.00000,132426.00000,137770.00000
136293.00000,132535.00000,137558.00000
136293.00000,132535.00000,137558.00000
136215.00000,132701.00000,137357.00000
136215.00000,132701.00000,137357.00000
136151.00000,132923.00000,137246.00000
136151.00000,132923.00000,137246.00000
136078.00000,133231.00000,137217.00000
136078.00000,133231.00000,137217.00000
135983.00000,133542.00000,137242.00000
135983.00000,133542.00000,137242.00000
135878.00000,133891.00000,137316.00000
135878.00000,133891.00000,137316.00000
135718.00000,134377.00000,137551.00000
135718.00000,134377.00000,137551.00000
135522.00000,134924.00000,137971.00000
135522.00000,134924.00000,137971.00000
135321.00000,135397.00000,138515.00000
135321.00000,135397.00000,138515.00000
135054.00000,135805.00000,139326.00000
135054.00000,135805.00000,139326.00000
134816.00000,135900.00000,140020.00000
134816.00000,135900.00000,140020.00000
134655.00000,135756.00000,140534.00000
134655.00000,135756.00000,140534.00000
134635.00000,135616.00000,140737.00000
134635.00000,135616.00000,140737.00000
134652.00000,135563.00000,140835.00000
134652.00000,135563.00000,140835.00000
134655.00000,135575.00000,140806.00000
134655.00000,135575.00000,140806.00000
134647.00000,135626.00000,140728.00000
134647.00000,135626.00000,140728.00000
134669.00000,135676.00000,140655.00000
134669.00000,135676.00000,140655.00000
134718.00000,135791.00000,140489.00000
134718.00000,135791.00000,140489.00000
134775.00000,135875.00000,140169.00000
134775.00000,135875.00000,140169.00000
134867.00000,135900.00000,139800.00000
134867.00000,135900.00000,139800.00000
134978.00000,135828.00000,139391.00000
134978.00000,135828.00000,139391.00000
135091.00000,135595.00000,138806.00000
135091.00000,135595.00000,138806.00000
135222.00000,135230.00000,138260.00000
135222.00000,135230.00000,138260.00000
135315.00000,134917.00000,137878.00000
135315.00000,134917.00000,137878.00000
135417.00000,134452.00000,137482.00000
135417.00000,134452.00000,137482.00000
135536.00000,134004.00000,137199.00000
135536.00000,134004.00000,137199.00000
135678.00000,133477.00000,137001.00000
135678.00000,133477.00000,137001.00000
135780.00000,132799.00000,136873.00000
135780.00000,132799.00000,136873.00000
135851.00000,132211.00000,137045.00000
135851.00000,132211.00000,137045.00000
135928.00000,131823.00000,137566.00000
135928.00000,131823.00000,137566.00000
136011.00000,131823.00000,138229.00000
136011.00000,131823.00000,138229.00000
136109.00000,132222.00000,139124.00000
136109.00000,132222.00000,139124.00000
136182.00000,132982.00000,139965.00000
136182.00000,132982.00000,139965.00000
136237.00000,133997.00000,140450.00000
136237.00000,133997.00000,140450.00000
136251.00000,134675.00000,140436.00000
136251.00000,134675.00000,140436.00000
136262.00000,135006.00000,140144.00000
136262.00000,135006.00000,140144.00000
136289.00000,135082.00000,139664.00000
136289.00000,135082.00000,139664.00000
136315.00000,134999.00000,139324.00000
136315.00000,134999.00000,139324.00000
136380.00000,134786.00000,138950.00000
136380.00000,134786.00000,138950.00000
136440.00000,134429.00000,138588.00000
136440.00000,134429.00000,138588.00000
136487.00000,134139.00000,138372.00000
136487.00000,134139.00000,138372.00000
136532.00000,133790.00000,138209.00000
136532.00000,133790.00000,138209.00000
136564.00000,133444.00000,138194.00000
136564.00000,133444.00000,138194.00000
136597.00000,133194.00000,138335.00000
136597.00000,133194.00000,138335.00000
136621.00000,133124.00000,138613.00000
136621.00000,133124.00000,138613.00000
136634.00000,133238.00000,138880.00000
136634.00000,133238.00000,138880.00000
136643.00000,133363.00000,139121.00000
136643.00000,133363.00000,139121.00000
136618.00000,133536.00000,139412.00000
136618.00000,133536.00000,139412.00000
136575.00000,133670.00000,139655.00000
136575.00000,133670.00000,139655.00000
136519.00000,133797.00000,139925.00000
136519.00000,133797.00000,139925.00000
136415.00000,133974.00000,140192.00000
136415.00000,133974.00000,140192.00000
136289.00000,134103.00000,140484.00000
136289.00000,134103.00000,140484.00000
136115.00000,134205.00000,140726.00000
136115.00000,134205.00000,140726.00000
135956.00000,134253.00000,140920.00000
135956.00000,134253.00000,140920.00000
135729.00000,134291.00000,141087.00000
135729.00000,134291.00000,141087.00000
135570.00000,134349.00000,141191.00000
135570.00000,134349.00000,141191.00000
135573.00000,134390.00000,141190.00000
135573.00000,134390.00000,141190.00000
135624.00000,134386.00000,141176.00000
135624.00000,134386.00000,141176.00000
135682.00000,134403.00000,141150.00000
135682.00000,134403.00000,141150.00000
135738.00000,134409.00000,141126.00000
135738.00000,134409.00000,141126.00000
135772.00000,134409.00000,141082.00000
135772.00000,134409.00000,141082.00000
135831.00000,134410.00000,141054.00000
135831.00000,134410.00000,141054.00000
135931.00000,134404.00000,140962.00000
135931.00000,134404.00000,140962.00000
136014.00000,134398.00000,140895.00000
