magX, magY, magZ
134198.00000,135282.00000,138884.00000
134198.00000,135282.00000,138884.00000
134376.00000,135452.00000,138947.00000
134376.00000,135452.00000,138947.00000
134705.00000,135631.00000,139026.00000
134705.00000,135631.00000,139026.00000
134974.00000,135694.00000,139030.00000
134974.00000,135694.00000,139030.00000
135123.00000,135675.00000,139036.00000
135123.00000,135675.00000,139036.00000
135250.00000,135716.00000,139136.00000
135250.00000,135716.00000,139136.00000
135319.00000,135717.00000,139164.00000
135319.00000,135717.00000,139164.00000
135405.00000,135700.00000,139219.00000
135405.00000,135700.00000,139219.00000
135586.00000,135642.00000,139209.00000
135586.00000,135642.00000,139209.00000
135728.00000,135467.00000,138978.00000
135728.00000,135467.00000,138978.00000
135788.00000,135143.00000,138476.00000
135788.00000,135143.00000,138476.00000
135783.00000,134733.00000,137961.00000
135783.00000,134733.00000,137961.00000
135834.00000,134378.00000,137647.00000
135834.00000,134378.00000,137647.00000
135811.00000,133889.00000,137297.00000
135811.00000,133889.00000,137297.00000
135672.00000,133509.00000,137023.00000
135672.00000,133509.00000,137023.00000
135473.00000,133151.00000,136808.00000
135473.00000,133151.00000,136808.00000
135268.00000,132863.00000,136699.00000
135268.00000,132863.00000,136699.00000
135058.00000,132705.00000,136658.00000
135058.00000,132705.00000,136658.00000
134902.00000,132520.00000,136683.00000
134902.00000,132520.00000,136683.00000
134715.00000,132285.00000,136800.00000
134715.00000,132285.00000,136800.00000
134562.00000,131963.00000,137043.00000
134562.00000,131963.00000,137043.00000
134412.00000,131717.00000,137585.00000
134412.00000,131717.00000,137585.00000
134302.00000,132078.00000,139156.00000
134302.00000,132078.00000,139156.00000
134311.00000,133534.00000,140582.00000
134311.00000,133534.00000,140582.00000
134277.00000,134562.00000,140849.00000
134277.00000,134562.00000,140849.00000
134235.00000,134637.00000,140804.00000
134235.00000,134637.00000,140804.00000
134175.00000,134780.00000,140725.00000
134175.00000,134780.00000,140725.00000
134179.00000,134773.00000,140709.00000
134179.00000,134773.00000,140709.00000
134180.00000,134755.00000,140721.00000
134180.00000,134755.00000,140721.00000
134210.00000,134763.00000,140763.00000
134210.00000,134763.00000,140763.00000
134236.00000,134740.00000,140786.00000
134236.00000,134740.00000,140786.00000
134280.00000,134790.00000,140822.00000
134280.00000,134790.00000,140822.00000
134385.00000,134863.00000,140901.00000
134385.00000,134863.00000,140901.00000
134445.00000,134949.00000,140927.00000
134445.00000,134949.00000,140927.00000
134526.00000,135035.00000,140956.00000
134526.00000,135035.00000,140956.00000
134636.00000,135162.00000,140994.00000
134636.00000,135162.00000,140994.00000
134728.00000,135232.00000,141018.00000
134728.00000,135232.00000,141018.00000
134785.00000,135162.00000,141064.00000
134785.00000,135162.00000,141064.00000
134800.00000,135128.00000,141081.00000
134800.00000,135128.00000,141081.00000
134838.00000,135181.00000,141068.00000
134838.00000,135181.00000,141068.00000
134855.00000,135261.00000,141036.00000
134855.00000,135261.00000,141036.00000
134857.00000,135317.00000,141007.00000
134857.00000,135317.00000,141007.00000
134915.00000,135255.00000,141073.00000
134915.00000,135255.00000,141073.00000
134955.00000,135163.00000,141104.00000
134955.00000,135163.00000,141104.00000
134941.00000,135088.00000,141134.00000
134941.00000,135088.00000,141134.00000
134922.00000,134931.00000,141153.00000
134922.00000,134931.00000,141153.00000
134906.00000,134768.00000,141180.00000
134906.00000,134768.00000,141180.00000
134875.00000,134669.00000,141167.00000
134875.00000,134669.00000,141167.00000
134885.00000,134402.00000,141151.00000
134885.00000,134402.00000,141151.00000
134950.00000,134137.00000,141107.00000
134950.00000,134137.00000,141107.00000
135122.00000,133856.00000,141021.00000
135122.00000,133856.00000,141021.00000
135353.00000,133523.00000,140850.00000
135353.00000,133523.00000,140850.00000
135523.00000,133238.00000,140623.00000
135523.00000,133238.00000,140623.00000
135740.00000,132910.00000,140275.00000
135740.00000,132910.00000,140275.00000
135937.00000,132529.00000,139772.00000
135937.00000,132529.00000,139772.00000
136063.00000,132259.00000,139220.00000
136063.00000,132259.00000,139220.00000
136188.00000,132060.00000,138330.00000
136188.00000,132060.00000,138330.00000
136234.00000,132297.00000,137718.00000
136234.00000,132297.00000,137718.00000
136237.00000,132683.00000,137452.00000
136237.00000,132683.00000,137452.00000
136224.00000,133172.00000,137429.00000
136224.00000,133172.00000,137429.00000
136206.00000,133633.00000,137556.00000
136206.00000,133633.00000,137556.00000
136183.00000,134023.00000,137740.00000
136183.00000,134023.00000,137740.00000
136146.00000,134400.00000,138005.00000
136146.00000,134400.00000,138005.00000
136123.00000,134694.00000,138245.00000
136123.00000,134694.00000,138245.00000
136098.00000,134904.00000,138528.00000
136098.00000,134904.00000,138528.00000
136100.00000,135075.00000,138796.00000
136100.00000,135075.00000,138796.00000
136045.00000,135244.00000,139020.00000
136045.00000,135244.00000,139020.00000
135955.00000,135439.00000,139244.00000
135955.00000,135439.00000,139244.00000
135856.00000,135578.00000,139485.00000
135856.00000,135578.00000,139485.00000
135691.00000,135725.00000,139656.00000
135691.00000,135725.00000,139656.00000
135550.00000,135831.00000,139842.00000
135550.00000,135831.00000,139842.00000
135409.00000,135902.00000,140013.00000
135409.00000,135902.00000,140013.00000
135291.00000,135941.00000,140121.00000
135291.00000,135941.00000,140121.00000
135261.00000,135949.00000,140063.00000
135261.00000,135949.00000,140063.00000
135318.00000,135933.00000,139871.00000
135318.00000,135933.00000,139871.00000
135424.00000,135861.00000,139554.00000
135424.00000,135861.00000,139554.00000
135549.00000,135617.00000,138983.00000
135549.00000,135617.00000,138983.00000
135691.00000,135191.00000,138343.00000
135691.00000,135191.00000,138343.00000
135795.00000,134718.00000,137862.00000
135795.00000,134718.00000,137862.00000
135932.00000,134183.00000,137491.00000
135932.00000,134183.00000,137491.00000
136085.00000,133545.00000,137263.00000
136085.00000,133545.00000,137263.00000
136232.00000,133026.00000,137291.00000
136232.00000,133026.00000,137291.00000
136358.00000,132566.00000,137577.00000
136358.00000,132566.00000,137577.00000
136505.00000,132564.00000,138378.00000
136505.00000,132564.00000,138378.00000
136623.00000,133148.00000,139025.00000
136623.00000,133148.00000,139025.00000
136662.00000,133498.00000,139132.00000
136662.00000,133498.00000,139132.00000
136672.00000,133639.00000,139000.00000
136672.00000,133639.00000,139000.00000
136674.00000,133447.00000,138697.00000
136674.00000,133447.00000,138697.00000
136622.00000,133143.00000,138384.00000
136622.00000,133143.00000,138384.00000
136523.00000,132796.00000,138047.00000
136523.00000,132796.00000,138047.00000
136387.00000,132445.00000,137830.00000
136387.00000,132445.00000,137830.00000
136191.00000,132137.00000,137561.00000
136191.00000,132137.00000,137561.00000
135884.00000,131890.00000,137233.00000
135884.00000,131890.00000,137233.00000
135633.00000,131907.00000,136953.00000
135633.00000,131907.00000,136953.00000
135365.00000,132247.00000,136672.00000
135365.00000,132247.00000,136672.00000
135122.00000,133366.00000,136763.00000
135122.00000,133366.00000,136763.00000
134952.00000,134619.00000,137566.00000
134952.00000,134619.00000,137566.00000
134833.00000,135460.00000,138623.00000
134833.00000,135460.00000,138623.00000
134815.00000,135809.00000,139462.00000
134815.00000,135809.00000,139462.00000
134909.00000,135887.00000,140203.00000
134909.00000,135887.00000,140203.00000
135104.00000,135711.00000,140751.00000
135104.00000,135711.00000,140751.00000
135336.00000,135417.00000,140998.00000
135336.00000,135417.00000,140998.00000
135588.00000,134939.00000,141082.00000
135588.00000,134939.00000,141082.00000
135879.00000,134364.00000,140909.00000
135879.00000,134364.00000,140909.00000
136138.00000,133724.00000,140468.00000
136138.00000,133724.00000,140468.00000
136404.00000,133095.00000,139622.00000
136404.00000,133095.00000,139622.00000
136559.00000,132929.00000,138835.00000
136559.00000,132929.00000,138835.00000
136592.00000,133338.00000,138458.00000
136592.00000,133338.00000,138458.00000
136554.00000,134035.00000,138576.00000
136554.00000,134035.00000,138576.00000
136419.00000,134624.00000,138855.00000
136419.00000,134624.00000,138855.00000
136184.00000,135111.00000,139043.00000
136184.00000,135111.00000,139043.00000
135958.00000,135430.00000,139192.00000
135958.00000,135430.00000,139192.00000
135732.00000,135599.00000,139249.00000
135732.00000,135599.00000,139249.00000
135616.00000,135613.00000,139096.00000
135616.00000,135613.00000,139096.00000
135546.00000,135447.00000,138670.00000
135546.00000,135447.00000,138670.00000
135561.00000,135031.00000,138072.00000
135561.00000,135031.00000,138072.00000
135668.00000,134434.00000,137497.00000
135668.00000,134434.00000,137497.00000
135724.00000,133802.00000,137117.00000
135724.00000,133802.00000,137117.00000
135866.00000,133104.00000,136937.00000
135866.00000,133104.00000,136937.00000
136080.00000,132482.00000,137117.00000
136080.00000,132482.00000,137117.00000
136283.00000,132118.00000,137896.00000
136283.00000,132118.00000,137896.00000
136501.00000,132670.00000,138930.00000
136501.00000,132670.00000,138930.00000
136609.00000,133345.00000,139358.00000
136609.00000,133345.00000,139358.00000
136666.00000,133704.00000,139192.00000
136666.00000,133704.00000,139192.00000
136639.00000,133640.00000,138604.00000
136639.00000,133640.00000,138604.00000
136539.00000,133263.00000,138009.00000
136539.00000,133263.00000,138009.00000
136367.00000,132823.00000,137590.00000
136367.00000,132823.00000,137590.00000
136152.00000,132407.00000,137285.00000
136152.00000,132407.00000,137285.00000
135829.00000,132052.00000,137024.00000
135829.00000,132052.00000,137024.00000
135560.00000,131801.00000,136972.00000
135560.00000,131801.00000,136972.00000
135242.00000,131738.00000,136879.00000
135242.00000,131738.00000,136879.00000
134888.00000,132181.00000,136691.00000
134888.00000,132181.00000,136691.00000
134751.00000,132793.00000,136684.00000
134751.00000,132793.00000,136684.00000
134664.00000,133862.00000,137104.00000
134664.00000,133862.00000,137104.00000
134564.00000,135231.00000,138413.00000
134564.00000,135231.00000,138413.00000
134602.00000,135775.00000,139690.00000
134602.00000,135775.00000,139690.00000
134688.00000,135810.00000,140277.00000
134688.00000,135810.00000,140277.00000
134869.00000,135644.00000,140776.00000
134869.00000,135644.00000,140776.00000
135064.00000,135327.00000,141090.00000
135064.00000,135327.00000,141090.00000
135256.00000,134911.00000,141213.00000
135256.00000,134911.00000,141213.00000
135505.00000,134240.00000,141110.00000
135505.00000,134240.00000,141110.00000
135784.00000,133452.00000,140667.00000
135784.00000,133452.00000,140667.00000
136032.00000,132872.00000,140028.00000
136032.00000,132872.00000,140028.00000
136278.00000,132503.00000,139213.00000
136278.00000,132503.00000,139213.00000
136462.00000,132566.00000,138550.00000
136462.00000,132566.00000,138550.00000
136541.00000,132961.00000,138304.00000
136541.00000,132961.00000,138304.00000
136568.00000,133538.00000,138301.00000
136568.00000,133538.00000,138301.00000
136482.00000,134164.00000,138444.00000
136482.00000,134164.00000,138444.00000
136323.00000,134686.00000,138664.00000
136323.00000,134686.00000,138664.00000
136098.00000,135121.00000,138830.00000
136098.00000,135121.00000,138830.00000
135790.00000,135421.00000,138937.00000
135790.00000,135421.00000,138937.00000
135498.00000,135563.00000,138871.00000
135498.00000,135563.00000,138871.00000
135191.00000,135584.00000,138756.00000
135191.00000,135584.00000,138756.00000
135029.00000,135504.00000,138613.00000
135029.00000,135504.00000,138613.00000
134886.00000,135237.00000,138208.00000
134886.00000,135237.00000,138208.00000
134770.00000,134671.00000,137617.00000
134770.00000,134671.00000,137617.00000
134718.00000,134197.00000,137244.00000
134718.00000,134197.00000,137244.00000
134676.00000,133636.00000,136925.00000
134676.00000,133636.00000,136925.00000
134735.00000,132897.00000,136682.00000
134735.00000,132897.00000,136682.00000
134860.00000,132281.00000,136619.00000
134860.00000,132281.00000,136619.00000
135104.00000,131629.00000,136929.00000
135104.00000,131629.00000,136929.00000
135431.00000,131383.00000,138016.00000
135431.00000,131383.00000,138016.00000
135806.00000,132180.00000,139609.00000
135806.00000,132180.00000,139609.00000
136093.00000,133919.00000,140673.00000
136093.00000,133919.00000,140673.00000
136335.00000,134646.00000,140345.00000
136335.00000,134646.00000,140345.00000
136520.00000,134523.00000,139782.00000
136520.00000,134523.00000,139782.00000
136637.00000,134042.00000,139081.00000
136637.00000,134042.00000,139081.00000
136657.00000,133430.00000,138577.00000
136657.00000,133430.00000,138577.00000
136565.00000,132798.00000,138465.00000
136565.00000,132798.00000,138465.00000
136344.00000,132270.00000,138664.00000
136344.00000,132270.00000,138664.00000
136039.00000,132044.00000,139042.00000
136039.00000,132044.00000,139042.00000
135601.00000,132141.00000,139666.00000
135601.00000,132141.00000,139666.00000
135032.00000,132752.00000,140413.00000
135032.00000,132752.00000,140413.00000
134598.00000,133172.00000,140611.00000
134598.00000,133172.00000,140611.00000
134277.00000,133311.00000,140503.00000
134277.00000,133311.00000,140503.00000
134079.00000,133370.00000,140325.00000
134079.00000,133370.00000,140325.00000
133928.00000,133376.00000,140124.00000
133928.00000,133376.00000,140124.00000
133785.00000,133408.00000,139890.00000
133785.00000,133408.00000,139890.00000
133716.00000,133341.00000,139690.00000
133716.00000,133341.00000,139690.00000
133698.00000,133106.00000,139405.00000
133698.00000,133106.00000,139405.00000
133748.00000,132858.00000,139257.00000
133748.00000,132858.00000,139257.00000
133830.00000,132598.00000,139124.00000
133830.00000,132598.00000,139124.00000
133971.00000,132413.00000,139184.00000
133971.00000,132413.00000,139184.00000
134157.00000,132196.00000,139168.00000
134157.00000,132196.00000,139168.00000
134331.00000,132034.00000,139146.00000
134331.00000,132034.00000,139146.00000
134584.00000,131930.00000,139245.00000
134584.00000,131930.00000,139245.00000
134986.00000,131795.00000,139213.00000
134986.00000,131795.00000,139213.00000
135339.00000,131718.00000,139042.00000
135339.00000,131718.00000,139042.00000
135640.00000,131643.00000,138610.00000
135640.00000,131643.00000,138610.00000
135873.00000,131731.00000,138350.00000
135873.00000,131731.00000,138350.00000
136104.00000,131936.00000,138163.00000
136104.00000,131936.00000,138163.00000
136288.00000,132221.00000,138040.00000
136288.00000,132221.00000,138040.00000
136376.00000,132536.00000,137911.00000
136376.00000,132536.00000,137911.00000
136464.00000,132899.00000,137936.00000
136464.00000,132899.00000,137936.00000
136521.00000,133403.00000,138147.00000
136521.00000,133403.00000,138147.00000
136554.00000,133801.00000,138421.00000
136554.00000,133801.00000,138421.00000
136530.00000,134192.00000,138700.00000
136530.00000,134192.00000,138700.00000
136484.00000,134486.00000,139023.00000
136484.00000,134486.00000,139023.00000
136436.00000,134735.00000,139435.00000
136436.00000,134735.00000,139435.00000
136349.00000,134777.00000,140009.00000
136349.00000,134777.00000,140009.00000
136239.00000,134553.00000,140479.00000
136239.00000,134553.00000,140479.00000
136074.00000,134135.00000,140714.00000
136074.00000,134135.00000,140714.00000
135915.00000,133879.00000,140801.00000
135915.00000,133879.00000,140801.00000
135796.00000,133637.00000,140801.00000
135796.00000,133637.00000,140801.00000
135640.00000,133521.00000,140821.00000
135640.00000,133521.00000,140821.00000
135435.00000,133726.00000,141004.00000
135435.00000,133726.00000,141004.00000
135423.00000,134065.00000,141126.00000
135423.00000,134065.00000,141126.00000
135527.00000,134528.00000,141195.00000
135527.00000,134528.00000,141195.00000
135655.00000,135159.00000,141024.00000
135655.00000,135159.00000,141024.00000
135856.00000,135583.00000,140271.00000
135856.00000,135583.00000,140271.00000
136106.00000,135306.00000,139333.00000
136106.00000,135306.00000,139333.00000
136264.00000,134652.00000,138432.00000
136264.00000,134652.00000,138432.00000
136360.00000,133682.00000,137749.00000
136360.00000,133682.00000,137749.00000
136421.00000,132961.00000,137689.00000
136421.00000,132961.00000,137689.00000
136436.00000,132580.00000,137843.00000
136436.00000,132580.00000,137843.00000
136395.00000,132331.00000,138164.00000
136395.00000,132331.00000,138164.00000
136355.00000,132274.00000,138611.00000
136355.00000,132274.00000,138611.00000
136299.00000,132333.00000,138968.00000
136299.00000,132333.00000,138968.00000
136251.00000,132439.00000,139322.00000
136251.00000,132439.00000,139322.00000
136216.00000,132406.00000,139311.00000
136216.00000,132406.00000,139311.00000
136213.00000,132189.00000,138975.00000
136213.00000,132189.00000,138975.00000
136098.00000,131973.00000,138726.00000
136098.00000,131973.00000,138726.00000
136068.00000,131880.00000,138567.00000
136068.00000,131880.00000,138567.00000
136027.00000,131777.00000,138249.00000
136027.00000,131777.00000,138249.00000
136004.00000,131734.00000,137993.00000
136004.00000,131734.00000,137993.00000
136008.00000,131765.00000,137793.00000
136008.00000,131765.00000,137793.00000
136015.00000,131831.00000,137621.00000
136015.00000,131831.00000,137621.00000
136031.00000,131901.00000,137508.00000
136031.00000,131901.00000,137508.00000
136063.00000,132051.00000,137382.00000
136063.00000,132051.00000,137382.00000
136085.00000,132160.00000,137320.00000
136085.00000,132160.00000,137320.00000
136113.00000,132278.00000,137308.00000
136113.00000,132278.00000,137308.00000
136158.00000,132357.00000,137314.00000
136158.00000,132357.00000,137314.00000
136195.00000,132492.00000,137322.00000
136195.00000,132492.00000,137322.00000
136220.00000,132586.00000,137322.00000
136220.00000,132586.00000,137322.00000
136248.00000,132669.00000,137348.00000
136248.00000,132669.00000,137348.00000
136254.00000,132701.00000,137360.00000
136254.00000,132701.00000,137360.00000
136268.00000,132724.00000,137364.00000
136268.00000,132724.00000,137364.00000
136258.00000,132700.00000,137366.00000
136258.00000,132700.00000,137366.00000
136270.00000,132739.00000,137379.00000
136270.00000,132739.00000,137379.00000
136283.00000,132855.00000,137394.00000
136283.00000,132855.00000,137394.00000
136296.00000,132921.00000,137408.00000
136296.00000,132921.00000,137408.00000
136298.00000,132981.00000,137411.00000
136298.00000,132981.00000,137411.00000
136312.00000,133218.00000,137446.00000
136312.00000,133218.00000,137446.00000
136340.00000,133513.00000,137583.00000
136340.00000,133513.00000,137583.00000
136361.00000,133772.00000,137751.00000
136361.00000,133772.00000,137751.00000
136402.00000,134107.00000,138028.00000
136402.00000,134107.00000,138028.00000
136421.00000,134318.00000,138291.00000
136421.00000,134318.00000,138291.00000
136448.00000,134463.00000,138522.00000
136448.00000,134463.00000,138522.00000
136458.00000,134580.00000,138759.00000
136458.00000,134580.00000,138759.00000
136474.00000,134619.00000,138828.00000
136474.00000,134619.00000,138828.00000
136480.00000,134583.00000,138857.00000
136480.00000,134583.00000,138857.00000
136487.00000,134566.00000,138809.00000
136487.00000,134566.00000,138809.00000
136490.00000,134547.00000,138813.00000
136490.00000,134547.00000,138813.00000
136489.00000,134529.00000,138767.00000
136489.00000,134529.00000,138767.00000
136480.00000,134520.00000,138696.00000
136480.00000,134520.00000,138696.00000
136468.00000,134487.00000,138622.00000
136468.00000,134487.00000,138622.00000
136472.00000,134442.00000,138589.00000
136472.00000,134442.00000,138589.00000
136476.00000,134403.00000,138515.00000
136476.00000,134403.00000,138515.00000
136473.00000,134366.00000,138495.00000
136473.00000,134366.00000,138495.00000
136482.00000,134336.00000,138492.00000
136482.00000,134336.00000,138492.00000
136490.00000,134310.00000,138470.00000
136490.00000,134310.00000,138470.00000
136500.00000,134295.00000,138457.00000
136500.00000,134295.00000,138457.00000
136500.00000,134297.00000,138484.00000
136500.00000,134297.00000,138484.00000
136498.00000,134315.00000,138491.00000
136498.00000,134315.00000,138491.00000
136498.00000,134324.00000,138490.00000
136498.00000,134324.00000,138490.00000
136493.00000,134338.00000,138492.00000
136493.00000,134338.00000,138492.00000
136491.00000,134354.00000,138495.00000
136491.00000,134354.00000,138495.00000
136488.00000,134325.00000,138503.00000
136488.00000,134325.00000,138503.00000
136505.00000,134333.00000,138486.00000
136505.00000,134333.00000,138486.00000
136483.00000,134310.00000,138451.00000
136483.00000,134310.00000,138451.00000
136491.00000,134269.00000,138418.00000
136491.00000,134269.00000,138418.00000
136493.00000,134259.00000,138389.00000
136493.00000,134259.00000,138389.00000
136502.00000,134225.00000,138363.00000
136502.00000,134225.00000,138363.00000
136508.00000,134188.00000,138342.00000
136508.00000,134188.00000,138342.00000
136504.00000,134189.00000,138346.00000
136504.00000,134189.00000,138346.00000
136504.00000,134198.00000,138340.00000
136504.00000,134198.00000,138340.00000
136505.00000,134192.00000,138347.00000
136505.00000,134192.00000,138347.00000
136508.00000,134197.00000,138358.00000
136508.00000,134197.00000,138358.00000
136511.00000,134215.00000,138382.00000
136511.00000,134215.00000,138382.00000
136513.00000,134218.00000,138373.00000
136513.00000,134218.00000,138373.00000
136512.00000,134213.00000,138382.00000
136512.00000,134213.00000,138382.00000
136523.00000,134225.00000,138411.00000
136523.00000,134225.00000,138411.00000
136512.00000,134233.00000,138435.00000
136512.00000,134233.00000,138435.00000
136519.00000,134240.00000,138429.00000
136519.00000,134240.00000,138429.00000
136512.00000,134253.00000,138442.00000
136512.00000,134253.00000,138442.00000
136516.00000,134249.00000,138426.00000
136516.00000,134249.00000,138426.00000
136514.00000,134255.00000,138447.00000
136514.00000,134255.00000,138447.00000
136526.00000,134244.00000,138470.00000
136526.00000,134244.00000,138470.00000
136531.00000,134249.00000,138474.00000
136531.00000,134249.00000,138474.00000
136526.00000,134268.00000,138497.00000
136526.00000,134268.00000,138497.00000
136524.00000,134303.00000,138530.00000
136524.00000,134303.00000,138530.00000
136511.00000,134330.00000,138548.00000
136511.00000,134330.00000,138548.00000
136512.00000,134338.00000,138541.00000
136512.00000,134338.00000,138541.00000
136507.00000,134342.00000,138572.00000
136507.00000,134342.00000,138572.00000
136516.00000,134377.00000,138585.00000
136516.00000,134377.00000,138585.00000
136508.00000,134372.00000,138596.00000
136508.00000,134372.00000,138596.00000
136512.00000,134381.00000,138600.00000
136512.00000,134381.00000,138600.00000
136513.00000,134376.00000,138587.00000
136513.00000,134376.00000,138587.00000
136512.00000,134392.00000,138616.00000
136512.00000,134392.00000,138616.00000
136496.00000,134401.00000,138590.00000
136496.00000,134401.00000,138590.00000
136490.00000,134415.00000,138605.00000
136490.00000,134415.00000,138605.00000
136486.00000,134440.00000,138589.00000
136486.00000,134440.00000,138589.00000
136467.00000,134443.00000,138568.00000
136467.00000,134443.00000,138568.00000
136466.00000,134448.00000,138562.00000
136466.00000,134448.00000,138562.00000
136464.00000,134456.00000,138560.00000
136464.00000,134456.00000,138560.00000
136458.00000,134468.00000,138545.00000
136458.00000,134468.00000,138545.00000
136446.00000,134458.00000,138560.00000
136446.00000,134458.00000,138560.00000
136448.00000,134474.00000,138548.00000
136448.00000,134474.00000,138548.00000
136444.00000,134472.00000,138545.00000
136444.00000,134472.00000,138545.00000
136449.00000,134475.00000,138539.00000
136449.00000,134475.00000,138539.00000
136454.00000,134469.00000,138542.00000
136454.00000,134469.00000,138542.00000
136445.00000,134482.00000,138538.00000
136445.00000,134482.00000,138538.00000
136440.00000,134475.00000,138505.00000
136440.00000,134475.00000,138505.00000
136442.00000,134480.00000,138521.00000
136442.00000,134480.00000,138521.00000
136441.00000,134474.00000,138514.00000
136441.00000,134474.00000,138514.00000
136428.00000,134479.00000,138515.00000
136428.00000,134479.00000,138515.00000
136430.00000,134494.00000,138509.00000
136430.00000,134494.00000,138509.00000
136432.00000,134490.00000,138516.00000
136432.00000,134490.00000,138516.00000
136428.00000,134474.00000,138519.00000
136428.00000,134474.00000,138519.00000
136435.00000,134482.00000,138495.00000
136435.00000,134482.00000,138495.00000
136429.00000,134467.00000,138503.00000
136429.00000,134467.00000,138503.00000
136419.00000,134459.00000,138476.00000
136419.00000,134459.00000,138476.00000
136427.00000,134470.00000,138465.00000
136427.00000,134470.00000,138465.00000
136427.00000,134468.00000,138478.00000
136427.00000,134468.00000,138478.00000
136420.00000,134460.00000,138461.00000
136420.00000,134460.00000,138461.00000
136428.00000,134466.00000,138465.00000
136428.00000,134466.00000,138465.00000
136420.00000,134456.00000,138449.00000
136420.00000,134456.00000,138449.00000
136422.00000,134446.00000,138449.00000
136422.00000,134446.00000,138449.00000
136412.00000,134448.00000,138446.00000
136412.00000,134448.00000,138446.00000
136417.00000,134442.00000,138429.00000
136417.00000,134442.00000,138429.00000
136413.00000,134439.00000,138433.00000
136413.00000,134439.00000,138433.00000
136426.00000,134444.00000,138429.00000
136426.00000,134444.00000,138429.00000
136420.00000,134440.00000,138419.00000
136420.00000,134440.00000,138419.00000
136414.00000,134442.00000,138434.00000
136414.00000,134442.00000,138434.00000
136417.00000,134441.00000,138423.00000
136417.00000,134441.00000,138423.00000
136425.00000,134443.00000,138423.00000
136425.00000,134443.00000,138423.00000
136416.00000,134452.00000,138415.00000
136416.00000,134452.00000,138415.00000
136411.00000,134452.00000,138427.00000
136411.00000,134452.00000,138427.00000
136418.00000,134464.00000,138444.00000
136418.00000,134464.00000,138444.00000
136419.00000,134458.00000,138439.00000
136419.00000,134458.00000,138439.00000
136420.00000,134469.00000,138435.00000
136420.00000,134469.00000,138435.00000
136412.00000,134459.00000,138442.00000
136412.00000,134459.00000,138442.00000
136416.00000,134468.00000,138434.00000
136416.00000,134468.00000,138434.00000
136408.00000,134478.00000,138427.00000
136408.00000,134478.00000,138427.00000
136404.00000,134466.00000,138446.00000
136404.00000,134466.00000,138446.00000
136406.00000,134473.00000,138438.00000
136406.00000,134473.00000,138438.00000
136415.00000,134460.00000,138419.00000
136415.00000,134460.00000,138419.00000
136403.00000,134462.00000,138422.00000
136403.00000,134462.00000,138422.00000
136408.00000,134463.00000,138430.00000
136408.00000,134463.00000,138430.00000
136395.00000,134456.00000,138395.00000
136395.00000,134456.00000,138395.00000
136397.00000,134452.00000,138407.00000
136397.00000,134452.00000,138407.00000
136403.00000,134447.00000,138399.00000
136403.00000,134447.00000,138399.00000
136397.00000,134449.00000,138382.00000
136397.00000,134449.00000,138382.00000
136397.00000,134437.00000,138384.00000
136397.00000,134437.00000,138384.00000
136400.00000,134443.00000,138387.00000
136400.00000,134443.00000,138387.00000
136399.00000,134441.00000,138396.00000
136399.00000,134441.00000,138396.00000
136401.00000,134426.00000,138373.00000
136401.00000,134426.00000,138373.00000
136402.00000,134428.00000,138395.00000
136402.00000,134428.00000,138395.00000
136398.00000,134436.00000,138398.00000
136398.00000,134436.00000,138398.00000
136401.00000,134426.00000,138373.00000
136401.00000,134426.00000,138373.00000
136402.00000,134423.00000,138372.00000
136402.00000,134423.00000,138372.00000
136403.00000,134433.00000,138384.00000
136403.00000,134433.00000,138384.00000
136401.00000,134422.00000,138373.00000
136401.00000,134422.00000,138373.00000
136399.00000,134439.00000,138363.00000
136399.00000,134439.00000,138363.00000
136401.00000,134438.00000,138388.00000
136401.00000,134438.00000,138388.00000
136409.00000,134430.00000,138381.00000
136409.00000,134430.00000,138381.00000
136395.00000,134422.00000,138381.00000
136395.00000,134422.00000,138381.00000
136408.00000,134423.00000,138355.00000
136408.00000,134423.00000,138355.00000
136396.00000,134428.00000,138371.00000
136396.00000,134428.00000,138371.00000
136399.00000,134436.00000,138364.00000
136399.00000,134436.00000,138364.00000
136390.00000,134439.00000,138358.00000
136390.00000,134439.00000,138358.00000
136390.00000,134425.00000,138358.00000
136390.00000,134425.00000,138358.00000
136394.00000,134432.00000,138357.00000
136394.00000,134432.00000,138357.00000
136404.00000,134416.00000,138357.00000
136404.00000,134416.00000,138357.00000
136395.00000,134427.00000,138350.00000
136395.00000,134427.00000,138350.00000
136402.00000,134416.00000,138357.00000
136402.00000,134416.00000,138357.00000
136393.00000,134418.00000,138352.00000
136393.00000,134418.00000,138352.00000
136396.00000,134430.00000,138366.00000
136396.00000,134430.00000,138366.00000
136399.00000,134421.00000,138358.00000
136399.00000,134421.00000,138358.00000
136396.00000,134424.00000,138357.00000
136396.00000,134424.00000,138357.00000
136390.00000,134423.00000,138343.00000
136390.00000,134423.00000,138343.00000
136387.00000,134414.00000,138364.00000
136387.00000,134414.00000,138364.00000
136401.00000,134416.00000,138347.00000
136401.00000,134416.00000,138347.00000
136389.00000,134412.00000,138359.00000
136389.00000,134412.00000,138359.00000
136400.00000,134405.00000,138377.00000
136400.00000,134405.00000,138377.00000
136397.00000,134391.00000,138343.00000
136397.00000,134391.00000,138343.00000
136391.00000,134385.00000,138338.00000
136391.00000,134385.00000,138338.00000
136384.00000,134386.00000,138315.00000
136384.00000,134386.00000,138315.00000
136390.00000,134387.00000,138331.00000
