accelX, accelY, accelZ, gyroX, gyroY, gyroZ, magX, magY, magZ,timestamp
0.52,0.68,0.49,5.96,14.2,18.91,69920,41968,109096,69907
0.5,0.7,0.54,2.27,20.87,21.45,70256,42024,109184,69932
0.57,0.76,0.55,8.29,21.81,28.06,70792,41920,109464,69957
0.45,0.56,0.55,18.64,17.65,24.33,71040,41944,109632,69982
0.41,0.53,0.56,-4.15,14.66,16.4,71136,41728,109584,70007
0.54,0.6,0.46,16.09,12.57,7.16,71184,41960,109880,70032
0.52,0.47,0.56,4.51,23.7,1.53,71112,42056,109864,70057
0.4,0.7,0.56,-1.9,21.33,-6.28,71000,42160,109736,70082
0.33,0.73,0.49,-8.93,28.05,7.72,70904,41848,109704,70107
0.33,0.79,0.53,6.21,26.22,17.11,71224,42024,109648,70132
0.35,0.75,0.63,5.22,26.93,28.74,71704,42160,109792,70157
0.56,0.6,0.65,37.67,32.06,33.79,72144,42216,110304,70182
0.43,0.51,0.75,16.52,21.09,16.56,72216,42048,110320,70207
0.4,0.56,0.78,-10.78,0.35,-4.72,72056,42024,110408,70232
0.38,0.76,0.55,-8.78,-8.6,-11.99,72048,42256,110104,70257
0.37,0.78,0.62,16,13.85,10.75,72200,42056,110384,70282
0.4,0.72,0.67,12.86,12.91,11.52,72192,42224,110592,70307
0.41,0.72,0.71,4.18,5.93,10.34,72376,42288,110552,70332
0.4,0.74,0.67,-7.71,0.12,9.35,72632,42176,110512,70357
0.41,0.65,0.61,-5.98,-0.33,10.21,72416,42192,110320,70382
0.42,0.74,0.61,-8.4,5.36,-0.27,72584,42248,110208,70407
0.42,0.72,0.65,-14.46,5.1,4.07,72664,42216,110096,70432
0.39,0.67,0.64,-18.31,1.34,3.87,72696,42216,109536,70457
0.4,0.69,0.59,-21.93,1.82,3.59,72680,42280,109224,70482
0.47,0.65,0.61,-2.63,9.47,4.08,72720,41904,109248,70507
0.45,0.62,0.62,1.76,10.36,4.26,72784,41936,109152,70532
0.4,0.64,0.64,7.92,7.2,-0.56,72640,42112,109000,70557
0.38,0.66,0.65,4.06,5.44,-1.36,72592,42056,109224,70582
0.38,0.7,0.58,13.25,6.99,1.42,72648,41952,109424,70607
0.34,0.67,0.65,14.51,5.71,2.95,72688,42088,109880,70632
0.33,0.68,0.62,6.21,9.52,9.42,72888,42240,109912,70657
0.4,0.64,0.61,11.58,7.13,8.03,72864,42024,109936,70682
0.4,0.61,0.66,1.54,11.94,-1.41,72800,42248,110056,70707
0.34,0.64,0.68,-6.38,5.37,-8.88,72760,42128,109888,70732
0.34,0.77,0.64,-8.01,-0.47,-5.43,72792,42248,109976,70757
0.34,0.73,0.62,-4.24,0.24,4.11,72736,42112,109928,70782
0.37,0.7,0.61,-4.89,1.75,5.43,72824,41880,109800,70807
0.4,0.65,0.65,4.13,6.95,-0.65,72728,42040,109728,70832
0.39,0.72,0.68,4.96,3.17,-0.18,72824,42240,109736,70857
0.39,0.72,0.64,-1.86,0.35,2.79,72936,42128,109816,70882
0.4,0.68,0.62,3.55,0.98,5.87,72888,42064,110008,70907
0.4,0.64,0.64,5.84,2.64,1.88,72992,42272,110184,70932
0.42,0.66,0.65,8.44,1.08,-1.19,72848,42264,110096,70957
0.39,0.68,0.63,4.61,-0.12,-2.06,72904,42224,110224,70982
0.38,0.7,0.63,1.02,-0.78,-1.58,72824,42176,110160,71007
0.4,0.63,0.61,-2.9,1.37,-1.7,72736,42216,109864,71032
0.36,0.67,0.64,-2.97,1.41,-5.8,72768,42320,110200,71057
0.33,0.73,0.64,-4.7,-0.69,-2.88,72720,42080,110088,71082
0.35,0.72,0.62,-9.1,-0.49,3.9,72880,42072,109568,71107
0.4,0.6,0.62,-5.97,-0.37,-0.65,72912,42072,109800,71132
0.38,0.65,0.61,-1.22,1.75,-4.5,72816,42128,109656,71157
0.34,0.68,0.64,-2.35,2.03,-4.24,72704,42192,109520,71182
0.34,0.71,0.65,2.86,0.14,-1.12,72704,42240,109736,71207
0.35,0.71,0.61,4.21,1.01,1.56,72776,42240,109984,71232
0.36,0.65,0.64,1.19,3.29,1.4,72824,42256,109600,71257
0.39,0.66,0.66,5.61,1.39,-0.84,72656,42344,109904,71282
0.35,0.7,0.64,1.75,0.77,-2.27,72712,42312,109936,71307
0.33,0.7,0.64,1.58,-0.83,2.01,72760,42336,109888,71332
0.4,0.68,0.64,1.84,3.23,3.67,72848,42304,109928,71357
0.38,0.62,0.66,4.23,0.6,0.74,72728,42016,109968,71382
0.35,0.68,0.62,1.58,0.85,-4.05,72688,42184,109768,71407
0.33,0.71,0.62,1.2,2.79,-0.76,72768,42208,110120,71432
0.39,0.67,0.67,6.01,2.3,7.25,72912,42272,109792,71457
0.41,0.64,0.65,2,0.43,4.45,72808,42288,109968,71482
0.41,0.63,0.63,2.96,-0.84,1.49,72896,42064,110088,71507
0.4,0.66,0.61,4.82,0.53,-2.48,72904,42296,109960,71532
0.39,0.67,0.63,2.55,1.53,-1.08,72888,42184,110208,71557
0.38,0.7,0.63,-2.57,-1.22,-0.76,72880,42184,110072,71582
0.39,0.69,0.62,-4.26,-0.78,-0.02,72872,42096,110088,71607
0.37,0.65,0.62,1.48,-0.81,-1.05,72816,42320,110088,71632
0.35,0.67,0.63,-1.12,0.03,-3.58,72808,42224,110088,71657
0.35,0.69,0.65,-3.91,1.4,-1.3,72704,42160,109984,71682
0.33,0.69,0.65,-3.85,0.13,-1.08,72720,42200,109744,71707
0.34,0.7,0.64,-4.97,-0.15,0.27,72776,42224,109776,71732
0.33,0.68,0.63,-1.86,-1.46,2.71,72800,42208,110024,71757
0.37,0.66,0.61,2.9,1.77,1.86,72792,42208,109752,71782
0.38,0.67,0.64,0.96,2.36,1.06,72696,41968,110120,71807
0.37,0.66,0.64,1.76,-0.33,0.43,72920,42168,109880,71832
0.36,0.69,0.63,-0.43,-0.97,0.53,72808,42296,109744,71857
0.38,0.69,0.62,0.9,3.22,-0.17,72784,42248,109880,71882
0.37,0.68,0.64,0.42,2.85,0.29,72808,42072,110056,71907
0.36,0.68,0.66,-1.81,2.27,0.49,72920,42200,109800,71932
0.37,0.69,0.65,0.83,-1.5,1.63,72888,42176,109816,71957
0.34,0.65,0.62,0.02,0.14,-0.56,72832,42064,109792,71982
0.35,0.69,0.64,-2.99,2.07,-1.95,72824,42120,110040,72007
0.33,0.7,0.66,-0.04,-0.15,0.84,72832,42072,109728,72032
0.36,0.69,0.63,-2.19,-0.14,3.2,72920,42264,109728,72057
0.36,0.65,0.63,-0.8,0.76,4,72816,42232,109648,72082
0.36,0.69,0.64,1.78,2.07,-1.24,72832,42144,109792,72107
0.36,0.71,0.65,-2.43,0.01,2.35,72944,42128,109952,72132
0.37,0.68,0.63,-3.2,-1.87,4.93,73056,42232,109864,72157
0.39,0.65,0.62,-3.15,0.28,4.33,72952,42144,109640,72182
0.38,0.66,0.64,1.51,2.03,0.5,73096,42040,109840,72207
0.4,0.68,0.64,-1.85,1.91,0.88,73088,42192,109656,72232
0.4,0.66,0.65,-2.84,1.79,1.31,73120,42208,109680,72257
0.37,0.66,0.65,-5.35,-1.88,1.14,73088,42040,109784,72282
0.36,0.67,0.62,-1.9,0.49,0.46,73048,41968,109640,72307
0.35,0.69,0.67,-0.86,1.04,0.88,73096,42168,109512,72332
0.39,0.68,0.67,-2.03,-0.43,2.72,73128,42120,109456,72357
0.38,0.65,0.66,-2.6,-1.79,1.67,73000,42192,109384,72382
0.35,0.68,0.62,-3.55,-1.71,-0.74,73168,41928,109360,72407
0.35,0.68,0.62,-0.41,1.79,0.47,73120,42096,109288,72432
0.37,0.67,0.67,-0.56,2.28,1.2,73200,42272,109176,72457
0.36,0.66,0.67,-1.72,0.06,0.57,73128,42080,109232,72482
0.34,0.66,0.65,4.45,-0.44,-1.28,73152,42096,109232,72507
0.35,0.7,0.63,-0.28,1.13,3.97,73232,42128,109248,72532
0.38,0.64,0.64,0.53,4.07,4.8,73176,42288,109216,72557
0.4,0.63,0.67,-0.48,3.47,1.36,73152,42120,109512,72582
0.38,0.66,0.66,-3.73,-0.19,0.11,73184,41824,109152,72607
0.38,0.64,0.6,-1.69,1.21,3.18,73312,42064,108880,72632
0.38,0.61,0.64,-0.04,3.46,0.37,73408,42152,109240,72657
0.39,0.65,0.65,-1.75,3.66,-2.09,73184,42088,109320,72682
0.37,0.66,0.67,-0.05,1.94,-2.2,73136,41968,108984,72707
0.37,0.66,0.65,-1.64,-1.87,2.85,73264,41992,108992,72732
0.38,0.63,0.62,-4.31,-1.35,3.12,73232,42096,109192,72757
0.39,0.64,0.63,-2.69,0.94,1.16,73296,41976,108968,72782
0.41,0.64,0.66,-1.73,2.19,0.44,73224,42000,109040,72807
0.35,0.68,0.65,1.29,0.12,-1.66,73272,42096,109152,72832
0.35,0.69,0.66,-2.14,-0.82,-0.02,73264,42088,108856,72857
0.37,0.67,0.64,-3.58,0.01,1.92,73200,41824,109080,72882
0.38,0.62,0.66,-0.86,1.24,0.57,73176,41752,109008,72907
0.36,0.64,0.67,0.94,0.69,-3.7,73160,42056,108832,72932
0.33,0.69,0.67,-2.41,-0.4,1.59,73192,42000,108864,72957
0.34,0.65,0.66,-3.83,-1.95,3.1,73120,41928,108872,72982
0.36,0.65,0.65,-1.66,-0.45,1.72,73136,41992,109032,73007
0.35,0.66,0.66,2.31,2.03,0.03,73232,41968,108880,73032
0.33,0.67,0.63,-1.25,-0.78,2.94,73296,41984,108576,73057
0.38,0.65,0.62,0.33,2.85,3.55,73288,41976,108760,73082
0.41,0.65,0.66,1.57,4.91,3.46,73360,41768,109128,73107
0.39,0.65,0.65,5.89,2.36,3.82,73456,41968,108688,73132
0.39,0.66,0.63,-0.12,0.72,-1.81,73440,42184,108816,73157
0.4,0.67,0.65,2.25,2.81,1.46,73304,41960,109264,73182
0.4,0.64,0.69,-0.99,0.02,1.77,73328,42096,108984,73207
0.37,0.63,0.67,-5.78,-4.21,-0.41,73400,42088,108800,73232
0.37,0.65,0.62,-4.46,-1.85,-1.44,73504,42064,108728,73257
0.34,0.65,0.67,-0.66,1.65,-2.67,73312,41880,108856,73282
0.35,0.67,0.67,-1.73,0.37,-1.16,73288,42008,108760,73307
0.35,0.66,0.66,-1.13,0.08,0.72,73368,42016,108672,73332
0.38,0.65,0.66,1.13,0.82,2.13,73344,42056,108832,73357
0.39,0.65,0.68,-5.59,-2.56,2.39,73320,41912,108832,73382
0.4,0.63,0.64,-5.19,-3.65,1.91,73392,42088,108640,73407
0.39,0.63,0.64,1.45,0.36,-0.21,73432,42144,108712,73432
0.39,0.66,0.67,0.2,0.72,-0.58,73408,41968,108512,73457
0.35,0.63,0.65,-3.21,-2.51,-2.13,73256,41944,108664,73482
0.32,0.65,0.65,-3.98,-1.27,-2.57,73288,41952,108480,73507
0.32,0.66,0.64,-2.15,1.03,-2.02,73248,42008,108504,73532
0.33,0.66,0.67,-1.9,2.65,0.33,73352,41896,108432,73557
0.35,0.62,0.64,-4.34,-1,2.7,73432,41968,108376,73582
0.36,0.61,0.65,-3.23,2.02,0.33,73320,41720,108312,73607
0.35,0.64,0.68,-2.73,2.91,-1.58,73208,41848,108312,73632
0.35,0.66,0.69,-0.37,3.21,-1.33,73280,41792,108208,73657
0.36,0.68,0.69,0.2,1.46,0.85,73296,41832,108328,73682
0.36,0.63,0.67,0.9,0.24,0.11,73304,41856,108376,73707
0.36,0.67,0.66,2.19,2.01,-0.54,73344,41744,108320,73732
0.36,0.66,0.67,3.16,3.23,1.45,73440,41992,108392,73757
0.38,0.65,0.7,-1.5,0.48,2.59,73264,41896,108432,73782
0.36,0.61,0.65,-0.71,-1.8,1.3,73440,41848,108448,73807
0.34,0.62,0.64,-1.03,0.78,-1.37,73408,42024,108216,73832
0.35,0.67,0.66,-0.17,3.67,-0.65,73312,41800,108176,73857
0.36,0.65,0.7,-0.48,2.14,2.07,73288,41888,108344,73882
0.35,0.61,0.63,-3.89,-1.7,0.91,73352,41896,108352,73907
0.35,0.62,0.62,5.72,3.72,-0.5,73400,41792,108048,73932
0.34,0.65,0.68,4.48,5.97,-0.39,73448,41848,108368,73957
0.38,0.66,0.71,-2.44,1.75,2.74,73488,41912,108232,73982
0.4,0.6,0.66,-0.22,-1.12,2.57,73480,41776,108264,74007
0.39,0.62,0.66,-2.29,0.25,-0.18,73520,41800,108040,74032
0.38,0.64,0.68,-2.18,-0.74,-0.44,73544,41936,108144,74057
0.37,0.64,0.66,-2.31,-1.17,0.02,73464,41840,108360,74082
0.37,0.64,0.67,-4.31,-0.63,1.13,73624,41536,108032,74107
0.37,0.64,0.69,-1.64,-0.18,-1.46,73416,41824,107952,74132
0.36,0.66,0.69,-2.44,-0.59,-1.17,73408,41832,107944,74157
0.37,0.65,0.68,0.17,-0.48,0.28,73432,41896,108232,74182
0.38,0.62,0.67,2.23,1.04,-0.28,73264,41608,108024,74207
0.35,0.66,0.69,-2.82,-2.14,-0.74,73496,41848,107864,74232
0.33,0.63,0.67,-1.6,-2.52,0.64,73392,41928,107928,74257
0.33,0.64,0.66,-1.38,-1.16,-0.21,73408,41808,108048,74282
0.33,0.65,0.66,1.15,0.58,1.07,73408,41752,107960,74307
0.35,0.64,0.69,-0.92,0.14,1.58,73584,41816,107824,74332
0.35,0.6,0.66,-3.16,-1.14,1.65,73496,41896,108040,74357
0.33,0.62,0.65,-3.31,0.16,0.09,73392,41840,107840,74382
0.36,0.65,0.66,-3.09,2.4,2.04,73464,41640,107904,74407
0.39,0.62,0.68,0.25,-0.27,2.51,73616,41768,107728,74432
0.38,0.59,0.67,-0.44,0.66,-0.17,73648,41904,107936,74457
0.35,0.64,0.67,1.12,2.11,-3.69,73488,41600,107936,74482
0.34,0.69,0.68,2.71,3.05,-1.66,73448,41776,108208,74507
0.37,0.67,0.69,3.12,2.79,3.39,73552,41784,107984,74532
0.37,0.59,0.68,-0.19,-0.73,1.23,73608,41744,107976,74557
0.37,0.62,0.65,-3.05,-0.59,0.21,73528,41776,107704,74582
0.4,0.62,0.65,1.53,1.76,2.46,73520,41792,107992,74607
0.39,0.59,0.69,-1.48,0.04,1.2,73496,41856,107680,74632
0.37,0.63,0.68,-0.87,-0.13,-0.94,73536,41648,107816,74657
0.35,0.63,0.69,-3.86,-2.02,0.06,73544,41568,107840,74682
0.34,0.63,0.66,-4.65,-1.95,0.41,73680,41720,107728,74707
0.36,0.64,0.66,0.1,1.7,0.74,73552,41816,107560,74732
0.36,0.62,0.72,-1.35,-1.05,0.66,73536,41752,107712,74757
0.35,0.62,0.68,-2.53,-4.4,0.52,73424,41856,107720,74782
0.36,0.62,0.64,-0.54,-1.48,0.53,73560,41672,107592,74807
0.35,0.62,0.68,1.38,2.57,-0.57,73624,41816,107400,74832
0.35,0.65,0.71,-3.18,-1.14,-0.05,73640,41696,107720,74857
0.37,0.65,0.68,-4.08,-1.61,1.94,73528,41512,107576,74882
0.37,0.62,0.69,-1.6,-1.38,2.62,73616,41576,107456,74907
0.36,0.6,0.68,-1.61,-2.69,0.72,73744,41648,107376,74932
0.36,0.64,0.65,-4.82,-1.27,-0.02,73584,41808,107504,74957
0.36,0.61,0.73,1.4,1.65,-1.96,73496,41568,107664,74982
0.33,0.65,0.7,-0.38,-2.61,-1.28,73608,41664,107528,75008
0.35,0.64,0.66,-0.1,-1.28,2.46,73624,41728,107408,75032
0.36,0.61,0.67,1.87,1.93,2.14,73720,41736,107560,75057
0.35,0.6,0.68,-2.52,-3.43,1.31,73640,41632,107528,75082
0.33,0.59,0.65,-2.17,-1.54,-0.25,73688,41680,107352,75107
0.31,0.62,0.65,1.17,3.52,-2.4,73640,41800,107344,75132
0.33,0.67,0.69,5.06,6.53,-0.34,73704,41592,107632,75157
0.38,0.6,0.72,-2.15,-1.86,3.65,73648,41608,107480,75182
0.37,0.61,0.66,-1.19,-2.36,1.24,73912,41616,107568,75207
0.4,0.62,0.64,3.05,3.17,0.82,73784,41920,107352,75232
0.39,0.61,0.7,3.53,4.76,0.98,73680,41720,107480,75257
0.38,0.63,0.67,-4.46,-1.08,-1.14,73696,41704,107440,75282
0.37,0.63,0.66,1.83,1.03,0.7,73712,41544,107360,75307
0.38,0.6,0.7,3.42,2.17,1.27,73744,41720,107400,75332
0.36,0.61,0.71,-2.7,-0.79,-1.05,73600,41504,107376,75357
0.38,0.64,0.67,-4.84,-0.64,-0.09,73544,41600,107408,75382
0.36,0.61,0.71,-0.64,-0.56,-0.56,73664,41664,107488,75407
0.36,0.61,0.69,-3.12,-2.23,0.39,73800,41656,107288,75432
0.38,0.59,0.65,-1.12,-0.98,0.62,73672,41832,107264,75457
0.38,0.58,0.68,-0.02,1.89,-1.53,73664,41560,107360,75482
0.35,0.65,0.69,-1.95,-0.69,-0.05,73624,41600,107160,75507
0.35,0.61,0.69,-0.83,-0.8,2.13,73760,41712,107312,75532
0.37,0.6,0.69,-0.04,-0.23,-0.04,73520,41584,107160,75557
0.35,0.62,0.69,-0.33,-0.09,-1.66,73616,41640,107360,75582
0.36,0.63,0.67,0.92,0.28,1.46,73608,41728,107104,75607
0.38,0.62,0.69,0.12,1.32,1.84,73704,41520,107008,75632
0.37,0.6,0.7,-0.37,-0.67,0.69,73584,41544,107152,75657
0.37,0.61,0.69,-3.97,-2.11,-1.01,73664,41480,107152,75682
0.33,0.62,0.68,2.58,0.65,-0.73,73688,41680,107136,75707
0.33,0.61,0.7,2.05,1.97,-0.6,73616,41656,106896,75732
0.33,0.61,0.7,1.73,1.45,-2.02,73608,41688,107304,75757
0.32,0.66,0.71,0.42,0.92,-1.75,73560,41544,107056,75782
0.33,0.66,0.7,-0.48,0.34,2.87,73712,41576,107304,75807
0.37,0.58,0.68,3.69,2.38,1.72,73608,41720,107264,75832
0.36,0.6,0.69,4.1,3.09,-1.24,73496,41784,107112,75857
0.36,0.64,0.69,2.06,2.78,-1.31,73496,41560,107304,75882
0.38,0.64,0.69,4.15,1.7,2.92,73584,41696,107448,75907
0.37,0.6,0.69,-2.12,-1.51,0.25,73648,41888,107240,75932
0.39,0.65,0.68,-4.87,-1.84,2.59,73664,41664,106984,75957
0.41,0.57,0.68,-2.14,-0.95,4,73768,41448,107320,75982
0.36,0.53,0.68,-0.56,-1.99,-1.53,73560,41552,107296,76007
0.34,0.68,0.68,1.38,4.36,-2.04,73600,41704,106992,76032
0.34,0.63,0.74,2.48,1.8,3.2,73640,41776,107240,76057
0.35,0.58,0.72,-3.38,-4.7,3.66,73576,41632,107376,76082
0.35,0.56,0.64,-2.09,-3.01,0.14,73584,41504,107200,76107
0.35,0.64,0.71,0.67,4.42,-1.98,73600,41664,107216,76132
0.36,0.63,0.72,-1.24,-0.32,1.5,73584,41608,107128,76157
0.35,0.61,0.69,-2.1,-3.43,2.2,73584,41704,107248,76182
0.34,0.59,0.65,-1.09,-0.52,-0.29,73568,41688,107128,76207
0.36,0.63,0.67,1.44,5.52,-2.61,73600,41656,107072,76232
0.35,0.64,0.75,-1.52,-0.59,-0.08,73528,41536,107256,76257
0.36,0.65,0.69,0.44,-2.82,1.5,73552,41496,107248,76282
0.37,0.61,0.68,2.63,0.18,2.04,73608,41480,107192,76307
0.35,0.61,0.7,0.4,0.53,-1.46,73640,41584,107296,76332
0.36,0.62,0.71,-0.87,0.84,0.43,73608,41584,107080,76357
0.33,0.61,0.72,0.03,-0.95,-0.93,73536,41416,107056,76382
0.32,0.64,0.69,-2.27,-2.44,0.39,73608,41648,107064,76407
0.35,0.62,0.66,-2.36,0.11,2.9,73624,41800,106992,76432
0.4,0.56,0.71,1.23,0.24,0.88,73520,41672,107088,76457
0.36,0.57,0.69,-1.3,-2.53,-2.31,73624,41552,106928,76482
0.34,0.62,0.65,-2.33,-1.65,-2.02,73576,41520,106888,76507
0.36,0.59,0.67,2.52,1.92,0.21,73544,41792,107080,76532
0.34,0.59,0.7,-3.68,-0.9,-1.6,73520,41824,107296,76557
0.34,0.63,0.69,-2.74,-0.11,-2.8,73488,41632,107080,76582
0.35,0.64,0.68,1.62,1.84,-0.2,73432,41712,107024,76607
0.34,0.61,0.71,2.98,1.66,0.45,73632,41816,106920,76632
0.36,0.62,0.71,-2.36,-0.67,0.36,73488,41616,107104,76657
0.35,0.63,0.69,-0.15,1.84,-1.04,73512,41632,107176,76682
0.33,0.62,0.71,-0.58,1.16,-0.29,73504,41600,107024,76707
0.34,0.62,0.69,-1.53,-0.61,1.15,73520,41600,106904,76732
0.36,0.6,0.69,-0.75,0.2,0.73,73576,41656,106992,76757
0.35,0.62,0.72,-0.03,0.91,-1.5,73448,41552,107080,76782
0.34,0.64,0.71,-0.48,-1.89,0.2,73544,41504,106656,76807
0.37,0.6,0.68,0.94,-0.76,2.5,73368,41688,106936,76832
0.37,0.56,0.69,1.91,2.33,-0.8,73408,41568,107064,76857
0.34,0.64,0.69,-1.37,-1.67,-1.08,73360,41552,106968,76882
0.35,0.61,0.68,3.07,1.14,1.2,73336,41648,107024,76907
0.36,0.59,0.71,0.73,0.54,0.4,73472,41576,106992,76932
0.35,0.61,0.71,-5.27,-2.38,-1.36,73376,41680,106752,76957
0.34,0.61,0.68,1.19,0.54,0.45,73440,41376,106984,76982
0.35,0.6,0.69,2.65,0.85,-0.04,73336,41616,106904,77007
0.34,0.62,0.7,-0.54,0.34,-0.7,73400,41640,106704,77032
0.36,0.62,0.71,-2.59,-1.69,1.79,73384,41632,106928,77057
0.36,0.58,0.69,-3.19,-2.02,0.38,73448,41480,106856,77082
0.33,0.65,0.7,-2.96,1.26,-3,73352,41544,106512,77107
0.35,0.66,0.71,-2.57,2.42,0.37,73336,41672,106784,77132
0.37,0.6,0.73,0.08,1.6,1.9,73432,41616,106808,77157
0.36,0.57,0.71,1.22,-1.63,0.31,73344,41488,106752,77182
0.33,0.64,0.69,1.5,2.14,-1.72,73392,41576,106584,77207
0.33,0.61,0.73,0.26,1.43,-0.13,73360,41680,106656,77232
0.33,0.59,0.72,-2.38,-2.24,-0.21,73376,41560,106800,77257
0.31,0.59,0.68,-1.35,-1.99,-0.86,73312,41496,106648,77282
0.33,0.6,0.69,-0.38,1.76,0.68,73264,41456,106712,77307
0.34,0.6,0.71,-1.22,0.93,0.77,73328,41592,106880,77332
0.33,0.6,0.7,-0.45,-0.84,0.11,73240,41552,106848,77357
0.34,0.62,0.68,0.03,1.38,0.04,73240,41504,106792,77382
0.37,0.61,0.72,2.2,1.48,0.99,73368,41640,106624,77407
0.35,0.61,0.72,-1.84,-1.49,0.43,73408,41576,106472,77432
0.35,0.62,0.68,-1.57,-1.16,0.48,73240,41432,106608,77457
0.35,0.62,0.7,2.03,1.97,1.06,73352,41496,106784,77482
0.34,0.6,0.73,3.52,0.56,0.66,73336,41480,106704,77507
0.33,0.62,0.69,-0.25,-0.35,-0.44,73328,41592,106552,77532
0.33,0.63,0.7,-0.13,1.46,0.82,73184,41672,106720,77557
0.36,0.61,0.72,-0.1,0.25,2.81,73272,41576,106880,77582
0.36,0.58,0.71,-1.42,-2.15,1.78,73368,41488,106672,77607
0.34,0.64,0.69,1.27,1.33,-1.67,73360,41624,106552,77632
0.34,0.63,0.72,0.99,0.91,2.46,73320,41528,106624,77657
0.37,0.59,0.72,0.44,-2.42,3.58,73456,41560,106840,77682
0.37,0.58,0.69,0.54,-3.24,0.83,73448,41584,106736,77707
0.34,0.6,0.69,0.33,0.59,-1.15,73432,41696,106600,77732
0.35,0.61,0.71,-1.72,0.3,-0.62,73384,41608,106472,77757
0.35,0.59,0.72,-1.86,-1.5,0.94,73400,41544,106744,77782
0.33,0.57,0.7,-1.32,-2.05,-2.12,73448,41560,106584,77807
0.3,0.66,0.71,1.19,2.84,-1.31,73328,41760,106752,77832
0.3,0.63,0.75,0.08,1.69,1.99,73304,41432,106584,77857
0.31,0.62,0.72,0.28,-2.38,2.75,73240,41440,106616,77882
0.33,0.59,0.67,0.15,-1.47,3.48,73296,41448,106704,77907
0.36,0.57,0.67,2.77,2.17,2.48,73504,41504,106672,77932
0.35,0.6,0.71,0.6,0.87,-0.7,73320,41520,106424,77957
0.36,0.61,0.7,-0.68,0.14,0.23,73336,41320,106840,77982
0.37,0.59,0.69,1.26,1.89,0.96,73424,41656,106568,78007
0.37,0.58,0.71,0.84,0.42,-0.34,73424,41496,106760,78032
0.37,0.6,0.67,-1.38,0.56,-0.62,73384,41448,106624,78057
0.36,0.58,0.71,0.41,2.43,-2.12,73296,41352,106744,78082
0.35,0.62,0.73,-0.99,0.45,-3.13,73248,41632,106384,78107
0.35,0.61,0.71,-0.64,-1.27,-0.74,73424,41752,106648,78132
0.33,0.6,0.7,-1.95,1.17,-3.84,73208,41456,106600,78157
0.32,0.65,0.72,-1.17,1.82,-3.18,73136,41448,106472,78182
0.32,0.63,0.73,-0.75,-0.78,1.24,73264,41480,106392,78207
0.33,0.59,0.71,-1.65,-2.96,1.69,73184,41552,106576,78232
0.34,0.58,0.7,0.52,1.35,-1.86,73128,41360,106480,78257
0.32,0.61,0.71,-0.86,0.31,-4.08,73120,41464,106608,78282
0.32,0.65,0.71,-1.15,0.54,-1.15,73208,41552,106328,78307
0.33,0.63,0.72,0.82,1.24,1.15,73072,41624,106432,78332
0.32,0.6,0.74,-1.76,-1.31,1.17,73208,41424,106400,78357
0.33,0.61,0.69,0.04,1.16,0.55,73136,41432,106296,78382
0.33,0.61,0.73,2.68,1.66,-0.02,73144,41576,106352,78407
0.32,0.62,0.73,-0.31,-0.73,-0.14,73120,41648,106248,78432
0.33,0.61,0.71,-1.64,-1,0.82,73104,41368,106448,78457
0.31,0.62,0.72,1.95,0.74,0.64,73136,41368,106448,78482
0.34,0.61,0.71,-1.27,-0.44,2.85,73104,41400,106320,78507
0.36,0.58,0.7,-0.35,-0.42,2.49,73264,41440,106328,78532
0.35,0.55,0.69,1.66,0.28,-0.3,73128,41488,106304,78557
0.34,0.6,0.7,1.2,0.64,0.17,73128,41384,106512,78582
0.32,0.59,0.71,1.41,0.84,-0.27,73208,41536,106504,78607
0.34,0.61,0.71,-1.78,-0.02,0.06,73224,41504,106344,78632
0.35,0.58,0.7,1.46,0.86,0.48,73224,41504,106248,78657
0.34,0.62,0.7,-0.5,-0.33,0.88,73176,41304,106448,78682
0.36,0.58,0.7,-1.51,0.43,1.53,73184,41536,106560,78707
0.34,0.57,0.72,-1.24,-0.48,-0.92,73040,41568,106288,78732
0.33,0.6,0.7,-0.04,-1.47,-2.37,73112,41488,106480,78757
0.33,0.63,0.69,1.7,1.15,-0.72,73136,41272,106528,78782
0.32,0.6,0.75,-2.45,-0.94,-1.4,73064,41520,106168,78807
0.31,0.63,0.7,-4.24,-2.74,0.37,73168,41424,106248,78832
0.32,0.61,0.69,-1.53,-0.17,3.01,73192,41536,106288,78857
0.36,0.57,0.71,1.78,1.35,2.93,73120,41456,106168,78882
0.32,0.61,0.71,-3.22,-2.55,-2.26,73064,41520,106096,78907
0.33,0.63,0.69,-3.46,-0.77,0.49,73224,41480,106184,78932
0.33,0.59,0.71,2.39,1.15,1.62,73224,41424,106168,78957
0.33,0.59,0.73,-0.22,0.19,0.3,73216,41440,106136,78982
0.34,0.61,0.72,-0.76,-0.89,1.36,73208,41504,106056,79007
0.35,0.6,0.71,-0.67,-1.27,1.53,73304,41384,106024,79032
0.34,0.59,0.71,1.11,-0.91,0.39,73144,41360,106136,79057
0.32,0.59,0.71,-0.01,-1.01,-0.43,73144,41416,105912,79082
0.33,0.61,0.71,1.45,1.15,-0.79,73112,41320,105968,79107
0.31,0.6,0.73,0.85,0.44,-1.08,73144,41424,106000,79132
0.31,0.64,0.72,-3.63,-1.88,1.94,73160,41360,106056,79157
0.33,0.57,0.69,-1.46,-1.34,3.27,73176,41392,106208,79182
0.33,0.55,0.69,3.99,2.88,-2.28,73232,41392,106016,79207
