accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
1.54,0.06,-0.02,-6.33,2.83,3.75,137298.00,132735.00,134466.00
1.52,0.05,-0.00,-8.55,-2.61,0.86,137287.00,132744.00,134450.00
1.51,0.09,-0.05,-12.90,-3.98,-2.53,137304.00,132743.00,134456.00
1.48,0.13,-0.05,0.10,-4.95,-1.20,137309.00,132743.00,134475.00
1.52,0.11,-0.03,-10.26,0.21,1.60,137307.00,132733.00,134502.00
1.54,0.08,-0.04,-15.12,0.48,1.38,137303.00,132734.00,134452.00
1.54,0.11,-0.02,-16.13,-1.41,1.10,137292.00,132719.00,134466.00
1.53,0.11,-0.02,-17.98,-1.73,2.63,137310.00,132748.00,134460.00
1.53,0.10,-0.06,-1.67,-3.54,2.79,137285.00,132738.00,134467.00
1.55,0.09,-0.05,1.31,0.08,2.88,137296.00,132727.00,134480.00
1.54,0.10,-0.01,-1.47,0.24,2.34,137297.00,132722.00,134455.00
1.54,0.11,0.00,-6.58,-2.18,2.63,137310.00,132726.00,134486.00
1.57,0.09,-0.05,-31.77,-0.66,6.01,137299.00,132766.00,134484.00
1.57,0.07,-0.03,-47.01,0.17,6.77,137292.00,132741.00,134473.00
1.53,0.08,-0.02,-47.63,-1.75,4.97,137301.00,132730.00,134477.00
1.54,0.06,-0.06,-18.20,-5.88,2.95,137303.00,132745.00,134475.00
1.54,0.08,-0.06,-15.78,-0.80,-0.54,137303.00,132749.00,134463.00
1.51,0.07,-0.03,-6.73,1.03,-0.61,137295.00,132742.00,134440.00
1.49,0.08,-0.04,-7.77,-0.05,-2.60,137306.00,132746.00,134484.00
1.47,0.11,-0.04,1.94,-0.47,-3.13,137306.00,132718.00,134474.00
1.48,0.13,-0.03,-2.30,2.53,-1.33,137313.00,132758.00,134484.00
1.52,0.06,-0.01,-7.86,-0.59,2.76,137291.00,132747.00,134456.00
1.52,0.06,-0.03,-9.11,-3.73,0.09,137289.00,132755.00,134505.00
1.49,0.08,-0.08,-5.12,-2.32,-2.26,137307.00,132744.00,134472.00
1.49,0.11,-0.07,-0.41,2.83,0.12,137293.00,132741.00,134490.00
1.58,0.03,-0.01,-10.56,3.04,5.23,137310.00,132748.00,134474.00
1.57,0.02,-0.02,-10.63,0.07,0.48,137295.00,132761.00,134473.00
1.53,0.09,-0.04,-5.95,0.27,-3.55,137289.00,132731.00,134478.00
1.52,0.13,-0.01,0.51,2.80,-0.01,137302.00,132760.00,134506.00
1.55,0.06,-0.01,3.87,0.74,2.60,137305.00,132724.00,134479.00
1.54,0.06,-0.02,1.15,-0.83,0.42,137295.00,132729.00,134492.00
1.52,0.10,-0.02,-2.22,-0.02,0.97,137288.00,132731.00,134442.00
1.51,0.06,-0.04,-5.50,0.53,3.76,137307.00,132730.00,134477.00
1.53,0.04,-0.04,-1.47,4.39,0.78,137311.00,132755.00,134478.00
1.51,0.06,-0.03,-4.47,4.66,-3.28,137300.00,132732.00,134482.00
1.50,0.03,-0.03,2.90,1.36,-1.27,137319.00,132731.00,134488.00
1.46,0.05,-0.15,107.59,3.52,-16.21,137299.00,132724.00,134472.00
1.38,0.15,-0.04,120.90,20.87,-19.77,137298.00,132736.00,134486.00
1.36,0.31,0.02,124.78,30.29,-9.70,137299.00,132752.00,134472.00
1.20,0.41,-0.16,124.78,28.76,-10.61,137305.00,132730.00,134465.00
1.05,0.75,-0.30,124.78,59.01,18.32,137318.00,132724.00,134486.00
1.31,0.60,-0.11,124.78,99.86,60.22,137325.00,132746.00,134457.00
1.49,0.02,0.14,124.78,108.28,-0.52,137330.00,132737.00,134483.00
1.54,0.12,0.12,124.78,96.11,-43.11,137337.00,132739.00,134475.00
1.32,0.06,0.10,124.78,62.52,-79.09,137351.00,132733.00,134463.00
1.06,0.11,-0.08,124.78,27.10,-112.11,137356.00,132712.00,134479.00
1.19,0.21,-0.49,124.78,35.90,-125.22,137363.00,132736.00,134474.00
1.23,0.30,-0.27,124.78,34.58,-125.22,137381.00,132747.00,134471.00
1.10,0.53,0.03,124.78,-7.17,-125.22,137402.00,132742.00,134465.00
1.14,0.42,-0.03,124.78,-68.73,-125.22,137405.00,132740.00,134469.00
1.08,0.16,-0.40,124.78,-110.57,-115.96,137411.00,132762.00,134489.00
1.12,0.06,-0.62,124.78,-116.47,-125.22,137414.00,132727.00,134473.00
1.27,0.18,-0.72,124.78,-103.20,-112.04,137409.00,132737.00,134475.00
0.87,0.11,-0.40,124.78,-121.59,-125.22,137425.00,132750.00,134460.00
0.97,0.11,-0.93,15.45,-124.95,-118.36,137426.00,132731.00,134454.00
0.98,0.10,-1.04,-11.31,-53.38,-125.22,137424.00,132733.00,134495.00
0.73,-0.01,-0.82,93.70,-44.53,-125.22,137417.00,132730.00,134467.00
0.79,0.29,-0.90,18.91,-65.46,-125.22,137419.00,132719.00,134432.00
0.86,0.77,-1.27,-67.70,-69.03,-125.22,137425.00,132727.00,134454.00
0.78,0.95,-1.02,124.78,-12.22,-50.41,137406.00,132731.00,134463.00
0.64,0.11,-0.98,124.78,-31.85,-34.48,137402.00,132745.00,134466.00
0.57,0.04,-0.91,124.78,-39.03,-65.70,137389.00,132754.00,134457.00
0.77,0.32,-1.23,16.49,-43.88,-70.45,137391.00,132747.00,134473.00
0.65,0.28,-1.15,27.81,1.78,-25.80,137394.00,132747.00,134480.00
0.66,0.42,-1.08,107.02,3.86,-13.75,137404.00,132719.00,134473.00
0.53,0.05,-0.95,124.78,8.55,-2.23,137386.00,132763.00,134480.00
0.53,0.09,-0.66,124.78,-9.00,-23.60,137395.00,132734.00,134477.00
0.54,0.15,-0.58,124.78,-55.67,-9.32,137379.00,132722.00,134482.00
0.65,-0.34,-1.13,124.78,-58.38,4.54,137391.00,132746.00,134455.00
0.57,-0.36,-1.25,62.67,-19.85,-14.42,137384.00,132735.00,134458.00
0.44,-0.27,-1.03,63.65,5.93,-22.76,137382.00,132731.00,134463.00
0.40,-0.45,-0.64,47.40,-22.76,-21.73,137364.00,132757.00,134466.00
0.59,-0.34,-1.19,-69.65,-71.03,-32.48,137364.00,132752.00,134469.00
0.43,-0.16,-1.19,-69.72,-56.57,-25.17,137365.00,132742.00,134465.00
0.47,-0.17,-1.27,-48.06,-21.48,-18.01,137347.00,132741.00,134454.00
0.40,-0.33,-1.16,-19.92,-9.47,-22.46,137358.00,132713.00,134490.00
0.29,-0.36,-0.68,122.47,-71.66,-32.06,137346.00,132724.00,134489.00
0.22,-0.42,-0.81,74.18,-103.68,-19.15,137335.00,132747.00,134502.00
0.18,-0.62,-1.13,-4.44,-110.67,-34.67,137304.00,132729.00,134483.00
0.16,-0.66,-1.41,-26.80,-87.29,-69.75,137316.00,132730.00,134496.00
0.15,-0.48,-1.41,25.56,-22.79,-94.09,137305.00,132738.00,134469.00
0.14,-0.51,-1.14,-3.76,5.64,-101.87,137297.00,132725.00,134478.00
0.09,-0.70,-1.14,-8.33,21.93,-121.74,137294.00,132741.00,134485.00
-0.08,-0.83,-1.02,73.03,34.16,-125.22,137278.00,132733.00,134490.00
0.00,-0.28,-0.77,80.08,15.33,-125.22,137269.00,132747.00,134488.00
0.23,-0.36,-1.25,5.76,-11.65,-125.22,137241.00,132732.00,134472.00
0.16,-0.59,-1.20,18.50,6.69,-125.22,137213.00,132750.00,134440.00
-0.01,-0.60,-0.98,99.62,4.26,-125.22,137190.00,132746.00,134479.00
-0.00,-0.58,-0.88,56.30,-13.84,-125.22,137147.00,132740.00,134472.00
-0.19,0.18,-0.91,-42.81,-23.55,-125.22,137111.00,132746.00,134465.00
0.04,0.49,-0.92,-40.03,-29.69,-125.22,137068.00,132752.00,134467.00
0.26,-0.02,-1.06,-40.52,-40.51,-125.22,137035.00,132744.00,134455.00
0.29,-0.50,-1.15,-44.44,-31.81,-125.22,137002.00,132728.00,134484.00
0.07,-0.27,-1.11,-14.71,6.10,-125.22,136973.00,132715.00,134463.00
-0.01,0.09,-0.89,23.96,12.39,-125.22,136946.00,132747.00,134468.00
0.14,0.01,-0.73,2.03,-11.43,-125.22,136913.00,132734.00,134482.00
0.14,-0.22,-0.87,-4.35,-34.91,-125.22,136905.00,132733.00,134483.00
0.17,-0.42,-1.13,27.60,-27.92,-125.22,136864.00,132738.00,134472.00
-0.02,-0.12,-0.93,44.90,8.76,-125.22,136823.00,132702.00,134467.00
0.03,0.03,-0.85,30.41,-7.75,-125.22,136798.00,132701.00,134463.00
-0.05,-0.05,-0.83,38.23,-18.07,-125.22,136797.00,132719.00,134478.00
0.15,0.07,-0.89,24.66,-36.03,-125.22,136768.00,132709.00,134488.00
0.01,-0.16,-1.06,28.73,-27.60,-125.22,136735.00,132723.00,134468.00
0.07,0.05,-0.94,19.90,-23.11,-125.22,136745.00,132710.00,134474.00
0.16,-0.09,-0.99,9.38,-33.06,-125.22,136730.00,132723.00,134456.00
0.13,-0.18,-1.14,-8.42,-33.11,-125.22,136712.00,132715.00,134475.00
0.11,-0.21,-1.14,-3.05,4.52,-125.22,136720.00,132712.00,134455.00
0.07,-0.19,-1.05,-4.06,14.30,-125.22,136695.00,132706.00,134482.00
0.14,-0.05,-1.01,-7.36,8.59,-125.22,136702.00,132706.00,134462.00
0.26,-0.25,-1.17,-13.47,10.61,-125.22,136702.00,132706.00,134457.00
0.07,-0.15,-1.10,25.75,52.44,-125.22,136718.00,132718.00,134450.00
0.14,-0.03,-0.86,13.49,38.82,-125.22,136720.00,132729.00,134502.00
0.36,-0.44,-1.04,-46.30,32.71,-125.22,136727.00,132719.00,134461.00
0.23,-0.11,-1.27,-36.12,42.61,-125.22,136718.00,132707.00,134449.00
0.21,0.19,-1.15,-1.55,52.33,-125.22,136748.00,132715.00,134463.00
0.13,-0.16,-0.58,55.59,35.83,-125.22,136750.00,132699.00,134468.00
0.25,0.02,-0.82,25.53,-5.88,-125.22,136755.00,132700.00,134443.00
0.29,-0.15,-1.09,6.61,-0.53,-125.22,136764.00,132700.00,134465.00
0.20,-0.12,-1.05,27.62,3.80,-125.22,136787.00,132714.00,134477.00
0.09,-0.16,-0.63,7.85,-3.50,-125.22,136779.00,132715.00,134456.00
0.21,-0.24,-1.02,30.30,-14.53,-125.22,136781.00,132698.00,134465.00
0.20,-0.11,-0.98,7.34,-19.72,-125.22,136804.00,132710.00,134482.00
0.16,-0.37,-0.82,-17.85,10.80,-125.22,136828.00,132708.00,134465.00
0.03,-0.07,-0.94,35.80,8.70,-125.22,136840.00,132708.00,134460.00
0.03,-0.09,-0.92,8.02,-6.39,-125.22,136845.00,132717.00,134480.00
-0.05,-0.11,-0.90,-20.49,-11.60,-125.22,136880.00,132718.00,134486.00
-0.09,0.24,-0.91,-23.61,-13.31,-125.22,136884.00,132719.00,134485.00
-0.25,0.48,-0.94,42.81,20.32,-125.22,136896.00,132697.00,134485.00
-0.41,0.73,-0.73,29.94,6.23,-84.27,136893.00,132728.00,134491.00
-0.59,0.80,-0.68,24.06,-15.00,-15.84,136891.00,132710.00,134462.00
-0.79,1.00,-0.62,24.95,-28.87,61.53,136874.00,132717.00,134473.00
-0.72,0.94,-0.69,13.27,-58.53,124.77,136846.00,132716.00,134462.00
-0.57,0.23,-1.07,2.62,-55.51,124.77,136824.00,132727.00,134485.00
-0.51,0.03,-0.89,7.70,-42.03,124.77,136793.00,132714.00,134467.00
-0.34,-0.11,-0.89,-23.49,-68.73,124.77,136764.00,132735.00,134468.00
-0.33,-0.17,-1.30,-1.48,-73.45,124.77,136737.00,132727.00,134473.00
-0.54,0.18,-0.90,110.22,13.69,124.77,136719.00,132702.00,134477.00
-0.54,0.14,-0.73,96.62,10.47,124.77,136712.00,132701.00,134461.00
-0.49,-0.37,-0.95,35.26,3.55,124.77,136697.00,132721.00,134468.00
-0.38,-0.58,-1.18,25.99,18.76,124.77,136707.00,132723.00,134485.00
-0.23,-0.37,-0.73,65.07,61.07,124.77,136723.00,132712.00,134469.00
-0.12,-0.42,-0.82,7.23,40.92,124.77,136722.00,132716.00,134477.00
-0.09,-0.42,-1.07,-3.71,37.02,124.77,136726.00,132711.00,134468.00
-0.08,-0.64,-1.11,30.73,54.89,124.77,136761.00,132727.00,134468.00
0.00,-0.24,-0.88,0.55,73.69,124.77,136787.00,132719.00,134466.00
0.24,-0.37,-1.15,-100.40,46.39,124.77,136809.00,132732.00,134450.00
0.00,-0.37,-1.28,-60.69,41.14,124.77,136835.00,132719.00,134475.00
0.12,-0.46,-1.30,47.00,75.93,124.77,136865.00,132716.00,134448.00
0.22,-0.51,-1.05,82.66,95.40,124.77,136887.00,132745.00,134449.00
-0.00,-0.12,-0.72,-69.80,84.59,124.77,136922.00,132726.00,134450.00
0.08,-0.56,-0.89,-46.68,40.53,124.77,136976.00,132727.00,134475.00
0.30,-0.45,-1.16,-42.28,42.26,124.77,136970.00,132734.00,134503.00
0.21,-0.23,-0.92,-36.81,47.91,124.77,137008.00,132730.00,134462.00
0.05,-0.19,-1.05,-18.43,30.86,124.77,137032.00,132748.00,134457.00
0.23,-0.28,-1.02,-15.50,35.31,124.77,137052.00,132732.00,134462.00
0.20,-0.24,-1.10,-44.86,26.09,124.77,137085.00,132730.00,134462.00
0.16,-0.22,-1.23,-44.91,36.54,124.77,137134.00,132730.00,134452.00
0.17,-0.21,-1.03,1.51,84.69,124.77,137157.00,132743.00,134478.00
0.22,-0.28,-0.83,-56.86,68.26,124.77,137184.00,132738.00,134460.00
0.17,-0.04,-1.00,-79.35,41.75,124.77,137227.00,132743.00,134475.00
0.13,-0.13,-0.94,-4.07,43.38,124.77,137245.00,132760.00,134465.00
0.19,-0.18,-1.13,-3.02,46.25,124.77,137274.00,132731.00,134458.00
0.20,-0.31,-1.15,-3.84,74.93,124.77,137303.00,132729.00,134461.00
0.38,-0.27,-0.93,-37.55,67.66,124.77,137321.00,132722.00,134455.00
0.13,-0.16,-0.82,-96.76,43.20,124.77,137341.00,132729.00,134471.00
0.17,-0.11,-0.93,-104.23,27.59,124.77,137346.00,132721.00,134475.00
-0.18,-0.52,-0.99,-69.48,28.78,124.77,137356.00,132722.00,134465.00
0.09,-0.70,-0.90,-92.89,19.06,124.77,137347.00,132723.00,134439.00
0.34,-0.14,-0.80,-125.21,-4.48,124.77,137347.00,132723.00,134483.00
0.34,0.09,-1.27,-125.21,-18.19,124.77,137345.00,132731.00,134463.00
0.11,0.41,-1.65,-125.21,-31.03,124.77,137327.00,132750.00,134498.00
-0.13,0.37,-0.91,-125.21,-10.46,124.77,137326.00,132721.00,134475.00
0.21,-0.24,-0.53,-125.21,-47.33,124.77,137283.00,132723.00,134475.00
0.07,0.53,-0.81,-125.21,-115.35,124.77,137279.00,132724.00,134462.00
0.06,0.35,-0.85,-53.67,-124.95,124.77,137263.00,132709.00,134471.00
0.03,0.45,-0.73,-39.34,-124.95,124.77,137233.00,132694.00,134469.00
0.24,0.70,-0.99,-30.54,-124.95,124.77,137196.00,132724.00,134491.00
-0.17,0.47,-0.58,-87.95,-124.95,124.77,137153.00,132730.00,134462.00
0.16,0.73,-1.03,32.23,-124.95,75.11,137117.00,132727.00,134490.00
-0.45,1.00,-0.86,45.59,-124.95,121.92,137078.00,132731.00,134468.00
-0.12,0.79,-0.96,39.67,-124.95,124.77,137070.00,132736.00,134496.00
-0.14,0.59,-0.77,20.46,-112.87,124.77,137037.00,132702.00,134503.00
-0.27,0.58,-0.74,10.73,-113.51,124.77,136992.00,132690.00,134477.00
-0.39,0.44,-0.98,59.19,-104.32,124.77,136975.00,132710.00,134469.00
-0.13,0.83,-1.05,124.78,-57.31,124.77,136953.00,132698.00,134457.00
-0.18,0.78,-0.68,124.78,-39.35,124.77,136945.00,132715.00,134505.00
-0.40,0.74,-0.91,124.78,-44.39,124.77,136924.00,132737.00,134480.00
-0.39,0.43,-0.78,48.27,-3.75,124.77,136902.00,132723.00,134458.00
-0.24,0.24,-0.87,-20.62,0.85,124.77,136891.00,132719.00,134463.00
-0.09,0.30,-0.84,0.90,2.74,124.77,136863.00,132713.00,134473.00
-0.26,0.53,-0.87,46.00,-4.11,124.77,136854.00,132720.00,134489.00
-0.40,0.66,-0.46,-125.21,1.91,124.77,136842.00,132725.00,134514.00
-0.41,0.44,-0.52,-125.21,-112.96,124.77,136823.00,132738.00,134501.00
-0.27,0.47,-0.69,-125.21,-124.95,124.77,136815.00,132703.00,134495.00
-0.43,0.34,-0.78,-125.21,-124.95,124.77,136776.00,132721.00,134475.00
-0.31,0.51,-0.89,-55.97,-124.95,124.77,136768.00,132735.00,134480.00
-0.42,0.35,-1.07,-90.97,-124.95,124.77,136772.00,132724.00,134455.00
-0.43,0.18,-1.25,-57.38,-124.54,124.77,136763.00,132711.00,134429.00
-0.38,0.09,-1.07,9.82,-87.01,124.77,136769.00,132731.00,134446.00
0.10,0.14,-0.99,44.39,-68.77,124.77,136783.00,132716.00,134477.00
0.03,0.02,-0.78,24.41,-99.31,120.91,136752.00,132720.00,134467.00
0.05,0.54,-0.83,31.94,-101.13,81.29,136749.00,132717.00,134461.00
-0.09,0.96,-1.05,6.95,-89.68,124.77,136758.00,132721.00,134485.00
0.40,0.71,-1.23,-35.76,-44.43,124.77,136785.00,132719.00,134449.00
0.16,-0.05,-1.00,-18.92,45.36,124.77,136793.00,132733.00,134458.00
0.43,0.03,-0.80,-26.29,28.14,124.77,136815.00,132731.00,134442.00
0.41,0.22,-0.91,-12.80,26.98,117.18,136829.00,132753.00,134478.00
0.43,0.54,-0.89,-9.10,50.60,118.97,136854.00,132752.00,134457.00
0.66,-0.10,-1.20,-92.16,17.13,124.77,136870.00,132728.00,134443.00
0.74,-0.06,-1.44,11.70,46.97,100.41,136901.00,132739.00,134471.00
0.79,0.04,-1.27,34.95,107.91,68.99,136916.00,132715.00,134466.00
1.26,-0.17,-1.38,35.06,125.04,62.27,136935.00,132744.00,134460.00
0.71,-0.09,-1.10,61.04,125.04,-51.53,136963.00,132714.00,134467.00
1.02,0.19,-0.34,35.17,125.04,-56.57,136977.00,132733.00,134466.00
1.16,0.13,-0.19,5.36,125.04,-45.49,136993.00,132732.00,134467.00
1.19,0.24,-0.40,-27.03,55.41,-33.98,136982.00,132743.00,134480.00
1.16,0.27,-0.63,-32.56,29.59,-20.45,136972.00,132741.00,134471.00
1.24,0.19,-0.82,-30.11,68.87,-17.15,137010.00,132737.00,134468.00
1.13,0.30,-0.71,-21.05,100.78,-18.59,137010.00,132712.00,134467.00
1.15,0.34,-0.73,66.24,110.43,-21.38,137023.00,132721.00,134446.00
1.19,0.35,-0.65,72.48,125.04,-13.81,137037.00,132726.00,134460.00
1.48,0.01,-1.04,124.78,125.04,-29.87,137059.00,132717.00,134485.00
1.41,-0.25,-0.96,124.78,125.04,-84.02,137052.00,132715.00,134451.00
1.52,-0.05,-0.91,124.78,125.04,-125.22,137069.00,132733.00,134475.00
1.45,-0.14,-0.90,124.78,125.04,-125.22,137099.00,132750.00,134477.00
0.92,0.24,-0.91,124.78,125.04,-125.22,137130.00,132712.00,134486.00
1.06,0.30,-0.70,124.78,125.04,-125.22,137156.00,132699.00,134478.00
1.17,-0.52,-1.22,124.78,106.00,-125.22,137212.00,132705.00,134485.00
0.70,-0.64,-1.05,124.78,125.04,-125.22,137251.00,132704.00,134484.00
0.26,0.63,-1.18,124.78,125.04,-125.22,137281.00,132724.00,134452.00
0.32,0.49,-1.06,70.27,125.04,-125.22,137321.00,132739.00,134480.00
0.48,0.61,-0.42,25.01,125.04,-125.22,137335.00,132728.00,134474.00
-0.07,1.16,-0.56,-125.21,125.04,-125.22,137359.00,132741.00,134475.00
0.14,1.49,-0.80,-125.21,125.04,-73.55,137357.00,132725.00,134466.00
0.53,-0.20,0.78,-125.21,125.04,113.49,137353.00,132726.00,134474.00
0.83,-0.05,0.75,-125.21,125.04,79.04,137347.00,132742.00,134474.00
0.59,0.16,0.35,-125.21,125.04,80.85,137342.00,132721.00,134432.00
0.41,0.69,0.35,-125.21,125.04,111.39,137326.00,132739.00,134463.00
0.91,-1.09,1.18,-72.74,125.04,112.30,137308.00,132730.00,134477.00
0.00,-0.10,1.16,92.83,125.04,22.20,137313.00,132726.00,134472.00
0.06,0.47,0.52,-125.21,125.04,36.11,137298.00,132745.00,134442.00
0.23,0.44,1.08,-7.74,125.04,102.27,137272.00,132734.00,134472.00
0.47,-0.69,1.37,-72.28,104.85,6.72,137267.00,132718.00,134462.00
0.27,-0.06,1.26,-80.56,70.69,-1.86,137267.00,132737.00,134463.00
0.18,-0.06,1.07,-125.21,83.91,16.38,137253.00,132735.00,134471.00
0.21,-0.20,1.32,-123.61,71.78,15.54,137256.00,132726.00,134491.00
0.33,-0.32,0.94,-50.26,26.96,14.51,137253.00,132727.00,134458.00
0.28,-0.32,0.81,-18.63,51.45,21.94,137239.00,132729.00,134446.00
0.18,-0.25,1.05,21.19,71.81,28.37,137249.00,132691.00,134463.00
0.08,-0.28,1.32,44.29,68.68,31.40,137247.00,132732.00,134477.00
-0.01,-0.23,1.31,60.16,45.21,27.19,137231.00,132707.00,134463.00
-0.08,-0.08,0.97,124.78,34.38,50.65,137213.00,132711.00,134466.00
-0.15,0.11,1.21,124.78,34.71,48.53,137221.00,132730.00,134506.00
-0.18,0.29,1.49,124.78,5.19,65.78,137211.00,132721.00,134466.00
-0.29,0.44,1.65,104.99,-39.75,84.24,137214.00,132720.00,134465.00
-0.30,1.17,1.04,103.51,-75.65,124.77,137186.00,132720.00,134465.00
-0.34,0.65,1.03,124.78,-57.21,124.77,137149.00,132723.00,134454.00
-0.30,0.28,1.04,124.78,-33.56,124.77,137132.00,132729.00,134461.00
-0.20,0.26,1.09,115.79,-18.87,124.77,137057.00,132721.00,134451.00
-0.03,-0.05,0.84,-21.28,35.77,124.77,137028.00,132717.00,134475.00
0.02,0.14,1.07,-26.29,48.95,124.77,136982.00,132731.00,134454.00
0.09,0.34,1.12,-14.52,27.08,124.77,136935.00,132715.00,134454.00
0.13,0.20,0.96,-23.20,21.83,124.77,136920.00,132708.00,134477.00
0.10,0.09,1.04,-40.67,34.22,124.77,136872.00,132705.00,134451.00
-0.07,0.02,0.90,-20.52,7.80,124.77,136833.00,132722.00,134428.00
0.04,0.06,0.64,-13.09,24.67,124.77,136815.00,132713.00,134451.00
0.02,0.21,0.71,-2.47,56.72,124.77,136777.00,132705.00,134442.00
-0.13,0.03,0.95,15.81,67.88,124.77,136748.00,132704.00,134452.00
-0.26,-0.21,0.97,16.07,65.37,124.77,136713.00,132708.00,134435.00
-0.21,-0.25,0.91,12.54,67.27,124.77,136703.00,132730.00,134440.00
-0.25,-0.12,1.03,29.60,59.87,124.77,136679.00,132732.00,134443.00
-0.24,0.06,1.00,29.39,60.02,124.77,136665.00,132733.00,134449.00
-0.30,-0.37,1.18,30.18,28.59,124.77,136661.00,132720.00,134440.00
-0.42,-0.22,1.46,79.69,-23.16,124.77,136672.00,132742.00,134450.00
0.04,0.14,1.19,108.18,-72.11,124.77,136680.00,132733.00,134468.00
-0.04,0.23,0.60,52.45,-13.13,124.77,136695.00,132724.00,134467.00
-0.52,0.47,1.14,115.75,-58.74,124.77,136718.00,132728.00,134426.00
-0.70,-0.09,1.11,62.44,-46.48,124.77,136751.00,132724.00,134455.00
-0.47,-0.20,0.86,30.26,-51.48,124.77,136791.00,132730.00,134438.00
-0.21,0.39,0.68,63.25,-33.10,124.77,136806.00,132745.00,134427.00
-0.16,0.53,1.06,119.57,-4.72,124.77,136838.00,132731.00,134471.00
-0.13,0.26,1.19,17.80,-30.95,124.77,136876.00,132751.00,134468.00
-0.11,0.42,1.08,39.46,-36.54,124.77,136912.00,132728.00,134435.00
-0.09,0.44,1.14,-33.53,-36.14,124.77,136942.00,132745.00,134422.00
0.04,0.67,0.80,-38.56,-39.51,124.77,136993.00,132738.00,134438.00
0.00,0.19,0.68,-52.73,-28.79,124.77,137030.00,132713.00,134434.00
-0.02,0.14,0.71,-71.25,-18.30,124.77,137072.00,132739.00,134442.00
-0.04,0.46,0.99,-39.09,-14.57,124.77,137085.00,132722.00,134421.00
-0.27,0.33,0.92,-32.79,-7.44,124.77,137124.00,132753.00,134458.00
-0.67,-0.05,0.99,-69.80,-39.80,124.77,137144.00,132737.00,134478.00
-0.58,0.40,0.67,-49.48,-25.51,124.77,137186.00,132730.00,134457.00
-0.61,0.34,1.04,7.09,-25.52,124.77,137194.00,132729.00,134454.00
-0.86,0.29,1.22,-1.18,-38.16,124.77,137201.00,132714.00,134455.00
-0.97,0.06,1.05,-55.81,-41.25,124.77,137220.00,132736.00,134457.00
-0.92,-0.11,1.09,-85.50,-68.66,124.77,137227.00,132727.00,134463.00
-0.88,-0.34,0.78,-35.14,-74.65,124.77,137243.00,132735.00,134449.00
-1.02,-0.49,1.14,-32.40,-76.46,124.77,137226.00,132715.00,134463.00
-1.05,-0.74,1.11,-110.52,-104.55,124.77,137239.00,132712.00,134467.00
-0.79,-0.96,0.77,-97.41,-103.09,124.77,137235.00,132731.00,134449.00
-0.85,-0.72,0.85,-76.69,-104.46,121.97,137246.00,132720.00,134452.00
-0.75,-0.76,0.92,-105.75,-124.95,124.77,137258.00,132718.00,134433.00
-0.82,-1.68,1.14,-88.42,-124.95,102.36,137270.00,132707.00,134451.00
-0.25,-0.92,-0.30,-64.24,-124.95,-82.97,137287.00,132725.00,134444.00
0.02,-0.87,-0.17,49.11,-54.62,-53.30,137296.00,132724.00,134460.00
0.03,-0.93,0.30,124.78,-3.20,-13.47,137297.00,132731.00,134468.00
-0.19,-0.85,0.61,124.78,46.38,-25.45,137283.00,132705.00,134444.00
0.18,-0.52,1.46,108.31,-2.31,-41.12,137310.00,132701.00,134442.00
0.33,-0.83,0.71,124.78,-51.87,-22.00,137302.00,132744.00,134445.00
0.29,-0.64,0.82,91.20,-12.79,-5.63,137299.00,132722.00,134469.00
0.15,-0.85,1.33,39.65,-8.77,-20.76,137305.00,132742.00,134460.00
0.72,-0.14,0.83,5.29,-28.41,-50.20,137310.00,132706.00,134460.00
0.67,-0.44,0.89,26.95,-46.11,-4.11,137318.00,132707.00,134454.00
0.73,-0.89,0.06,30.79,-32.95,-24.68,137325.00,132714.00,134440.00
0.48,-0.67,0.61,83.95,12.95,-36.91,137320.00,132716.00,134467.00
0.57,-0.78,0.61,75.06,13.09,-65.87,137320.00,132727.00,134461.00
0.36,-0.36,0.65,121.49,67.63,-9.04,137324.00,132713.00,134475.00
0.32,-0.61,0.94,112.56,61.48,-30.26,137313.00,132718.00,134452.00
0.25,-0.08,0.94,94.46,47.29,-29.91,137311.00,132735.00,134468.00
0.32,0.28,0.87,63.51,36.91,3.64,137298.00,132716.00,134469.00
-0.19,0.00,1.26,53.83,44.21,80.33,137306.00,132715.00,134449.00
-0.37,0.10,1.25,54.48,-8.04,96.29,137292.00,132715.00,134483.00
-0.23,-0.07,1.11,46.89,-46.99,114.00,137297.00,132710.00,134455.00
0.04,-0.21,0.45,56.99,26.53,97.13,137283.00,132711.00,134449.00
-0.01,-0.12,0.74,60.93,31.07,124.77,137281.00,132723.00,134468.00
0.04,-0.33,1.08,60.98,24.37,112.38,137256.00,132717.00,134437.00
0.20,-0.04,0.79,51.66,16.17,104.62,137263.00,132726.00,134443.00
0.12,-0.06,0.94,74.93,25.68,124.77,137248.00,132724.00,134445.00
0.16,-0.32,0.77,71.19,32.16,82.93,137226.00,132735.00,134454.00
0.11,-0.06,1.03,72.43,37.98,80.45,137218.00,132708.00,134445.00
0.03,-0.02,1.02,61.04,42.49,82.61,137215.00,132728.00,134435.00
-0.00,-0.14,1.24,53.93,34.10,77.75,137196.00,132722.00,134472.00
-0.03,-0.14,1.10,42.30,13.04,65.26,137181.00,132719.00,134451.00
0.01,-0.07,1.19,29.58,11.86,40.74,137192.00,132727.00,134463.00
0.03,0.06,1.20,11.79,4.65,36.82,137179.00,132727.00,134473.00
