accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
0.17,1.00,-0.58,-125.21,4.19,63.02,136761.00,132776.00,134469.00
0.19,0.83,-0.17,-125.21,41.16,25.58,136752.00,132781.00,134466.00
0.19,0.96,0.10,-125.21,49.95,13.42,136749.00,132800.00,134462.00
0.14,1.02,0.22,-125.21,49.88,21.78,136736.00,132768.00,134428.00
0.09,0.86,0.39,-125.21,54.72,28.52,136743.00,132787.00,134478.00
0.08,0.72,0.74,-125.21,42.97,6.63,136740.00,132763.00,134468.00
0.06,0.67,0.86,-125.21,17.91,6.65,136726.00,132772.00,134477.00
0.09,0.53,0.70,-125.21,11.64,3.40,136707.00,132766.00,134477.00
0.07,0.54,0.62,-125.21,28.31,6.30,136718.00,132774.00,134467.00
0.03,0.41,0.83,-125.21,53.72,16.46,136689.00,132766.00,134474.00
-0.04,0.12,1.05,-125.21,35.77,20.53,136698.00,132783.00,134483.00
-0.02,0.04,0.97,-125.21,27.93,17.57,136680.00,132773.00,134488.00
-0.04,-0.09,1.01,-125.21,30.13,15.12,136682.00,132762.00,134472.00
-0.07,-0.19,1.02,-125.21,28.75,12.63,136678.00,132757.00,134490.00
-0.05,-0.30,0.97,-125.21,25.73,18.21,136662.00,132756.00,134472.00
-0.08,-0.47,0.86,-125.21,22.36,17.24,136666.00,132750.00,134477.00
-0.06,-0.54,0.76,-125.21,33.84,17.05,136644.00,132756.00,134494.00
-0.09,-0.65,0.80,-125.21,44.18,23.88,136670.00,132751.00,134485.00
-0.11,-0.88,0.75,-125.21,28.40,15.73,136653.00,132740.00,134482.00
-0.07,-1.02,0.61,-125.21,14.56,18.45,136657.00,132741.00,134492.00
-0.08,-1.18,0.35,-125.21,15.05,7.05,136656.00,132751.00,134492.00
-0.08,-1.15,0.23,-125.21,16.91,4.79,136672.00,132762.00,134482.00
0.05,-1.08,-0.35,-125.21,-14.69,5.00,136672.00,132765.00,134500.00
0.11,-0.95,-0.81,-125.21,11.05,-0.26,136674.00,132746.00,134501.00
0.06,-0.73,-0.91,-125.21,46.95,-8.49,136681.00,132765.00,134500.00
0.09,-0.46,-0.93,-125.21,45.03,-15.19,136691.00,132758.00,134484.00
0.10,-0.44,-1.32,-125.21,47.40,-22.66,136710.00,132757.00,134461.00
0.14,0.01,-1.21,-125.21,111.95,-24.69,136725.00,132755.00,134500.00
0.27,-0.12,-1.06,-125.21,117.20,-23.66,136745.00,132751.00,134480.00
0.25,-0.30,-1.22,-125.21,117.13,-60.16,136765.00,132759.00,134473.00
0.08,0.10,-1.42,-120.83,125.04,-98.84,136761.00,132754.00,134491.00
-0.00,0.49,-1.41,37.95,125.04,-55.81,136811.00,132776.00,134496.00
0.15,0.15,-1.13,51.96,125.04,-49.09,136848.00,132766.00,134469.00
0.27,-0.13,-0.98,83.29,125.04,-79.60,136886.00,132770.00,134498.00
0.17,-0.23,-0.86,108.12,125.04,-125.22,136944.00,132775.00,134483.00
-0.00,0.23,-0.92,124.78,125.04,-125.22,137002.00,132770.00,134518.00
-0.17,0.29,-0.68,120.53,125.04,-125.22,137068.00,132742.00,134496.00
0.10,0.29,-0.18,124.78,125.04,-125.22,137116.00,132764.00,134489.00
0.09,0.29,-0.13,124.78,125.04,-125.22,137142.00,132774.00,134503.00
0.02,0.75,-0.33,124.78,125.04,-125.22,137168.00,132791.00,134488.00
0.21,0.86,-0.42,124.78,125.04,-125.22,137194.00,132763.00,134497.00
0.12,0.81,-0.49,124.78,125.04,-125.22,137185.00,132772.00,134479.00
-0.12,0.92,-0.52,124.78,108.60,-125.22,137218.00,132791.00,134502.00
0.23,0.96,-0.67,124.78,105.73,-125.22,137226.00,132780.00,134484.00
-0.17,0.55,-0.64,124.78,96.14,-125.22,137240.00,132765.00,134490.00
-0.24,0.82,-0.61,124.78,55.87,-125.22,137226.00,132783.00,134488.00
-0.32,0.62,-0.65,124.78,9.70,-125.22,137212.00,132752.00,134506.00
-0.03,0.81,-0.92,124.78,-45.66,-125.22,137199.00,132761.00,134492.00
-0.42,0.63,-0.73,124.78,-103.32,-125.22,137190.00,132770.00,134520.00
-0.74,0.44,-0.98,124.78,-124.95,-125.22,137173.00,132749.00,134502.00
-0.41,0.33,-1.25,124.78,-124.95,-124.23,137132.00,132764.00,134518.00
-0.86,-0.05,-0.56,124.78,-104.07,-69.74,137122.00,132733.00,134497.00
0.56,-0.58,-1.89,124.78,-65.84,-31.37,137099.00,132763.00,134497.00
-0.44,-0.66,-1.13,124.78,-103.28,-30.90,137110.00,132768.00,134508.00
-0.41,-1.01,-0.95,124.78,-36.21,-45.85,137113.00,132745.00,134507.00
-0.42,-1.03,-1.03,124.78,-3.83,-88.36,137144.00,132745.00,134521.00
-0.67,-0.88,-0.72,124.78,74.62,-119.92,137155.00,132779.00,134505.00
-0.44,-0.99,-0.52,124.78,98.47,-125.22,137191.00,132754.00,134479.00
-0.20,-0.84,-0.48,124.78,92.40,-123.70,137220.00,132760.00,134513.00
-0.11,-0.90,-0.35,124.78,91.84,-96.69,137223.00,132754.00,134467.00
-0.07,-1.28,-0.36,124.78,94.66,-115.55,137239.00,132751.00,134495.00
0.02,-0.65,0.14,124.78,101.90,-94.37,137247.00,132774.00,134477.00
0.05,-0.78,0.37,124.78,57.07,-43.13,137259.00,132776.00,134465.00
0.11,-1.12,0.29,124.78,38.27,-26.69,137253.00,132779.00,134500.00
0.11,-1.08,0.37,124.78,15.52,-28.41,137247.00,132768.00,134496.00
0.20,-1.12,0.19,90.67,0.78,-11.43,137266.00,132746.00,134484.00
0.16,-1.23,0.18,62.60,10.95,-15.00,137249.00,132744.00,134477.00
0.19,-1.23,0.22,-18.26,25.65,-24.82,137253.00,132780.00,134462.00
0.20,-1.27,0.19,-125.21,35.88,-30.45,137258.00,132768.00,134491.00
0.21,-1.31,-0.21,-125.21,100.18,-29.20,137236.00,132770.00,134501.00
0.14,-1.33,-0.30,-125.21,125.04,-5.63,137243.00,132762.00,134494.00
0.20,-1.01,-0.51,-125.21,121.84,14.95,137248.00,132753.00,134483.00
0.33,-0.60,-0.60,-125.21,92.09,35.38,137251.00,132737.00,134492.00
0.42,0.26,-0.71,-125.21,7.70,31.70,137279.00,132754.00,134477.00
0.31,0.66,-0.57,-125.21,-23.24,21.71,137269.00,132767.00,134490.00
0.32,0.97,-0.65,-125.21,-50.39,15.42,137267.00,132775.00,134483.00
0.26,1.17,-0.71,-125.21,-19.40,27.12,137268.00,132778.00,134479.00
0.28,1.15,-0.38,-125.21,-4.89,49.20,137270.00,132796.00,134501.00
0.14,0.81,0.10,-125.21,-20.17,38.02,137263.00,132780.00,134448.00
0.29,0.85,0.26,-125.21,-16.47,9.56,137268.00,132779.00,134466.00
0.32,0.88,0.42,-125.21,2.44,0.73,137274.00,132767.00,134492.00
0.27,0.73,0.60,-125.21,-13.06,-0.31,137255.00,132776.00,134469.00
0.17,0.36,0.74,-125.21,-2.23,-56.51,137252.00,132781.00,134488.00
0.25,0.36,0.89,-125.21,17.65,-56.39,137252.00,132799.00,134454.00
0.30,0.12,1.04,-125.21,20.19,-45.29,137236.00,132770.00,134462.00
0.17,0.01,1.06,-125.21,7.11,-40.86,137232.00,132773.00,134463.00
0.17,-0.40,0.84,-125.21,30.76,1.73,137234.00,132770.00,134474.00
0.26,-0.66,0.74,-125.21,33.12,9.89,137217.00,132785.00,134480.00
0.28,-0.85,0.82,-125.21,23.15,-1.29,137187.00,132764.00,134462.00
0.23,-0.83,0.61,-125.21,2.35,6.01,137202.00,132748.00,134457.00
0.28,-1.01,0.11,-125.21,-42.10,34.99,137205.00,132744.00,134482.00
0.32,-1.04,-0.20,-125.21,-28.31,38.14,137209.00,132751.00,134480.00
0.41,-1.18,-0.18,-125.21,-14.47,42.76,137217.00,132763.00,134480.00
0.23,-1.37,-0.13,-41.86,-12.45,19.71,137201.00,132764.00,134469.00
0.23,-1.28,-0.16,58.90,-20.36,-7.96,137201.00,132765.00,134463.00
0.35,-1.21,-0.07,124.78,-11.11,-27.17,137218.00,132761.00,134483.00
0.31,-1.14,0.16,124.78,-18.19,-37.34,137216.00,132775.00,134502.00
0.15,-0.92,0.43,124.78,-43.05,-28.08,137233.00,132771.00,134483.00
0.23,-0.92,0.39,124.78,-62.70,2.22,137256.00,132776.00,134477.00
0.26,-1.07,0.66,124.78,-53.83,-1.46,137250.00,132778.00,134457.00
0.25,-0.71,0.89,124.78,-53.16,-26.68,137278.00,132773.00,134475.00
0.18,-0.19,1.03,124.78,-67.32,-20.86,137279.00,132786.00,134482.00
0.19,0.20,1.05,124.78,-80.45,9.96,137293.00,132766.00,134462.00
0.25,0.71,1.04,124.78,-93.51,72.78,137303.00,132775.00,134458.00
0.30,1.04,0.64,124.78,-111.04,106.61,137325.00,132789.00,134468.00
0.35,1.21,0.13,124.78,-65.83,124.77,137308.00,132774.00,134508.00
0.43,1.21,0.06,124.78,9.12,124.77,137323.00,132768.00,134508.00
0.60,1.13,0.07,124.78,38.44,124.77,137310.00,132786.00,134484.00
0.67,0.31,-0.65,124.78,41.00,124.77,137305.00,132771.00,134488.00
0.80,-0.11,-1.27,124.78,111.16,124.77,137301.00,132757.00,134488.00
0.98,-0.41,-1.37,124.78,125.04,44.41,137306.00,132771.00,134485.00
0.97,-0.31,-1.17,124.78,125.04,-67.44,137302.00,132758.00,134477.00
0.96,0.40,-0.26,124.78,125.04,-94.20,137279.00,132771.00,134490.00
1.14,-0.07,0.01,124.78,125.04,-69.35,137270.00,132786.00,134467.00
1.24,-0.32,0.16,124.78,125.04,-106.88,137249.00,132765.00,134444.00
1.37,-0.17,0.01,124.78,125.04,-125.22,137230.00,132764.00,134482.00
1.43,0.72,0.26,124.78,88.48,-86.58,137213.00,132768.00,134486.00
1.52,0.18,0.14,124.78,59.65,-16.57,137209.00,132765.00,134471.00
1.47,0.13,0.25,124.78,39.28,-12.30,137205.00,132779.00,134466.00
1.53,0.19,0.17,124.78,13.50,3.05,137215.00,132780.00,134469.00
1.48,0.11,0.06,124.78,29.28,25.96,137212.00,132776.00,134472.00
1.41,0.09,0.24,124.78,29.90,36.30,137224.00,132786.00,134443.00
1.45,0.13,0.26,124.78,10.42,39.64,137239.00,132778.00,134511.00
1.53,-0.09,0.10,124.78,0.39,43.66,137227.00,132779.00,134488.00
1.55,-0.13,0.01,124.78,4.94,35.34,137218.00,132780.00,134472.00
1.51,-0.12,0.23,-16.95,-0.73,1.15,137223.00,132780.00,134467.00
1.53,-0.18,0.24,-125.21,-10.17,-7.07,137224.00,132764.00,134460.00
1.52,-0.22,0.17,-125.21,-25.79,-33.06,137219.00,132780.00,134457.00
1.45,-0.28,0.20,-125.21,-16.31,-55.59,137201.00,132777.00,134475.00
1.41,0.08,0.28,-125.21,14.20,-96.55,137189.00,132776.00,134460.00
1.43,0.12,0.42,-125.21,8.87,-74.41,137189.00,132788.00,134474.00
1.43,-0.21,0.33,-125.21,6.21,-69.33,137158.00,132767.00,134485.00
1.49,-0.22,0.25,-125.21,22.91,-93.70,137148.00,132759.00,134485.00
1.50,-0.12,0.14,-125.21,31.70,-65.38,137150.00,132754.00,134474.00
1.52,-0.24,0.24,-125.21,35.69,-51.84,137157.00,132758.00,134484.00
1.51,-0.30,0.20,-125.21,30.19,-47.90,137188.00,132744.00,134457.00
1.58,-0.49,0.11,-125.21,28.98,-50.10,137180.00,132732.00,134467.00
1.49,-0.19,0.11,-125.21,37.24,-82.17,137197.00,132763.00,134471.00
1.50,-0.16,-0.03,-125.21,61.44,-73.88,137213.00,132768.00,134489.00
1.47,-0.28,0.17,-125.21,68.96,-69.68,137230.00,132754.00,134498.00
1.47,-0.49,0.27,-125.21,69.17,-89.29,137240.00,132754.00,134486.00
1.39,-0.03,0.33,-125.21,62.35,-117.01,137233.00,132760.00,134474.00
1.43,0.13,0.26,-125.21,14.53,-60.87,137233.00,132768.00,134445.00
1.42,-0.06,0.02,-125.21,29.77,-50.26,137235.00,132801.00,134458.00
1.50,-0.11,0.13,-125.21,42.36,-61.31,137198.00,132777.00,134488.00
1.54,-0.09,0.05,-125.21,55.53,-57.54,137209.00,132781.00,134442.00
1.45,0.17,0.20,-125.21,14.01,-49.69,137213.00,132782.00,134426.00
1.50,0.03,0.21,-125.21,11.86,-28.39,137193.00,132776.00,134484.00
1.55,0.02,0.14,-125.21,7.19,-14.13,137186.00,132783.00,134471.00
1.45,-0.10,0.31,-125.21,6.77,-15.62,137175.00,132792.00,134448.00
1.61,-0.16,-0.32,124.78,-16.39,-39.81,137186.00,132779.00,134478.00
1.44,0.24,0.08,124.78,22.60,-52.87,137180.00,132778.00,134460.00
1.45,0.50,0.39,124.78,0.29,5.58,137181.00,132786.00,134482.00
1.48,0.35,0.38,124.78,-36.60,51.65,137196.00,132768.00,134484.00
1.42,0.15,-0.32,124.78,32.16,111.19,137215.00,132790.00,134498.00
1.47,-0.19,0.07,124.78,76.32,69.60,137207.00,132761.00,134478.00
1.48,0.00,0.23,124.78,52.93,28.77,137219.00,132726.00,134484.00
1.53,0.14,-0.11,124.78,21.67,13.91,137215.00,132770.00,134513.00
1.60,0.09,-0.36,124.78,48.13,6.01,137213.00,132772.00,134479.00
1.55,0.24,-0.04,124.78,75.96,-22.83,137212.00,132779.00,134483.00
1.54,-0.03,0.13,124.78,50.88,-31.40,137236.00,132753.00,134466.00
1.56,-0.05,-0.01,124.78,21.25,-65.42,137240.00,132749.00,134485.00
1.56,0.20,-0.26,124.78,7.26,-83.88,137262.00,132800.00,134457.00
1.54,0.32,-0.36,124.78,23.83,-15.50,137267.00,132777.00,134458.00
1.58,0.31,-0.09,124.78,48.19,8.49,137266.00,132763.00,134456.00
1.66,0.11,-0.17,124.78,51.67,37.96,137264.00,132767.00,134461.00
1.63,-0.13,-0.45,124.78,75.68,49.68,137276.00,132773.00,134478.00
1.44,0.02,0.17,124.78,125.04,5.41,137273.00,132795.00,134483.00
1.46,0.48,0.44,124.78,90.32,36.33,137264.00,132763.00,134446.00
1.47,0.19,0.34,124.78,56.98,91.91,137294.00,132757.00,134461.00
1.32,0.21,0.24,124.78,57.27,124.77,137303.00,132776.00,134498.00
1.17,-0.01,0.80,124.78,23.28,124.77,137323.00,132778.00,134455.00
1.25,-0.74,0.92,-26.48,-68.54,124.77,137317.00,132778.00,134484.00
1.43,-1.31,0.28,-125.21,-122.82,79.69,137318.00,132779.00,134478.00
1.60,-1.67,-0.30,-125.21,-86.43,-38.92,137313.00,132781.00,134483.00
1.32,-1.40,0.09,-125.21,25.30,-125.22,137284.00,132777.00,134456.00
0.81,-1.08,0.52,-125.21,125.04,-125.22,137224.00,132783.00,134461.00
0.67,-0.10,0.72,-125.21,125.04,-125.22,137171.00,132757.00,134473.00
1.03,0.63,1.20,-125.21,125.04,-125.22,137130.00,132775.00,134463.00
1.28,0.09,1.13,-125.21,125.04,-38.59,137109.00,132764.00,134506.00
1.33,-0.08,0.65,-125.21,125.04,29.37,137093.00,132767.00,134492.00
1.28,-0.44,0.95,-125.21,40.22,79.88,137091.00,132760.00,134474.00
1.32,-0.69,0.65,-125.21,-57.57,49.06,137091.00,132745.00,134454.00
1.28,-0.34,0.54,-125.21,-115.36,13.87,137077.00,132748.00,134484.00
1.10,-0.69,-0.04,-125.21,-124.95,-112.04,137067.00,132729.00,134485.00
0.86,-0.42,-0.21,-125.21,-124.95,-125.22,137048.00,132759.00,134502.00
0.77,0.46,-0.43,-125.21,-72.30,-125.22,137015.00,132759.00,134471.00
0.72,0.92,0.13,-125.21,69.93,-125.22,136992.00,132774.00,134469.00
0.69,1.11,0.41,-125.21,-20.28,-125.22,136963.00,132790.00,134469.00
0.75,1.21,0.11,-125.21,-30.68,-117.26,136952.00,132773.00,134468.00
0.83,0.94,0.02,-125.21,-7.91,-66.45,136931.00,132766.00,134474.00
0.78,0.86,0.29,-125.21,-3.84,-50.85,136921.00,132773.00,134471.00
0.65,1.12,0.42,-90.27,-23.06,-46.31,136930.00,132779.00,134456.00
0.97,0.94,0.10,124.78,-61.62,33.49,136941.00,132778.00,134469.00
1.02,0.76,-0.00,124.78,-50.76,21.20,136939.00,132778.00,134448.00
0.97,1.01,0.06,124.78,-54.06,24.84,136951.00,132780.00,134443.00
0.92,0.95,-0.08,124.78,-72.40,64.75,136965.00,132753.00,134492.00
0.99,-0.13,-0.91,124.78,-39.06,57.55,136942.00,132764.00,134489.00
1.18,-0.90,-1.31,124.78,39.97,-69.55,136943.00,132759.00,134495.00
1.14,-0.50,-1.21,124.78,63.61,-125.22,136951.00,132749.00,134488.00
1.06,-0.00,-0.70,124.78,43.99,-125.22,136965.00,132737.00,134490.00
1.31,-0.59,-0.49,124.78,5.58,-116.21,136978.00,132747.00,134485.00
1.25,-0.82,-0.00,124.78,-20.66,-95.24,136991.00,132759.00,134454.00
1.34,-0.66,0.05,124.78,-90.76,-106.53,137027.00,132729.00,134497.00
1.20,-0.53,-0.13,124.78,-108.59,-60.66,137058.00,132788.00,134486.00
1.22,-0.59,0.19,124.78,-108.12,-79.38,137063.00,132766.00,134486.00
1.24,0.55,0.24,124.78,-67.64,-9.00,137092.00,132787.00,134456.00
1.32,0.65,0.09,124.78,-48.42,75.62,137101.00,132758.00,134486.00
1.28,0.73,-0.01,124.78,84.73,124.77,137125.00,132759.00,134483.00
1.19,0.53,0.46,124.78,125.04,124.77,137161.00,132785.00,134488.00
1.40,-0.02,0.37,124.78,9.92,91.81,137146.00,132760.00,134469.00
1.53,-0.15,-0.03,124.78,-6.75,52.86,137164.00,132763.00,134485.00
1.56,0.19,-0.42,118.39,-21.66,10.32,137163.00,132773.00,134449.00
1.50,0.43,-0.17,124.78,33.89,21.09,137174.00,132763.00,134480.00
1.53,0.17,0.03,36.25,26.72,78.45,137180.00,132760.00,134469.00
1.57,-0.24,-0.06,-92.70,22.39,59.13,137188.00,132779.00,134495.00
1.53,-0.07,0.09,-125.21,1.76,12.02,137193.00,132797.00,134488.00
1.51,0.17,0.05,-125.21,-22.33,2.44,137196.00,132797.00,134475.00
1.40,0.20,0.20,-125.21,-26.46,-24.44,137184.00,132780.00,134489.00
1.34,0.14,0.33,-125.21,-46.51,-32.98,137179.00,132768.00,134469.00
1.32,-0.15,0.48,-125.21,-69.21,-71.05,137166.00,132751.00,134451.00
1.28,-0.14,0.40,-125.21,-70.08,-125.22,137155.00,132786.00,134486.00
1.23,0.13,0.39,-125.21,-39.99,-125.22,137154.00,132788.00,134484.00
1.27,0.00,0.27,-125.21,-8.26,-125.22,137141.00,132778.00,134452.00
1.28,0.03,0.27,-125.21,10.41,-125.22,137124.00,132783.00,134456.00
1.24,0.09,0.32,-125.21,25.86,-125.22,137122.00,132769.00,134492.00
1.27,0.44,0.26,-125.21,48.29,-125.22,137120.00,132756.00,134460.00
1.32,0.50,0.39,-125.21,87.21,-23.52,137103.00,132766.00,134469.00
1.31,0.19,0.45,-125.21,67.68,38.45,137104.00,132743.00,134468.00
1.32,-0.29,0.23,-125.21,59.57,54.16,137076.00,132742.00,134469.00
1.29,-0.37,0.09,-125.21,90.06,36.78,137070.00,132755.00,134500.00
1.14,0.06,0.53,-98.47,122.20,83.62,137044.00,132752.00,134460.00
1.08,-0.33,0.53,-79.74,100.97,114.34,137024.00,132744.00,134479.00
1.10,-0.52,0.23,-22.95,114.93,103.16,136997.00,132756.00,134486.00
0.98,-0.32,0.41,65.63,125.04,97.54,136975.00,132750.00,134494.00
0.72,-0.49,0.62,49.02,125.04,116.04,136939.00,132745.00,134485.00
0.65,-0.46,0.48,47.94,125.04,102.94,136908.00,132765.00,134483.00
0.54,-0.30,0.59,67.72,125.04,107.39,136875.00,132743.00,134497.00
0.34,-0.28,0.89,87.77,125.04,117.94,136822.00,132742.00,134482.00
0.23,-0.68,0.69,47.53,125.04,114.35,136798.00,132764.00,134474.00
0.07,-0.61,0.82,52.19,125.04,83.61,136782.00,132760.00,134494.00
-0.04,-0.49,0.95,52.32,125.04,62.60,136757.00,132738.00,134482.00
-0.14,-0.44,1.13,60.67,125.04,45.92,136730.00,132750.00,134477.00
-0.20,-0.30,0.94,36.00,125.04,46.31,136712.00,132758.00,134462.00
-0.45,-0.14,0.91,89.74,125.04,45.14,136679.00,132747.00,134463.00
-0.58,-0.19,0.98,95.34,125.04,52.16,136668.00,132761.00,134468.00
-0.78,-0.21,1.28,82.99,125.04,46.20,136645.00,132746.00,134472.00
-0.87,-0.34,1.72,40.10,125.04,27.70,136635.00,132762.00,134484.00
-0.91,-0.05,1.64,-45.38,-21.33,2.19,136641.00,132761.00,134485.00
-0.97,0.14,2.02,1.91,-80.50,16.37,136635.00,132770.00,134494.00
-1.15,0.21,2.32,12.59,-124.95,31.73,136659.00,132752.00,134501.00
-1.41,0.17,2.24,34.66,-124.95,68.77,136695.00,132743.00,134480.00
-1.45,0.19,1.65,49.76,-124.95,104.77,136754.00,132728.00,134457.00
-1.24,0.11,0.95,-15.43,-124.95,124.77,136834.00,132767.00,134461.00
-0.75,0.06,0.66,40.72,-124.95,124.77,136903.00,132768.00,134438.00
-0.45,-0.29,0.56,123.95,-124.95,124.77,136977.00,132773.00,134480.00
0.34,-0.52,0.23,56.72,-124.95,124.77,137033.00,132766.00,134469.00
0.60,-0.24,0.23,68.26,-124.95,123.80,137067.00,132775.00,134471.00
0.63,-0.49,0.28,28.91,-124.95,124.77,137114.00,132770.00,134479.00
0.70,-0.76,0.36,82.17,-124.95,107.21,137156.00,132761.00,134439.00
0.97,-0.43,0.26,116.14,-124.95,80.64,137202.00,132754.00,134491.00
0.69,-0.24,0.03,108.69,-124.95,124.77,137238.00,132738.00,134486.00
0.76,-0.72,-0.45,70.47,-124.95,124.77,137263.00,132770.00,134469.00
0.95,-0.90,-0.07,124.78,-124.95,116.68,137295.00,132755.00,134456.00
0.74,-1.02,-0.04,124.78,-124.95,92.86,137311.00,132761.00,134473.00
0.88,-1.24,-1.21,124.78,-124.95,27.62,137321.00,132771.00,134480.00
1.16,-1.36,-1.46,102.55,-124.95,-24.68,137338.00,132773.00,134490.00
1.14,-1.27,-1.39,61.48,-55.66,-81.20,137341.00,132753.00,134495.00
1.14,-1.08,-1.29,-34.40,30.62,-110.31,137326.00,132788.00,134450.00
1.17,-0.67,-1.12,-88.90,125.04,-125.22,137337.00,132743.00,134456.00
1.15,-0.55,-0.84,-92.67,125.04,-125.22,137327.00,132758.00,134477.00
1.11,-0.38,-0.75,-18.78,125.04,-125.22,137293.00,132770.00,134494.00
1.05,-0.32,-0.89,-15.02,125.04,-116.12,137267.00,132739.00,134463.00
0.66,-0.21,-0.26,-16.52,125.04,-113.93,137198.00,132779.00,134466.00
0.52,0.08,0.52,124.78,125.04,-111.55,137136.00,132768.00,134457.00
0.49,0.20,0.52,124.78,125.04,-93.20,137074.00,132737.00,134471.00
0.50,0.03,0.39,124.78,125.04,-92.31,137005.00,132783.00,134461.00
0.31,0.07,0.58,124.78,125.04,-120.18,136945.00,132760.00,134448.00
0.04,0.19,0.80,124.78,125.04,-125.22,136896.00,132772.00,134462.00
-0.15,0.30,0.75,124.78,125.04,-125.22,136813.00,132770.00,134438.00
-0.27,0.38,0.48,124.78,125.04,-125.22,136753.00,132777.00,134449.00
-0.60,0.39,0.35,124.78,125.04,-125.22,136700.00,132766.00,134489.00
-1.24,1.37,1.21,124.78,125.04,-125.22,136630.00,132773.00,134485.00
-1.11,1.38,1.27,124.78,125.04,-125.22,136612.00,132755.00,134500.00
-0.99,1.49,1.18,124.78,125.04,-100.67,136599.00,132764.00,134482.00
-1.00,1.35,1.20,70.03,125.04,-47.70,136592.00,132770.00,134491.00
-0.90,1.33,1.17,-34.88,-12.12,31.82,136594.00,132761.00,134478.00
-0.75,1.42,1.01,-17.11,-65.68,81.21,136612.00,132762.00,134460.00
-0.91,1.49,1.01,32.12,-111.12,124.77,136629.00,132763.00,134473.00
-0.86,1.65,0.95,24.98,-124.95,124.77,136675.00,132763.00,134468.00
-0.98,1.66,0.85,-13.36,-124.95,124.77,136727.00,132770.00,134477.00
-1.04,1.34,0.76,-24.86,-124.95,124.77,136816.00,132773.00,134456.00
-0.94,1.17,1.01,-9.32,-124.95,124.77,136901.00,132752.00,134486.00
-0.97,1.01,1.16,-67.51,-124.95,124.77,136993.00,132765.00,134456.00
-0.90,0.58,0.85,-31.32,-124.95,124.77,137093.00,132772.00,134472.00
-0.30,0.06,0.41,23.24,-124.95,124.77,137160.00,132788.00,134460.00
-0.08,-0.22,0.36,8.25,-124.95,124.77,137223.00,132788.00,134484.00
0.09,-0.44,0.31,-44.85,-124.95,124.77,137250.00,132774.00,134460.00
0.44,-0.95,-0.03,-125.21,-124.95,124.77,137274.00,132766.00,134467.00
0.80,-0.22,-0.42,-125.21,-124.95,124.77,137274.00,132758.00,134479.00
0.67,-0.43,-0.22,-61.22,-124.95,124.77,137277.00,132779.00,134480.00
0.42,-0.72,-0.27,-41.88,-124.95,124.77,137287.00,132766.00,134465.00
0.43,-1.05,-1.22,-101.73,-124.95,75.14,137266.00,132773.00,134471.00
0.74,-0.23,-1.35,-125.21,-124.95,-20.64,137242.00,132761.00,134456.00
0.82,-0.30,-1.25,-125.21,-124.95,-28.07,137235.00,132774.00,134472.00
0.76,-0.10,-1.52,-125.21,-124.95,-37.04,137222.00,132771.00,134478.00
0.82,0.16,-2.16,-112.02,-53.96,-15.64,137229.00,132771.00,134444.00
0.72,0.36,-2.11,-26.36,78.32,34.56,137250.00,132774.00,134484.00
0.46,0.12,-1.92,-31.31,125.04,121.09,137271.00,132784.00,134489.00
0.26,0.06,-1.74,-3.12,125.04,124.77,137303.00,132760.00,134508.00
0.01,-0.10,-1.33,-27.99,125.04,124.77,137298.00,132778.00,134465.00
-0.14,-0.21,-1.04,-69.21,125.04,124.77,137286.00,132765.00,134463.00
-0.35,-0.40,-0.08,60.09,125.04,124.77,137263.00,132779.00,134456.00
-0.17,-0.66,0.70,88.06,125.04,124.77,137200.00,132773.00,134454.00
-0.06,-0.72,0.82,114.02,125.04,87.12,137147.00,132771.00,134454.00
0.16,-0.23,0.62,124.78,125.04,42.70,137072.00,132754.00,134460.00
-0.38,-0.19,1.07,124.78,125.04,22.11,136998.00,132756.00,134445.00
-0.19,-0.33,1.18,124.78,125.04,-46.38,136940.00,132766.00,134482.00
-0.64,0.22,0.92,124.78,125.04,-61.52,136861.00,132762.00,134455.00
-0.75,0.13,1.44,110.66,125.04,-62.74,136806.00,132752.00,134460.00
-0.95,0.22,1.24,71.67,125.04,-25.84,136771.00,132765.00,134454.00
-1.04,0.27,1.70,49.26,125.04,-30.52,136735.00,132771.00,134466.00
-0.91,0.29,1.82,13.69,125.04,-16.72,136709.00,132766.00,134486.00
-1.23,0.60,1.83,5.42,24.25,11.71,136727.00,132768.00,134469.00
-1.12,0.05,2.05,31.21,-94.92,44.66,136752.00,132766.00,134467.00
-1.39,0.77,2.43,-7.41,-124.95,54.76,136820.00,132776.00,134472.00
-1.72,0.97,1.97,37.74,-124.95,124.77,136923.00,132775.00,134454.00
-1.60,0.59,1.36,103.67,-124.95,124.77,137020.00,132747.00,134454.00
-1.55,0.27,1.13,-7.14,-124.95,124.77,137124.00,132744.00,134440.00
-0.99,-0.09,0.80,-117.04,-124.95,124.77,137217.00,132772.00,134450.00
-0.85,-0.13,0.48,-125.21,-124.95,124.77,137260.00,132785.00,134475.00
-0.63,-0.27,0.10,-125.21,-124.95,124.77,137282.00,132781.00,134444.00
-0.70,-0.32,-0.54,-125.21,-124.95,85.87,137298.00,132779.00,134466.00
0.43,-0.36,-2.27,-125.21,-124.95,-29.91,137294.00,132761.00,134463.00
0.76,-0.27,-1.43,-125.21,-124.95,-94.47,137282.00,132777.00,134466.00
0.72,-0.35,-0.63,-45.48,-124.95,-125.22,137257.00,132777.00,134478.00
